vtkOriginalIndices,Points:0,Points:1,Points:2,velocity:0,velocity:1,velocity:2
30044,-0.641063,-0.0110903,5.51884,1.58935,3.07675,-22.5201
30045,-0.295469,1.08124,-11.129,-13.8591,-27.1617,-16.2747
30046,0.544362,0.970285,2.86036,-2.60719,5.39489,-36.2175
30047,-0.672932,0.884877,7.05754,-1.59062,5.12996,-15.8814
30048,0.379324,1.10643,3.27848,-1.90987,4.28561,-31.2166
30049,0.62158,0.694405,1.79679,-4.6149,9.32913,-42.3937
30050,-0.713283,2.47635,-4.13341,9.38808,16.6401,-49.1783
30051,-0.450707,0.889737,6.63646,0.0814095,3.94756,-19.6601
30052,-0.265132,0.0327727,9.87162,6.12815,3.85326,-20.7015
30053,-2.90041,-1.68178,-12.376,-19.0011,-17.3615,-28.7551
30054,-1.22296,-0.559378,10.0718,7.83807,5.09889,-23.6681
30055,5.77188,3.33963,-16.0847,47.734,25.8649,-49.0336
30056,-0.476117,-0.311016,3.86359,-0.0198218,6.88982,-29.9482
30057,0.839886,-0.0260834,3.66215,-2.72514,6.69966,-30.3125
30058,-2.95239,-2.16573,-15.5447,19.2263,59.2944,-33.7306
30059,-0.862352,-0.664257,-11.2346,-13.6826,-12.6547,-8.27343
30060,0.187254,1.16967,-10.2781,-3.29801,-41.4531,-6.07441
30061,-1.25778,0.262702,10.0274,5.76912,3.92615,-19.5557
30062,-3.48639,-1.90095,-15.9863,0.258779,40.0945,-20.0639
30063,-0.651866,0.596038,-10.4152,-13.9823,-19.3146,-6.29149
30064,-0.492903,1.01721,2.07301,0.0363193,6.72551,-39.9273
30065,-1.24687,-0.0979415,10.1319,8.25389,5.80648,-25.6335
30066,-0.650747,0.419454,3.05465,1.2985,6.24645,-31.5652
30067,-0.512509,1.13455,-10.6486,-16.7327,-27.5078,-12.3392
30068,-0.551381,0.783987,6.13946,1.98019,-0.726335,-19.0818
30069,0.294914,2.6827,-9.7627,-18.9738,-41.5856,-51.0245
30070,-0.00272335,2.90908,-5.31523,14.7412,13.4791,-48.7756
30071,-0.708926,-0.864188,8.13195,3.1393,2.74619,-22.0935
30072,-0.36696,-1.205,11.6969,10.6551,6.86274,-21.5741
30073,-0.3872,3.24632,-4.62982,13.1449,13.7855,-47.5411
30074,-0.162195,2.53134,-9.70912,-11.6687,-48.2306,-21.1143
30075,0.365779,0.524898,8.74131,4.33613,3.07115,-24.4752
30076,-0.796285,0.312378,6.25653,1.23084,1.9711,-19.0638
30077,0.652599,0.248635,6.70609,0.894745,3.02813,-19.9099
30078,4.40765,1.87416,-9.92139,4.3644,-7.16681,-4.39252
30079,-0.0323442,0.519095,2.70195,-1.02578,6.65095,-33.4569
30080,-3.12838,-0.228485,-16.0088,33.1148,119.513,2.12284
30081,4.22861,2.00269,-9.99286,7.14494,-10.7039,-8.17961
30082,-0.447957,0.156859,-10.8538,-12.2906,-13.9872,-7.12762
30083,5.27023,2.86077,-15.6307,20.6858,33.9643,-20.7855
30084,3.53406,3.58317,-10.1116,9.2768,-8.36899,-14.6662
30085,-5.82792,5.35176,-19.6612,-17.9875,25.8389,-59.4235
30086,1.46958,3.32265,-7.37393,26.4407,2.56965,-65.4423
30087,-0.192789,0.535761,3.41956,-0.220443,5.52048,-30.0651
30088,-1.12743,0.438738,5.96654,4.62619,0.45072,-19.1011
30089,-1.20603,0.166504,6.68966,-0.450716,3.26351,-15.3137
30090,0.105213,1.50597,-9.74979,-2.21802,4.56643,-0.528309
30091,0.233289,1.35286,0.916848,-5.0885,9.94243,-52.2793
30092,-0.9907,-0.259072,11.8685,9.96639,7.64825,-18.8627
30093,4.18271,2.7801,-10.103,7.95419,-9.51594,-10.8411
30094,7.44497,3.95203,-17.4259,10.024,11.2254,-47.3074
30095,2.08586,3.99528,-9.1515,7.66187,0.482292,-6.47653
30096,6.57354,3.94495,-15.9692,37.0048,37,-46.9645
30097,-0.21433,-0.302779,3.01828,-1.21377,8.61078,-34.6354
30098,3.50832,3.18746,-9.36992,13.4584,-9.4825,-14.397
30099,-0.660371,-0.0168417,-11.0526,-13.0086,-13.3809,-7.3072
30100,2.99325,2.23396,-9.74545,8.42913,-19.0406,-14.2173
30101,-0.383704,-0.0788958,-10.3804,-16.6319,-17.2031,-8.08001
30102,-0.662633,1.07735,-0.5348,-3.79759,14.0266,-48.7283
30103,-0.495472,2.41014,-3.15589,4.31068,17.0506,-46.5685
30104,-0.0189826,1.08196,1.86429,-2.77874,6.6118,-39.8342
30105,-3.84526,2.8327,-16.2818,-14.9291,26.375,-26.5995
30106,-0.728045,-0.702367,5.88423,1.80395,4.55904,-25.4524
30107,-0.380787,1.39289,-1.05868,-2.53242,15.2593,-47.0535
30108,-1.27233,-0.221137,11.0056,8.64514,5.91096,-20.5026
30109,-0.6068,0.930452,-10.6124,-16.1317,-22.3862,-8.84012
30110,7.72301,4.09635,-17.9102,5.75807,9.48003,-54.2934
30111,3.33624,1.29728,-11.161,5.00115,-10.2797,-9.73151
30112,0.446083,2.42323,-4.81408,12.7503,17.6021,-54.6717
30113,-2.20746,-1.23281,-12.3696,-19.9691,-17.4727,-19.977
30114,-0.772789,0.811379,4.88929,1.74031,4.0992,-23.409
30115,0.0271229,-0.0613326,3.50983,-0.916033,6.28249,-28.3033
30116,-0.312298,1.01953,-11.3073,-14.3416,-20.3219,-12.3031
30117,0.349412,2.6579,-3.9603,9.84651,21.1176,-53.7113
30118,1.12653,3.67756,-7.26705,23.0828,4.48824,-50.5274
30119,0.227027,3.38503,-7.39531,14.917,2.3476,-68.8904
30120,4.01761,2.62039,-10.3646,5.47212,-8.03662,-8.12454
30121,-1.54185,-1.9183,10.9351,8.5964,6.0858,-17.616
30122,0.411519,-0.325439,3.52647,-1.69234,8.07459,-31.6848
30123,0.498744,0.888931,1.49808,-6.24534,7.15147,-48.5927
30124,0.402298,0.441082,9.09533,5.08637,2.10758,-20.7939
30125,-1.19539,-0.915793,12.5129,15.0597,11.2482,-24.6704
30126,0.0267324,2.28655,-2.92549,3.70478,18.5233,-51.2193
30127,0.505412,2.00421,-10.547,-1.21438,-39.0751,-15.8642
30128,4.52729,-0.966319,-13.9565,25.2944,-37.8643,-48.6974
30129,0.718765,-0.786201,7.2767,2.15696,3.16262,-21.67
30130,3.23458,1.94286,-10.8618,4.62038,-9.85291,-8.57702
30131,-4.18515,3.49185,-16.1869,-40.8302,48.0233,-52.1459
30132,5.03737,-1.27227,-13.7157,34.3504,-56.1944,-69.3516
30133,0.671507,2.59261,-7.55933,6.62846,3.09616,-50.0841
30134,-0.743401,-0.688471,5.33486,0.175979,3.5679,-21.6671
30135,-1.35996,-0.317343,-11.3968,-13.0497,-13.0039,-8.96621
30136,-0.499737,0.165148,10.3936,6.89122,4.46744,-20.4305
30137,0.52277,0.776713,6.35867,1.36842,2.42468,-22.1331
30138,0.486823,0.831129,5.76817,0.926062,1.25026,-22.6035
30139,0.707405,1.08634,4.11287,-1.28927,3.42794,-21.1651
30140,-3.11574,-2.13587,-13.9364,-26.2713,-29.8169,-71.332
30141,4.07404,0.56876,-11.1995,3.96151,-10.7528,-16.8617
30142,-5.28924,5.03796,-18.9538,-36.3507,38.6179,-87.4312
30143,0.134009,2.08161,-3.12791,4.50181,19.0085,-52.816
30144,5.53431,-0.317839,-16.0916,-2.91336,75.954,-21.0772
30145,-2.63256,-1.44733,-12.4303,-20.0752,-18.7599,-25.2628
30146,-0.31139,0.631233,5.50799,1.17471,2.78882,-21.5047
30147,0.0430265,-0.720552,8.75177,4.2752,2.84697,-21.4389
30148,-0.371771,1.9707,-10.0786,-12.4593,-40.7339,-3.10584
30149,0.571528,0.545367,4.98462,-0.853187,3.3335,-23.6627
30150,-3.83431,-2.27134,-13.8338,-14.4197,-9.87015,-47.9221
30151,-0.872668,-0.817404,6.40696,0.230381,3.51303,-20.3085
30152,0.96635,0.121154,4.95966,-1.87503,5.57844,-27.5114
30153,-0.289249,0.348577,7.67611,1.49455,3.5445,-22.076
30154,0.490666,0.380861,4.1495,-1.46997,4.79615,-26.9417
30155,-1.10605,-1.96608,11.9225,12.5656,3.3913,-19.4248
30156,-1.76762,-2.70593,12.3699,3.08559,2.46411,-6.42142
30157,-0.321698,0.116272,-11.3757,-12.9413,-14.8049,-7.84855
30158,0.933527,3.38328,-8.72106,-7.14167,-8.19311,-54.3673
30159,-5.78405,5.62726,-20.0237,-21.6451,37.3967,-75.3671
30160,-2.05432,-0.236308,12.3099,5.21849,4.92876,-9.54194
30161,-2.20823,-1.20012,-12.0923,-17.4517,-16.178,-17.5423
30162,0.775777,2.96438,-6.20665,13.7714,7.88375,-54.1571
30163,-0.837389,2.34332,-4.3347,7.33832,9.54987,-32.6305
30164,0.0632621,3.06447,-6.24179,14.7763,11.0868,-54.7053
30165,3.25161,1.79509,-10.3406,4.86625,-10.4238,-9.33175
30166,-1.0042,1.37082,-1.09319,-1.38043,12.61,-39.4044
30167,6.68327,3.8554,-15.9631,48.5564,43.7868,-61.7174
30168,3.59055,2.56838,-11.5989,4.80002,-10.7953,-7.4104
30169,-0.84904,2.46441,-3.67943,6.12349,16.9843,-48.5575
30170,5.64983,-0.989393,-15.5372,8.7776,76.8938,-46.9628
30171,-0.672734,0.357439,7.04011,0.516608,4.40641,-20.638
30172,-0.81818,-1.41741,9.26201,5.65516,4.03414,-29.4458
30173,-0.0186079,1.68314,-3.18083,3.85806,19.3512,-58.7414
30174,-4.36291,3.20123,-15.9648,-28.9341,22.899,-38.0678
30175,0.263572,3.41377,-5.69095,14.184,8.78667,-48.5346
30176,-1.64053,0.094781,-10.5193,-13.0777,-10.0379,-6.05663
30177,-0.137358,-0.245116,9.81296,6.32388,3.94913,-21.2288
30178,3.80512,2.60732,-10.0247,6.81008,-9.28402,-9.33552
30179,0.367527,0.642683,1.39511,-4.24428,8.09717,-41.855
30180,-0.0625429,2.71375,-5.63406,16.5662,14.461,-49.8926
30181,0.258017,0.410474,2.2808,-2.25146,7.82614,-35.8394
30182,0.435284,2.97315,-7.09894,13.9346,5.62535,-62.227
30183,0.58543,0.388424,6.89349,0.885509,3.06101,-19.7268
30184,1.48067,3.57829,-7.52941,23.6781,1.61438,-40.1161
30185,-1.96637,-1.34737,-12.2441,-18.9132,-15.2658,-17.1914
30186,-0.281057,0.690527,9.48584,5.65859,2.16193,-18.5141
30187,-0.219301,-0.251586,3.97592,-0.106978,6.09515,-26.9291
30188,0.372276,-1.08809,9.2068,5.82861,3.95554,-23.8572
30189,0.578844,0.438598,6.12735,1.09543,2.35119,-20.0347
30190,-0.103889,1.31921,2.4394,-1.88941,5.33674,-39.0472
30191,-0.187148,1.0197,2.73705,-0.599612,5.37598,-32.9834
30192,0.408971,0.154115,6.29333,0.934419,2.98344,-20.2867
30193,0.739726,3.17936,-6.25051,12.9076,6.32903,-51.4563
30194,-0.261302,0.601943,0.626011,-4.00871,9.182,-42.4459
30195,7.39288,4.41813,-17.2589,46.4654,31.4811,-74.319
30196,0.193985,2.99056,-6.33994,15.9275,9.07176,-55.3273
30197,-0.362232,0.119976,1.08535,-1.72333,8.71948,-45.3131
30198,-1.89558,-2.20019,12.3514,13.006,10.6783,-23.4677
30199,0.102753,2.17565,-1.61125,-1.96876,17.9507,-49.0509
30200,-3.14203,-2.12888,-15.3783,15.1023,36.5802,-83.8888
30201,-0.000902705,-1.45779,9.7105,7.84284,5.97019,-26.338
30202,7.79044,4.76109,-19.8948,9.18174,22.9926,-50.341
30203,4.12398,-0.0661812,-11.9824,12.3057,-31.1822,-43.4775
30204,3.42651,2.9197,-10.0578,7.50422,-9.31359,-11.9033
30205,4.01971,0.0355739,-12.6,15.6186,-47.1789,-44.0907
30206,-3.67457,-2.0821,-15.4084,1.21958,48.9918,-80.9128
30207,-1.0995,-1.60447,10.2013,11.928,10.1342,-30.1392
30208,0.00717723,1.16579,3.08201,-0.807297,4.4722,-34.9977
30209,-2.88382,-1.08582,-16.1093,35.278,112.726,-13.799
30210,0.520162,2.83958,-7.18301,15.7685,7.19792,-68.0694
30211,1.08412,2.7077,-6.6958,4.58922,8.8711,-52.2407
30212,-0.391874,-1.24524,8.3563,4.12005,2.25619,-24.2017
30213,-0.870415,0.851992,2.94986,1.00895,5.12145,-26.7102
30214,-0.627699,2.05807,-2.47552,1.5325,17.2484,-49.0689
30215,-0.026417,0.54092,4.55744,-0.109696,4.13498,-26.2574
30216,4.82077,-1.41755,-13.8308,27.8967,-52.4722,-63.7517
30217,-0.136205,0.586351,3.21216,-0.597532,5.80223,-31.1326
30218,3.83827,0.348533,-12.3436,11.7833,-28.9817,-29.2631
30219,-1.02699,-0.300842,-11.1288,-12.9838,-12.5893,-7.87279
30220,0.154578,1.35695,1.90806,-3.98639,6.12567,-43.8503
30221,-0.731406,0.118491,5.46576,1.92107,2.90137,-22.9954
30222,-0.164521,0.0327705,2.51734,-0.53033,7.96113,-33.7102
30223,0.99145,-0.473082,5.52968,-0.737045,4.52141,-15.3162
30224,4.66331,1.3896,-11.458,-0.0335128,-12.9132,-11.3519
30225,-0.686281,1.83981,-1.1265,-4.18752,16.2108,-54.658
30226,3.38018,1.00193,-10.3593,1.97761,-7.14724,-6.50148
30227,0.309885,1.22524,2.69631,-2.40587,4.96205,-38.4404
30228,-1.91282,-1.50533,11.6929,10.7148,8.70984,-26.4072
30229,4.25276,2.29574,-9.78537,6.36411,-8.70075,-6.6751
30230,0.226159,1.88896,-3.24898,4.67447,19.0587,-58.6415
30231,-0.954245,-2.23655,12.409,3.54442,2.0863,-7.60528
30232,3.86216,3.06851,-11.2496,3.87325,-6.74685,-5.33983
30233,1.81279,3.40815,-8.22499,42.5644,5.33502,-50.2699
30234,-0.186894,0.860236,5.95026,3.23286,-1.1138,-20.4378
30235,7.50184,4.46004,-18.0991,39.5926,24.8062,-85.0196
30236,-0.993565,0.204447,8.21353,4.41421,3.05845,-29.3195
30237,0.921201,-0.674113,8.02686,1.86566,1.67904,-14.2055
30238,-0.312775,0.953718,-1.24107,-3.39196,16.5523,-48.2465
30239,3.59412,3.43558,-9.65277,12.9795,-8.72342,-14.3357
30240,4.17391,0.800697,-11.8792,4.27965,-19.9947,-19.2174
30241,0.12667,2.10581,-4.34681,9.81026,19.1,-56.0996
30242,0.58167,-0.676996,8.42256,4.07725,2.78326,-20.292
30243,0.0653726,0.745128,8.56804,3.75573,1.01643,-21.329
30244,-3.99477,3.61379,-16.908,-34.0372,38.5747,-57.6494
30245,-0.983318,0.306703,-11.5222,-14.9277,-15.148,-8.26249
30246,-2.67716,1.4404,-15.4042,-25.1167,74.5158,42.447
30247,5.36463,-1.20973,-14.2887,-15.2477,10.8675,-45.1414
30248,-0.341375,0.794215,5.98429,2.25328,0.69119,-18.3423
30249,0.158511,1.33745,-10.5763,-7.56757,-33.2557,-11.2074
30250,1.14556,3.74737,-7.41363,18.1474,2.59239,-37.1702
30251,-1.32621,0.331855,-11.6748,-16.5,-15.5189,-8.87167
30252,0.319243,1.66467,-2.76769,1.92908,15.3559,-48.8434
30253,-1.36393,-0.598715,12.9164,7.35025,6.95867,-11.7658
30254,0.405852,3.22083,-6.23225,14.3054,7.55192,-54.4747
30255,0.445035,1.91114,-9.94546,-10.9046,-33.0192,-27.7119
30256,3.83287,0.631399,-12.2093,10.9592,-25.2852,-21.9236
30257,7.5477,4.65749,-18.6536,30.4029,15.2894,-80.2902
30258,-0.531131,1.11162,0.00570582,-3.47097,11.9547,-44.046
30259,0.0704596,-0.720382,6.73704,1.2734,3.49895,-20.1843
30260,0.58921,0.501665,4.76836,-0.70269,3.86831,-23.8137
30261,4.17078,1.78835,-11.3398,3.0474,-11.1348,-8.99577
30262,4.59023,-0.721547,-13.092,20.6977,-65.7712,-62.8606
30263,4.39268,-0.603542,-12.9748,16.151,-57.7354,-54.4045
30264,-1.10476,-0.838708,12.8328,8.38784,6.15568,-12.4838
30265,0.071359,1.59679,-1.15921,-1.36054,14.6594,-43.9215
30266,4.35923,2.38131,-11.5531,2.83924,-8.98676,-5.72545
30267,-0.544714,-1.16662,9.80721,6.8637,4.87495,-23.498
30268,3.97645,0.165696,-12.6779,16.5049,-44.4575,-41.5353
30269,-2.25781,-1.78333,-12.2044,-20.6931,-14.8056,-21.7902
30270,-0.640674,-0.790068,-11.339,-12.5026,-12.0603,-8.76646
30271,-0.341587,-1.24283,10.3195,8.37266,5.90986,-21.9408
30272,3.68389,2.27955,-11.0807,4.21306,-9.50874,-7.87214
30273,3.82848,0.488736,-12.3778,12.0579,-27.1114,-25.8713
30274,0.00856342,1.48054,-2.01081,-1.04633,17.2241,-50.2111
30275,-0.24888,0.590677,8.493,4.87021,2.26551,-24.3002
30276,-0.208646,0.874646,2.95693,-0.245106,5.61515,-32.5552
30277,3.50349,0.940633,-12.0166,12.5661,-22.0289,-19.0763
30278,-0.466417,1.90858,-0.121674,-2.28675,9.95271,-40.355
30279,-0.563998,1.91423,-0.318805,-1.88831,9.06019,-38.621
30280,-0.749515,0.748315,3.38743,2.21812,5.14596,-35.0195
30281,0.335951,-0.289795,7.64051,2.26667,2.97142,-20.4061
30282,-0.480543,-0.331588,7.74452,2.10322,3.15176,-21.9136
30283,-0.459155,0.273389,1.95489,0.880018,9.5593,-39.2598
30284,-0.321759,0.445368,-11.5373,-14.5903,-16.7899,-9.77552
30285,0.291788,1.23425,4.75995,-0.693981,1.62106,-22.6651
30286,0.805318,2.92798,-5.38955,17.1971,12.8178,-58.0228
30287,-1.23281,0.142762,11.1648,10.2198,6.4868,-22.9587
30288,-0.200149,2.33127,-2.34467,0.60253,19.0135,-55.3743
30289,-0.10418,-0.226743,4.77366,0.123792,4.97051,-24.3289
30290,0.892005,-0.142842,7.24288,2.30515,3.1252,-22.514
30291,-0.277235,-0.565813,10.8687,8.48809,5.57958,-20.3491
30292,-0.0637517,1.26769,-1.62924,-2.46839,18.6976,-47.9457
30293,0.0392571,1.34493,-2.75861,4.4721,13.336,-42.106
30294,-0.559859,-0.548888,11.3405,9.25218,6.37139,-19.4054
30295,-1.11762,-1.16272,-11.3731,-13.84,-11.0901,-9.46709
30296,-1.83049,-0.450656,-11.3216,-12.0322,-13.2016,-10.4995
30297,-5.70797,5.09115,-19.8406,-27.8531,35.0814,-79.546
30298,0.814169,0.0388978,3.23326,-2.45738,6.06105,-28.5171
30299,-5.12271,5.12704,-19.212,-30.9878,33.7812,-86.308
30300,0.167522,0.302669,7.66921,2.05925,3.54257,-20.8799
30301,0.72686,0.663834,3.51535,-2.14442,5.1716,-33.3907
30302,-2.7699,-0.663573,-15.8176,5.44716,77.649,7.01572
30303,-0.575225,-0.972025,12.2261,11.4686,6.79783,-19.1786
30304,-0.89241,0.781581,-11.5155,-12.2595,-10.9459,-5.42144
30305,0.678273,2.67297,-5.91551,17.9426,11.8087,-57.992
30306,0.932577,0.0550051,6.11297,0.636294,3.87147,-22.5183
30307,-3.2565,-2.00885,-12.6718,-24.975,-21.5834,-43.8219
30308,-0.884467,-1.2166,9.74244,7.05223,5.12621,-25.4639
30309,-1.32178,-1.22406,12.8856,14.1676,11.2198,-25.1305
30310,4.10651,1.8033,-11.6408,2.79232,-12.082,-8.63293
30311,-0.263288,2.01316,-4.80411,12.7788,14.4348,-39.3372
30312,2.41032,2.66039,-9.76777,6.8805,-11.5867,-9.25374
30313,3.38472,3.59598,-9.71951,13.7047,-8.39934,-16.2887
30314,-1.11617,-1.35248,12.1552,17.8275,12.4391,-28.6917
30315,-1.56499,-0.97644,12.6669,16.7041,13.9213,-29.7631
30316,-0.247711,2.69539,-2.70468,3.68156,17.3244,-55.1536
30317,-0.118978,-0.173913,-10.481,-10.3082,-11.4151,-5.16063
30318,-0.304855,-0.144647,-10.5354,-13.3026,-15.4246,-7.71196
30319,-0.235548,-1.59983,9.00514,4.14186,2.11695,-20.9064
30320,-0.715435,0.0726518,10.5616,7.36668,5.16357,-20.531
30321,-3.01224,-1.73347,-13.3409,-29.9249,-30.2781,-50.1875
30322,-0.898762,-1.17625,11.894,16.263,7.07399,-20.4495
30323,0.139203,-0.57265,10.9141,5.52398,3.21591,-12.8931
30324,0.133038,1.68844,-0.296794,-4.05322,14.8814,-54.3432
30325,5.52952,1.57859,-15.4163,18.4801,53.418,6.70075
30326,-0.058325,1.30515,-1.03629,-2.73186,15.3824,-46.8909
30327,-0.272324,0.423864,9.00778,4.33404,2.26033,-20.2586
30328,-0.205451,-0.3724,3.41086,-0.281444,8.24913,-32.181
30329,-1.3112,-0.532398,-11.7713,-14.0369,-13.5429,-9.75615
30330,-0.0779362,-0.750375,4.76666,-0.24468,6.23264,-26.0074
30331,-0.594859,-0.817425,8.63642,4.02404,2.69524,-22.5625
30332,0.0699441,1.52305,-1.84288,-2.28854,18.4219,-49.6186
30333,3.90125,1.87917,-11.6484,3.64114,-11.48,-8.87728
30334,5.40073,-0.00185496,-15.8334,-0.662327,88.0602,-24.0143
30335,0.193938,1.28498,1.43513,-4.33224,6.85668,-45.4635
30336,-0.0207007,1.78259,-1.87186,-1.16172,17.1754,-48.1861
30337,5.27402,1.45154,-15.4801,17.6842,74.4528,9.88957
30338,-4.82947,4.34384,-18.1938,-32.0139,42.9213,-86.0863
30339,0.256263,1.61663,-3.05464,4.88482,14.0775,-40.7012
30340,4.17599,-0.370663,-13.2967,19.2833,-68.4596,-50.7577
30341,-0.404132,0.699607,1.02229,-2.1481,8.91801,-44.074
30342,0.277617,-0.798203,8.27245,3.40753,2.56154,-20.6102
30343,0.490506,-0.37852,3.762,-0.914194,7.9516,-29.1311
30344,0.163725,1.62358,-9.99535,-6.82345,-14.7076,-16.1424
30345,-0.344849,0.457651,7.60433,1.47469,3.95185,-21.6073
30346,0.171299,-0.777384,4.15166,-1.21801,5.03562,-19.169
30347,-3.95168,3.50668,-15.822,-24.6615,38.6739,-29.126
30348,-0.757272,0.414221,-10.9051,-13.4209,-14.8349,-7.27073
30349,-1.38168,-1.64072,11.0489,9.49565,5.89042,-20.717
30350,-0.262665,-0.324249,11.0543,9.03375,6.38558,-20.8596
30351,-1.68158,-1.15914,10.3783,9.5807,5.10338,-21.5794
30352,5.00812,1.11491,-15.9604,-1.63497,102.27,23.5335
30353,0.0361535,0.520147,1.65675,-2.60818,8.3878,-40.1977
30354,-0.49311,1.62836,0.682425,-2.91024,11.2794,-48.6811
30355,-0.225949,1.92524,-1.6001,-0.821311,16.117,-48.1414
30356,0.236798,0.06847,-10.7161,-8.47667,-12.448,-7.07164
30357,0.699624,-1.05524,8.31635,1.63974,0.994938,-15.5776
30358,0.639658,0.197935,2.13052,-3.79178,8.49916,-33.8048
30359,0.000606515,0.440655,-10.8484,-10.0647,-16.3014,-7.53177
30360,0.45955,3.18512,-9.3083,-10.9093,-23.6479,-67.8023
30361,-0.793283,1.59039,-0.710883,-4.48515,15.9246,-55.0621
30362,5.24341,-0.744206,-15.3522,3.22446,33.7103,-28.7582
30363,-0.874189,0.108553,11.4992,10.446,6.35094,-21.5623
30364,-0.489479,-0.256828,11.275,9.8001,6.27267,-21.1015
30365,-3.81871,2.7538,-15.6344,-53.5002,50.5762,-27.0212
30366,-1.11544,-1.77661,12.9779,8.36049,6.6537,-15.2725
30367,-0.771967,0.355857,-10.2254,-16.0441,-18.8316,-5.80803
30368,5.7016,2.56531,-15.7883,39.7893,91.3568,3.80006
30369,-0.458998,0.428669,-11.2404,-11.9579,-14.4087,-7.28896
30370,0.470075,-0.118748,3.53428,-1.74155,6.95604,-29.6037
30371,0.565359,2.32556,-4.88459,13.6163,18.1447,-51.4017
30372,0.38965,3.22545,-6.60544,13.9812,5.48349,-57.3529
30373,-0.675201,1.32168,0.587817,-3.8495,10.292,-56.469
30374,-1.44857,-1.78039,10.8967,11.0305,8.61278,-24.0293
30375,-2.3238,-0.756112,-11.7637,-12.989,-14.6475,-14.6041
30376,-0.266922,-0.860971,8.65235,4.13915,2.7708,-22.099
30377,-0.786988,-0.798409,10.3623,8.18026,5.71653,-22.4655
30378,-0.478842,-0.26534,8.72109,4.0841,2.9095,-22.1585
30379,-0.473381,1.72273,0.535833,-2.7236,9.83044,-39.9818
30380,-5.25367,4.91464,-19.8835,-16.5056,26.4236,-52.1017
30381,5.27032,-1.51333,-14.6898,40.4896,-13.4725,-76.9138
30382,0.329223,3.10514,-9.50096,-17.5901,-30.799,-63.6073
30383,-0.411105,0.434301,0.513754,-2.00008,9.91654,-48.4564
30384,-0.495482,1.18785,0.680944,-3.10571,10.8963,-45.8504
30385,-1.17404,-0.147867,7.56156,2.28317,4.36483,-22.2206
30386,0.873231,0.847482,3.43097,-2.66271,3.72085,-29.4292
30387,-1.54502,-2.24767,12.1832,10.9601,9.57397,-20.6771
30388,0.555607,0.418851,1.4874,-4.90477,10.4255,-47.3835
30389,-2.39109,-0.88079,12.5783,9.76882,8.13198,-17.502
30390,-0.400122,2.588,-4.58888,10.0652,14.9128,-43.3727
30391,0.909189,3.71192,-8.04389,13.757,-2.71766,-22.3581
30392,-0.209369,-0.00469126,10.7867,9.36873,6.48025,-22.9593
30393,-0.881866,-0.421131,6.21312,1.58311,3.9559,-22.8584
30394,-0.577349,-1.82044,11.1768,9.90792,7.26652,-21.669
30395,-0.201755,0.693819,5.85,1.26075,0.854133,-21.6328
30396,1.28382,2.80836,-7.47609,20.6033,4.94367,-43.0766
30397,0.0221093,0.906062,1.51101,-3.22118,7.6461,-42.4406
30398,0.689241,0.213817,6.17767,1.01042,3.03374,-19.6931
30399,-0.636877,0.317682,2.36764,1.28829,8.49664,-37.6511
30400,0.724922,-0.395849,4.79974,-2.05607,6.22963,-25.679
30401,-0.134627,0.991688,2.88254,-0.599168,5.2398,-32.9543
30402,-0.283487,-0.769861,4.33912,-0.248819,6.71971,-23.2618
30403,-1.62128,-0.208847,10.7237,10.8608,6.2578,-25.457
30404,-0.599504,2.421,-2.45208,1.37044,19.0675,-55.4908
30405,4.43715,0.858293,-12.1276,2.66941,-23.2152,-18.1046
30406,0.409908,0.807006,7.42305,0.657149,5.11585,-23.3463
30407,-0.839674,0.000808964,11.8804,9.98084,6.57723,-18.981
30408,-5.09444,4.55879,-18.3109,-35.8813,41.2519,-89.6838
30409,-0.938593,1.77056,-2.20721,2.04037,20.0249,-53.3624
30410,-4.97053,4.37015,-17.9687,-34.8076,44.2231,-90.1936
30411,3.4193,2.70811,-9.4985,10.5184,-11.7398,-12.7293
30412,-1.40657,-1.27359,9.97472,8.9192,6.22403,-23.695
30413,-1.2739,-0.157132,10.3312,8.70825,6.40979,-24.3831
30414,-4.35879,4.36614,-17.7995,-17.9331,25.6135,-52.5315
30415,4.50761,0.241824,-12.2704,4.79566,-32.4052,-33.9596
30416,5.66381,2.65626,-15.5415,30.8947,87.6548,1.81188
30417,-1.86719,-1.38113,-12.3767,-22.04,-15.7956,-19.4602
30418,-1.91816,-0.570212,-11.1936,-11.6288,-12.4277,-10.6547
30419,0.743128,3.22994,-7.92299,13.3408,1.12888,-54.7469
30420,4.4298,0.441099,-11.2327,1.40504,-11.7916,-16.5836
30421,-0.82772,-0.139637,-11.89,-14.4861,-13.8961,-9.46681
30422,-1.15546,0.254128,-11.8706,-10.4816,-11.3289,-5.66951
30423,6.87364,4.11524,-17.1078,54.7834,35.1228,-75.7859
30424,-0.274473,-1.74347,11.0811,9.26351,6.25192,-21.4514
30425,-2.06976,-0.538526,12.855,7.8838,6.57883,-14.4113
30426,-0.0813348,2.10794,-3.84805,6.69763,16.4188,-45.8752
30427,-0.135548,1.25755,1.28036,-3.36381,8.10574,-43.4224
30428,-1.56686,-1.27437,12.2932,19.2808,15.7115,-34.7462
30429,-2.30251,-0.554144,-11.3947,-11.9807,-15.3764,-13.9298
30430,0.402332,2.84736,-10.0631,-9.0727,-38.8618,-40.6333
30431,-0.766926,-0.930377,8.22996,3.57388,2.52032,-23.0475
