vtkOriginalIndices,Points:0,Points:1,Points:2,velocity:0,velocity:1,velocity:2
13870,1.26764,2.97381,-7.85125,29.574,5.32223,-64.8138
13871,0.35941,0.355641,1.94497,-2.99147,8.77833,-37.4588
13872,-0.191187,0.164062,9.55853,5.31434,3.22456,-20.206
13873,-0.230412,-0.459451,5.49148,0.771032,4.15727,-22.0182
13874,3.09493,3.43962,-9.86864,12.0043,-9.14152,-15.8808
13875,-3.50478,2.18685,-15.5907,-13.8903,53.2016,-12.4048
13876,3.43941,3.40704,-10.1602,9.44392,-7.56145,-13.4965
13877,0.0954374,0.165569,8.99133,4.3372,2.84204,-20.6861
13878,-0.697384,-0.720509,6.91848,0.786912,3.2627,-21.5511
13879,-2.78118,-0.247409,-16.0067,24.3933,102.227,5.34026
13880,5.24552,-1.17968,-15.4637,2.89755,50.6954,-51.8722
13881,1.90765,3.60195,-8.47652,41.2877,10.5303,-42.3397
13882,0.626451,3.53658,-8.01725,12.3887,-3.59339,-62.3194
13883,5.08995,0.9727,-15.9393,-5.43552,93.7219,12.4669
13884,0.335103,0.919641,2.25739,-2.51256,5.82914,-34.8558
13885,-0.642684,2.29475,-4.15993,9.04777,18.7121,-52.4808
13886,-0.266727,1.33566,-10.2636,-21.092,-44.8899,-7.65378
13887,-4.34875,3.85644,-17.2984,-38.3865,51.5824,-75.6508
13888,-0.696576,6.14E-05,10.1417,6.9391,4.58017,-21.6145
13889,0.29654,3.29258,-7.12893,13.6345,4.94479,-59.6602
13890,-5.0639,5.00691,-19.251,-29.5024,31.4008,-80.912
13891,-3.37065,-2.04841,-13.0601,-24.545,-22.6034,-48.1853
13892,0.201588,0.49243,1.48679,-2.98547,8.6196,-39.8015
13893,1.84191,3.47966,-8.11142,40.2187,5.06288,-52.2068
13894,-4.42931,3.9853,-16.5187,-31.4185,44.5845,-67.5342
13895,0.445503,0.574333,5.82782,0.85875,2.0496,-21.0564
13896,-0.460057,0.501539,2.36242,0.434715,7.31959,-35.411
13897,4.97597,-1.15504,-13.8491,35.1529,-60.3266,-69.0192
13898,-1.08918,-0.628459,9.44448,5.6713,3.9994,-24.3651
13899,1.29173,2.92985,-8.16045,41.6077,8.698,-58.5256
13900,-3.86665,2.88857,-15.6323,-69.5979,64.1984,-48.9928
13901,-0.150845,0.131703,7.67147,2.04127,3.48012,-21.5095
13902,-2.21963,-0.987006,-11.3046,-11.9848,-13.8778,-14.2224
13903,-1.35062,-1.84983,11.7777,13.6032,7.41759,-26.3864
13904,4.98873,-1.57437,-14.7216,27.0081,-17.2896,-83.0809
13905,4.56809,-0.0571199,-12.6174,9.40366,-48.8362,-45.9435
13906,0.5875,2.47616,-5.31546,17.4618,17.6667,-61.8296
13907,4.31142,0.44723,-12.6511,6.72704,-39.5137,-31.2573
13908,-5.67218,5.77965,-20.381,-23.3178,38.8427,-82.4178
13909,-0.248758,1.76131,-1.49233,-1.59628,16.4052,-48.599
13910,-0.139154,0.238145,9.95654,6.8239,3.85645,-22.1723
13911,0.194494,2.93991,-9.22155,-18.6237,-32.8866,-80.7075
13912,5.35056,1.71802,-15.3968,20.9811,64.9371,8.74237
13913,-0.838827,-1.50887,11.4856,11.3597,5.39371,-21.1567
13914,5.56555,3.05675,-15.5959,33.8139,77.3557,-12.594
13915,4.24534,1.83564,-10.9725,3.0792,-9.70344,-8.40143
13916,-5.68388,5.59058,-20.4759,-26.2788,37.9366,-80.3306
13917,0.669373,2.87415,-7.97717,11.5591,3.67313,-70.0475
13918,-4.65676,4.20878,-17.0549,-35.0444,54.1804,-87.6319
13919,1.25185,3.49576,-7.60084,28.4631,5.73957,-66.9098
13920,-0.824246,-0.195485,8.53515,3.84717,2.65948,-22.8845
13921,-0.233051,-1.35757,7.7164,3.32933,2.30355,-25.2012
13922,-3.35965,-1.34151,-15.9287,18.2209,79.1904,-40.6032
13923,3.15692,2.49626,-9.48245,14.9099,-18.0475,-15.6211
13924,-0.448701,0.814968,0.519879,-3.47472,10.3171,-43.8229
13925,0.289382,1.69872,-2.22394,0.0392427,19.8851,-58.6549
13926,-3.77241,2.64447,-15.5546,-54.6077,47.2765,-31.6934
13927,-4.12711,2.9855,-15.9822,-41.6584,50.4294,-58.6341
13928,-0.00257681,-0.233674,3.6682,-0.907111,6.76285,-27.296
13929,0.426268,0.685645,3.06558,-2.00419,5.66823,-31.2803
13930,-0.55831,1.67243,-0.568602,-4.03538,15.0446,-50.3764
13931,-0.341548,0.605884,6.51872,1.09359,2.60911,-18.3885
13932,-3.98795,3.29924,-16.2956,-39.3349,51.8607,-42.4954
13933,3.85724,1.25817,-10.7524,3.42107,-9.62532,-9.51707
13934,3.59021,2.32087,-10.256,5.60473,-9.74927,-9.27625
13935,-2.62848,-1.09564,12.5207,7.44874,5.92817,-13.4906
13936,-0.425447,1.31613,-10.6998,-19.8688,-35.8691,-18.6358
13937,5.42458,-0.814883,-15.5146,8.76008,60.7624,-43.5945
13938,-1.45633,-0.0719757,-11.4756,-12.7692,-13.0086,-8.72075
13939,0.5022,0.24478,1.80029,-3.6469,12.0209,-44.6111
13940,-0.0520835,-0.640574,6.21228,0.930765,3.6682,-20.4956
13941,-0.639344,-0.181665,6.36289,0.989717,3.06105,-20.097
13942,4.55293,-0.502573,-12.9476,15.5798,-57.7029,-53.5384
13943,-0.0257066,0.483985,9.09574,5.13132,3.08174,-21.4746
13944,-3.08127,1.3169,-15.7367,-5.99944,95.8145,27.0463
13945,-0.0220233,-1.28615,8.69587,4.38529,2.41802,-23.2463
13946,-0.137883,-0.164045,10.2987,6.95799,4.31544,-19.7523
13947,-5.0203,4.95718,-18.9204,-32.6807,35.5329,-87.1652
13948,2.91407,1.69981,-10.5145,4.31078,-12.1901,-9.59628
13949,-0.212583,0.470046,9.96638,6.90785,4.63802,-23.0783
13950,-0.205928,-1.34873,10.6239,9.50077,6.38385,-22.7639
13951,-0.847106,-1.05624,8.32737,4.66987,2.55017,-25.9445
13952,-3.08842,-2.38905,-14.8055,6.39568,35.8198,-93.1403
13953,-1.12094,-0.308332,9.19835,4.88683,4.22043,-24.824
13954,2.82405,2.68203,-9.87653,7.98378,-13.3063,-16.7171
13955,7.85134,4.94687,-19.7544,21.6948,33.4155,-85.9428
13956,0.887944,0.526066,4.72596,-2.03715,4.46554,-28.8513
13957,-2.06972,-1.34871,-11.4236,-14.5712,-13.8262,-16.3779
13958,3.94616,0.83322,-10.9639,3.22485,-9.51774,-12.0537
13959,-0.487303,0.758081,1.43531,-0.821548,9.08329,-43.577
13960,0.235375,0.0636384,2.05704,-2.27167,8.77544,-38.9373
13961,0.55739,3.20529,-9.03573,-7.32208,-18.2934,-60.7704
13962,-0.284112,0.960952,6.6315,0.313388,3.72775,-18.7971
13963,2.35228,3.32627,-8.69386,42.3282,1.3731,-26.8492
13964,4.40421,-1.11712,-13.4637,24.8504,-60.5452,-58.5923
13965,1.82691,3.10366,-8.7315,38.8434,1.2202,-44.0671
13966,-0.626832,-0.121496,4.18953,0.896068,5.67089,-27.8619
13967,-0.0222401,0.381082,9.70486,6.27036,3.98086,-23.813
13968,-2.79151,1.62833,-15.7483,-12.0003,118.751,21.5762
13969,3.24209,3.68456,-9.79305,13.3714,-7.75809,-16.7529
13970,0.101715,1.46577,-1.57154,-2.79664,17.4267,-48.3281
13971,-0.781029,-0.139678,-11.4536,-13.2435,-13.1566,-7.6214
13972,-1.46442,0.00485128,-10.7669,-13.0872,-12.0414,-6.85194
13973,-2.61779,-1.64094,-12.9157,-23.2685,-21.9314,-31.7058
13974,-0.0708457,0.00152332,2.72356,-0.53823,7.77396,-32.1158
13975,-1.68106,-0.653426,-11.0513,-11.4791,-11.8212,-9.87252
13976,0.082127,-0.854958,10.0747,7.3606,4.93275,-22.0368
13977,-0.648345,0.308584,-11.413,-12.9331,-14.3909,-7.65133
13978,0.287483,2.78542,-9.0768,-16.8684,-28.9932,-81.9339
13979,-1.53837,-1.18324,11.0614,9.22306,6.78319,-22.4973
13980,-5.57679,5.47583,-19.6405,-23.7639,32.8042,-75.6307
13981,-0.649866,1.25538,-0.424758,-3.3498,13.1725,-47.3363
13982,-0.457417,-0.6987,5.98773,1.01238,4.15587,-22.3224
13983,5.09113,-0.790773,-15.6045,-1.17272,63.6446,-43.4758
13984,0.346731,3.0878,-8.80762,-4.67544,-15.5904,-83.5404
13985,4.53323,-0.292512,-13.1264,16.384,-62.1728,-50.3939
13986,5.48655,-0.579181,-15.9248,-3.97711,79.2944,-32.8256
13987,5.34891,-1.48422,-15.407,6.32208,44.4536,-46.4381
13988,0.591894,3.0232,-8.40282,1.96054,-5.01594,-62.0675
13989,-2.77206,-0.107945,-16.2316,26.9878,110.458,8.55255
13990,-3.90579,3.52694,-16.4617,-44.7542,57.1612,-59.7395
13991,-0.79732,2.19291,-4.0488,8.45699,15.0629,-48.1472
13992,3.57081,0.951636,-10.8132,4.64086,-9.24065,-10.4684
13993,-0.407916,0.630651,0.150149,-2.75228,11.8792,-45.1225
13994,0.102881,2.30982,-10.0935,-18.2498,-46.0536,-43.2594
13995,4.78346,-1.59584,-14.4551,30.2079,-35.8758,-80.7998
13996,-2.45571,-1.41725,-11.754,-14.8733,-14.0367,-18.2714
13997,-3.13515,-2.05852,-13.7921,-24.6129,-25.2307,-64.0916
13998,-0.0260306,-0.630015,5.04618,0.53033,5.07509,-22.3757
13999,-2.91884,-2.02419,-13.5051,-30.1369,-29.8375,-59.0088
14000,-0.147012,-0.429466,4.11484,-0.544241,6.01827,-25.9492
14001,-1.16323,-1.88267,10.9358,11.0765,8.47185,-22.4158
14002,0.287012,2.17812,-10.3711,-13.457,-51.8237,-38.3073
14003,-0.434759,-0.00107233,-11.4039,-12.7193,-13.8908,-7.27222
14004,-0.513428,-0.749051,10.0658,7.34745,4.91808,-22.2632
14005,-3.18412,-2.397,-14.1341,-19.597,-21.9526,-72.0215
14006,-2.8997,2.16656,-15.7217,-42.8138,102.31,-4.69901
14007,0.0667984,0.401237,2.24502,-1.60947,7.6239,-36.0197
14008,0.424146,2.55083,-4.68509,11.8933,17.2673,-53.018
14009,0.0720256,2.59864,-3.74396,8.18633,18.2216,-46.5598
14010,-1.299,-1.59713,10.7237,9.60807,7.21697,-22.5368
14011,3.17558,2.91019,-9.6845,9.99126,-10.9059,-13.7065
14012,0.65926,-0.379222,7.80267,2.5673,2.68205,-20.0867
14013,-0.566413,0.11873,-10.6441,-12.7091,-13.7465,-6.95517
14014,4.6838,-0.435667,-12.781,14.6875,-66.0156,-65.0203
14015,-1.18207,-1.91011,12.6785,11.8246,9.589,-21.166
14016,0.126368,0.10037,9.98845,6.88495,3.999,-22.7339
14017,0.509073,0.679314,5.36025,0.190869,2.37823,-22.6206
14018,-3.87923,3.34485,-15.9307,-49.5895,60.0986,-49.5124
14019,-1.17896,-1.29297,13.2844,6.65749,4.51638,-11.4291
14020,0.590388,0.91778,5.30552,-0.842786,2.12152,-28.6714
14021,-0.585237,1.06752,-10.4658,-20.2199,-32.1435,-9.55959
14022,-0.584315,1.95646,-1.44323,-2.43896,16.4028,-49.8842
14023,2.96159,3.36693,-10.1731,11.4844,-8.94638,-18.4505
14024,0.580025,3.51036,-6.38489,13.9324,4.71548,-57.9045
14025,0.210444,3.45812,-6.41376,14.9822,6.21849,-56.0248
14026,-0.37052,-1.46814,9.73977,7.88553,5.29382,-25.7025
14027,-0.455956,0.422507,0.644743,-2.21679,9.80258,-48.1561
14028,-4.62715,3.74556,-17.2112,-25.3822,52.5337,-87.8175
14029,-5.53066,5.56217,-20.0228,-25.9187,37.9247,-83.0512
14030,-1.86485,-1.69605,11.822,14.1991,10.7085,-26.9694
14031,0.734498,2.74798,-8.16148,0.712466,4.29676,-71.8069
14032,-0.626354,-0.454171,-11.4306,-13.5512,-14.0001,-8.47709
14033,-1.44555,-2.40067,12.3814,9.18452,8.06802,-16.8194
14034,5.40084,-1.50434,-14.9917,34.6353,21.0849,-64.0638
14035,-5.88343,5.50113,-20.1148,-26.0393,37.1444,-77.9774
14036,-0.823022,-0.510193,6.33386,0.364964,3.57135,-21.1988
14037,4.6513,-0.869117,-13.086,24.5478,-64.8932,-69.4657
14038,0.432121,0.0600288,2.85508,-1.55176,7.44558,-32.2054
14039,-0.377991,1.64179,-0.18804,-3.82843,12.919,-46.9986
14040,-3.57286,2.56165,-15.8433,-22.3798,55.5889,0.147284
14041,-4.30847,3.31249,-16.2583,-41.8037,47.6061,-57.1362
14042,-0.736854,0.424728,2.3747,1.36127,7.6685,-37.9204
14043,-1.26044,-2.35899,12.6462,7.87581,6.57629,-13.3876
14044,0.288201,0.0262449,10.0785,6.47446,4.28318,-21.5451
14045,4.48694,-0.0119183,-12.317,6.38393,-40.6478,-41.1909
14046,-1.97346,-0.726779,-11.9986,-14.7648,-14.9108,-13.3124
14047,-3.12916,-1.0049,-15.8569,16.5592,78.4007,-26.8121
14048,-2.04919,-1.22288,-11.1881,-14.203,-14.9789,-16.8744
14049,0.225792,-0.668329,10.2418,8.42976,4.56307,-22.798
14050,-0.198901,-0.91696,6.77371,1.35454,3.24372,-19.6024
14051,1.06334,3.61509,-7.78039,26.984,1.24273,-60.6252
14052,4.44048,1.55482,-10.6209,2.34757,-8.18125,-7.72941
14053,-2.62151,-1.71279,12.2665,6.81028,5.50194,-12.0935
14054,0.227487,3.47112,-5.29843,15.5233,13.0425,-57.0121
14055,-3.44539,-2.06591,-13.4495,-21.4741,-22.6562,-53.2694
14056,3.68017,3.14543,-10.4414,6.50938,-7.50481,-10.8363
14057,-2.6058,-0.973968,12.6745,7.13934,5.97916,-13.1664
14058,3.31331,2.54844,-9.25485,14,-17.7339,-14.1093
14059,0.351924,1.14931,-10.1956,-7.69835,-35.1342,0.622417
14060,0.334188,3.59224,-5.48987,16.4,9.7934,-57.2645
14061,-0.915413,-0.617446,11.5336,10.4523,7.77436,-20.8541
14062,-0.196655,1.36039,1.68243,-3.26415,7.40995,-46.5616
14063,-0.329484,1.63966,-2.27281,0.777388,17.6191,-49.8244
14064,-1.67676,-2.05444,11.6826,7.59409,2.2726,-17.9408
14065,3.44765,1.17083,-11.3275,5.82364,-11.2843,-11.4351
14066,-0.773762,0.857569,3.04874,1.78321,6.08605,-39.4706
14067,-0.810195,-1.57453,10.2931,9.14923,7.86667,-24.1423
14068,-1.40507,-0.37872,11.8623,9.26494,9.89254,-18.9239
14069,-2.90331,-1.99211,-12.8799,-23.3799,-18.7121,-38.0875
14070,-0.0940776,2.48401,-5.4485,16.8333,18.9175,-56.7123
14071,-4.99863,5.10267,-18.7838,-27.8075,30.6015,-79.2161
14072,-0.53806,-0.973383,11.4608,9.64199,6.66359,-20.235
14073,7.51482,4.72391,-18.4976,25.8628,16.0345,-84.1449
14074,4.93855,-1.36704,-14.2815,33.9958,-43.9943,-77.047
14075,5.88633,2.68445,-15.4297,40.9066,72.6782,-1.59771
14076,-0.272741,1.10411,6.79246,-0.179159,4.2344,-16.917
14077,1.84434,3.38644,-8.91895,37.9347,3.72001,-31.4758
14078,-1.14991,-0.721444,12.2405,14.3177,12.3835,-17.3981
14079,-0.4979,0.402166,-10.3146,-13.3252,-21.6519,-7.29524
14080,0.336359,-0.309449,8.65526,3.94824,2.82305,-20.3478
14081,-0.874354,-1.30619,9.33145,6.51125,4.11448,-30.4494
14082,-0.50044,-0.326415,3.66346,-0.320478,7.11543,-32.7688
14083,-0.278624,2.36017,-2.61869,1.50083,18.0211,-53.7942
14084,-3.43114,-2.50993,-14.3642,-11.3574,-4.39695,-71.2098
14085,-0.552082,1.04851,0.864099,-3.52242,10.1366,-45.0178
14086,-0.578943,0.26621,8.81854,3.93364,2.39102,-21.3609
14087,0.311537,0.350976,7.82489,2.25078,3.13167,-20.4647
14088,0.130578,0.263692,9.3709,5.36272,3.34409,-21.5699
14089,-5.59733,4.99613,-19.5373,-29.2998,32.5228,-76.7922
14090,-0.250925,-0.980975,10.3018,7.72706,5.1026,-21.7269
14091,-5.24259,4.80601,-18.6677,-35.75,36.6221,-85.106
14092,-2.13173,-0.457311,-11.9061,-15.7921,-17.9644,-13.6859
14093,0.702421,-0.0759257,8.02611,2.80383,2.76772,-21.8859
14094,0.0729712,1.13469,0.567469,-3.75018,10.3912,-45.1562
14095,-3.49989,1.93715,-15.583,-4.77998,36.1738,-22.4425
14096,7.9148,4.25565,-18.1229,19.5601,7.78819,-77.5189
14097,3.81137,0.851715,-12.122,7.94406,-21.0115,-18.9795
14098,-1.36985,-0.936215,-11.8781,-15.4867,-13.8365,-11.1157
14099,-0.792675,-0.743807,6.23512,1.22915,4.21495,-23.7699
14100,0.190103,0.874446,3.59663,-1.25618,4.83157,-29.4462
14101,0.0815154,3.0337,-4.12652,10.0093,19.997,-49.8531
14102,-0.372149,0.457425,9.32506,5.14517,3.36106,-21.1494
14103,0.465179,0.532761,7.56811,1.98124,3.766,-23.3144
14104,7.32124,4.24411,-17.2167,47.0998,31.6339,-71.7343
14105,-2.24706,-1.67175,-11.9879,-17.2589,-13.417,-19.8577
14106,-3.31797,2.07316,-15.3435,-45.9416,67.3128,-3.24077
14107,-0.671163,0.484793,9.05019,5.73101,3.11025,-24.3965
14108,-2.48533,-1.81659,-12.2867,-19.425,-14.7325,-23.742
14109,-0.661564,0.608695,1.28873,0.00600602,10.802,-51.8592
14110,-0.618863,-1.31632,8.89206,5.1996,3.16065,-27.6847
14111,-2.14839,-1.68983,-12.3373,-21.5375,-14.4483,-21.5422
14112,-3.49187,-1.86221,-13.4519,-21.0028,-23.7315,-55.0822
14113,0.363737,2.47888,-3.97291,10.22,18.9772,-51.0852
14114,-5.08132,5.0562,-18.429,-29.8692,26.9477,-63.1182
14115,-0.959093,0.115089,8.49017,4.7566,2.50289,-27.0125
14116,-4.55706,3.68853,-16.5612,-40.5758,49.3818,-77.1253
14117,2.38429,2.92725,-9.38299,28.4266,-14.629,-34.0938
14118,-0.199322,1.51307,0.238597,-3.5177,11.3985,-45.9192
14119,5.60727,-1.39602,-15.0772,27.5007,58.4312,-64.2975
14120,0.586227,2.70488,-7.86868,6.47174,4.46689,-60.7398
14121,-0.761444,0.49818,3.22275,1.20485,6.24432,-33.0623
14122,-4.77138,4.78053,-18.2136,-28.9191,39.9518,-82.9707
14123,0.853674,3.00759,-6.62157,12.8169,9.13235,-60.6845
14124,0.452734,-0.451988,5.25214,-0.368771,4.65912,-21.6746
14125,4.681,-0.768699,-12.9381,18.5839,-55.8916,-58.3497
14126,-0.663188,0.748631,-10.2218,-18.0769,-27.8836,-6.73449
14127,-0.54221,1.76878,-2.98166,3.52513,18.4289,-52.5041
14128,6.68264,4.1037,-16.7731,51.7132,44.9117,-74.7173
14129,5.32027,1.04904,-16.0361,4.70753,104.819,14.5341
14130,-0.639722,-0.0625959,10.7456,8.15747,5.34285,-20.4948
14131,-2.91906,-1.0394,-15.8464,14.5975,88.613,-13.5819
14132,-0.98824,0.179029,-11.5834,-14.239,-14.5383,-8.79797
14133,3.88633,0.561466,-11.1199,5.23729,-10.3453,-16.0005
14134,-0.321841,3.08706,-3.95036,11.1844,19.6276,-48.535
14135,0.353971,-0.785545,5.45729,-0.151121,5.07227,-21.2559
14136,7.36022,4.5303,-17.1237,39.2753,29.8116,-62.9628
14137,-0.312425,2.53251,-3.30432,5.52776,17.7057,-45.9793
14138,4.42971,2.2208,-10.9591,3.67122,-9.03723,-7.57219
14139,4.96964,-1.48341,-13.7768,30.1239,-43.2077,-57.7744
14140,8.40927,4.77153,-19.7719,23.2219,32.1062,-75.267
14141,-0.527603,0.239413,10.5561,8.55536,4.79785,-23.1983
14142,-4.75919,4.62096,-18.4824,-33.9046,37.832,-82.4058
14143,-0.319119,0.94702,-10.1955,-13.7011,-32.7714,-4.34353
14144,0.0200011,0.462671,-10.5173,-9.62063,-18.75,-7.11384
14145,-3.2397,1.2939,-15.3903,-7.02871,22.79,-8.98281
14146,0.56686,2.50275,-4.05375,9.31201,18.3894,-49.7112
14147,4.58379,1.56302,-11.0686,1.72267,-9.62601,-9.39114
14148,4.34813,1.54688,-10.2634,4.08992,-9.04115,-7.9596
14149,-3.38855,-2.56879,-15.0014,3.29337,11.2192,-76.9125
14150,-3.42803,-2.50015,-13.956,-15.7695,-14.6042,-63.7151
14151,-2.37207,-1.73779,-12.6265,-23.5468,-18.1345,-26.5119
14152,-0.758012,0.272777,6.64553,0.361733,3.30002,-18.6241
14153,5.21692,0.106388,-16.0346,-7.09361,85.6656,-6.09733
14154,-2.36313,-1.15451,-12.3207,-18.3109,-18.1877,-19.6644
14155,2.17803,3.83855,-8.67532,42.8669,10.8761,-31.2744
14156,-1.81658,-0.490432,12.071,5.35595,12.5496,-17.3086
14157,-0.0697358,0.646762,4.68248,0.0527345,3.84094,-25.9632
14158,-1.30862,-0.450611,9.49272,6.13463,4.68039,-27.535
14159,-0.939119,-0.716876,7.41249,1.85919,4.34472,-25.0754
14160,-0.176629,-0.0574466,2.4031,-0.903364,9.70106,-37.5308
14161,4.65602,-1.28769,-13.5704,27.5416,-57.8525,-63.1707
14162,1.4808,3.4874,-7.72329,34.429,6.29596,-67.3339
14163,-4.51591,3.89675,-17.5063,-26.1619,47.1473,-75.3036
14164,0.524994,0.096793,6.89524,1.16921,3.02289,-19.7542
14165,-0.0185221,1.05934,2.63112,-1.16627,5.48759,-33.8879
14166,7.88378,4.45698,-17.9906,37.5444,13.8409,-91.718
14167,0.359629,3.51296,-6.73728,15.3237,4.65617,-58.3782
14168,-0.627973,-1.55498,9.89558,9.23285,6.37402,-27.5905
14169,7.54104,4.71051,-18.1897,27.6039,21.7874,-87.0967
14170,-3.18681,1.80139,-15.6425,-12.8939,84.8909,13.7641
14171,0.373412,3.51961,-7.96633,10.5594,-4.28,-68.0672
14172,0.549094,0.48433,3.7261,-1.35808,5.08744,-28.1533
14173,-3.62284,-2.48053,-14.1592,-11.0899,-10.8985,-67.5971
14174,0.208788,-1.23907,7.85855,2.84683,2.09295,-21.7947
14175,-0.27775,0.607138,8.95893,5.0152,2.39992,-25.192
14176,-1.96031,-0.872639,-11.0681,-11.9362,-13.3666,-13.2394
14177,2.94604,2.75919,-9.19551,26.6171,-19.0618,-20.2641
14178,3.21439,3.18401,-10.05,7.77751,-8.71282,-12.8899
14179,5.60182,-0.340795,-15.6019,-19.9327,84.2781,-25.6385
14180,7.75028,4.71804,-19.1175,28.5551,20.7876,-82.0127
14181,2.08598,3.77298,-8.38053,25.3461,-2.63052,-13.8089
14182,-0.0795382,1.80943,-10.0421,-15.1978,-51.7003,-33.0141
14183,3.51397,1.36252,-10.4455,4.28923,-9.92306,-8.37731
14184,5.50238,0.146661,-15.9289,-3.98759,99.1391,-12.1727
14185,4.11215,-0.0190323,-12.498,11.4058,-37.9072,-38.5709
14186,6.77584,3.83932,-16.7196,56.6191,48.6923,-68.809
14187,-0.268627,2.38943,-5.43079,18.5454,17.1525,-53.1839
14188,7.62008,4.82278,-18.9164,23.5991,11.9019,-88.4386
14189,-0.0989243,2.32594,-5.2189,15.393,19.811,-56.5457
14190,0.0258128,2.30091,-9.77192,-14.7934,-51.0522,-47.5561
14191,-3.34974,-0.915035,-15.8559,40.5336,89.3165,-18.7335
14192,-3.63522,-1.84743,-15.3443,11.3311,52.8932,-74.5809
14193,0.940559,2.82636,-6.8605,15.7607,10.1224,-64.7522
14194,-3.20104,-1.7294,-15.5186,5.98833,42.5076,-46.1883
14195,5.45077,2.19326,-15.6659,19.9355,96.4769,7.13048
14196,-3.04552,1.57207,-15.7986,-18.7908,107.002,28.809
14197,-1.38225,-1.02337,13.0028,12.2211,9.75541,-21.7409
14198,0.05464,1.89707,-9.80547,-5.3106,-19.7586,-18.9477
14199,-0.421221,1.35339,-10.0753,-6.48353,-33.5613,-2.49665
14200,-0.174231,0.948262,3.13431,-0.51091,4.91129,-31.276
14201,4.4576,0.200689,-12.686,6.89396,-42.6433,-36.7664
14202,4.86978,-1.68916,-14.0856,27.9675,-36.8967,-60.0271
14203,-0.196038,1.94751,-3.8255,5.99109,16.5884,-49.4619
14204,0.639383,0.235199,7.88041,2.28681,3.54878,-22.4083
14205,4.42475,-1.30445,-13.6026,28.8289,-59.1776,-64.5156
14206,-1.14008,-2.41337,12.5137,3.84325,3.34646,-8.01674
14207,4.41241,0.882967,-11.4278,1.44107,-14.0097,-15.8682
14208,3.54155,2.28991,-11.3011,4.12186,-9.68836,-7.38744
14209,-2.95546,-0.12422,-16.3259,18.9504,97.5002,7.96173
14210,0.212534,0.863203,6.0617,1.39053,0.806214,-20.6332
14211,0.475653,-0.950843,5.40964,-0.826212,5.57586,-23.6908
14212,1.96372,3.87932,-8.32932,15.1177,-3.34569,-1.61485
14213,-0.444841,0.42473,1.7539,0.349648,9.38705,-39.3021
14214,-0.929623,0.0491781,6.93985,-0.145571,4.68368,-22.8574
14215,5.40408,2.04735,-15.3816,24.8406,76.876,12.2368
14216,0.202348,-0.391049,9.94641,6.76343,4.76404,-23.2557
14217,5.41053,-0.832643,-15.8471,-4.01439,72.0532,-31.1277
14218,1.29553,3.02958,-8.39224,37.1997,5.93137,-49.8116
14219,-0.310985,0.533148,-10.1533,-11.9841,-24.4675,-6.48989
14220,-0.668314,-0.683573,-11.4627,-14.8532,-14.1986,-9.5114
14221,5.48412,2.6115,-15.8121,40.725,86.7431,-7.99433
14222,-2.13126,-1.83605,-12.4859,-30.5006,-18.3791,-28.2428
14223,0.810765,-0.0565253,8.2412,3.85728,2.63305,-21.7854
14224,6.29559,3.67475,-16.3029,51.1997,57.748,-54.0816
14225,-0.0752551,2.80757,-5.79293,16.2716,14.1564,-51.0419
14226,3.5923,0.799448,-11.2617,5.83365,-10.7301,-13.409
14227,0.175362,2.42075,-5.56148,17.5657,16.3476,-58.1292
14228,5.04458,-0.786792,-15.8483,-7.90476,86.942,-36.3147
14229,4.04378,0.600003,-10.9212,3.30506,-9.24651,-13.7313
14230,-0.670306,-1.64169,11.0272,9.38196,6.31557,-20.556
14231,-0.74729,0.894844,-10.8624,-18.3988,-22.1307,-11.2106
14232,4.64289,0.770432,-11.5401,0.17896,-17.3379,-18.5881
14233,7.30823,4.31222,-16.9294,48.0289,32.8298,-69.8424
14234,1.26507,2.8774,-7.60547,29.8754,7.42582,-61.9544
14235,-0.717569,1.78659,-2.38488,1.55465,16.7394,-49.7577
14236,5.58302,-0.923218,-15.3483,6.26509,67.4837,-43.6601
14237,-2.83474,-1.64419,-13.1534,-26.2732,-26.6083,-40.2449
14238,-0.927171,-1.76696,10.3659,12.6827,10.09,-28.3991
14239,0.17876,-1.41427,8.62194,4.5116,2.52391,-24.3298
14240,-4.85806,4.86815,-18.7057,-28.8338,32.8457,-82.7412
14241,3.08131,3.40458,-9.06542,16.2921,-8.15083,-14.5319
14242,1.02525,3.22768,-6.95487,19.1876,7.19713,-64.9227
14243,-3.12719,-1.50728,-15.5953,-11.5989,69.7071,-34.7881
14244,-0.0774229,1.99851,-1.89766,-0.050262,16.7333,-49.2224
14245,-1.07084,-0.948963,10.1111,8.23799,5.84256,-23.774
14246,-1.29619,-1.06462,13.3192,6.76614,5.22753,-12.1657
14247,5.45674,1.85927,-15.7552,18.6623,110.031,17.6598
14248,-0.0398377,1.9531,-1.28126,-2.18418,18.1245,-56.491
14249,0.00301889,3.42219,-5.03773,14.3258,13.7257,-52.4924
14250,4.3738,1.39774,-10.1288,3.78682,-8.31991,-6.62377
14251,-1.9678,-0.408674,-11.4126,-11.8301,-13.259,-10.7913
14252,-0.190886,2.87033,-3.63862,7.38936,20.9372,-51.7951
14253,-2.80951,2.02939,-15.4264,-26.8065,79.567,15.1589
14254,5.56325,3.12263,-15.4373,27.5763,48.0793,-17.5922
14255,4.02061,1.09398,-10.4629,3.21187,-9.26361,-9.38659
