vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
134,13845,0.148733,2.71044,-5.49267,0,15.6219,13.0698,-48.6915
135,46228,0.253039,2.8074,-5.50949,0,15.7166,12.8618,-50.6212
136,21286,0.401,3.30837,-5.7367,0,13.4957,7.88016,-49.3745
137,29385,0.476803,3.36989,-5.60631,0,14.0121,9.53725,-51.4435
138,5738,0.157739,3.81846,-6.58872,0,0,0,0
139,5739,0.0260102,3.75771,-6.66393,0,0,0,0
140,5669,0.013398,3.76197,-6.50866,0,0,0,0
141,22399,0.180969,3.67536,-6.61856,0,9.90424,1.14325,-52.7299
142,35606,0.826785,2.72634,-6.12955,0,16.3125,11.2326,-60.1147
143,17658,0.631889,2.87829,-6.13114,0,14.5525,8.34442,-52.6138
144,40753,0.810139,2.86668,-6.10815,0,16.2879,10.5197,-58.4253
145,15225,0.144141,3.54251,-5.65562,0,16.3898,9.82457,-62.4375
146,17503,0.269439,3.67227,-5.63892,0,12.3089,4.47649,-45.8347
147,16515,0.322589,3.61929,-5.80975,0,15.6821,8.69134,-60.0215
148,42302,0.274829,3.53616,-5.60427,0,13.9636,9.85125,-54.0917
149,28974,0.287606,3.34021,-6.19681,0,13.8021,6.62456,-53.5407
150,33662,0.103409,3.47607,-6.13557,0,13.805,8.06929,-55.1284
151,22091,0.119246,3.34059,-6.25352,0,16.5323,8.67313,-57.1091
152,36578,0.217853,3.44869,-6.26728,0,14.078,6.82216,-54.2353
153,28169,0.205907,2.94876,-5.70856,0,15.646,11.7012,-50.7662
154,41957,0.0881543,2.86307,-5.75077,0,16.3778,11.9605,-49.9569
155,16020,-0.238717,2.77003,-5.90805,0,21.9307,15.9784,-59.2616
156,18565,-0.165485,2.69256,-5.80704,0,18.5148,17.4788,-56.2877
157,25770,-0.22319,2.5403,-5.84129,0,18.4663,13.5732,-44.5853
158,23444,0.139689,3.56874,-6.4039,0,16.0328,4.95403,-66.2399
159,24979,0.284563,3.63903,-6.32081,0,13.2009,5.15672,-60.2183
160,14025,0.210444,3.45812,-6.41376,0,14.9822,6.21849,-56.0248
161,16964,0.172233,3.49886,-5.47544,0,16.1447,10.6393,-54.4411
162,37427,0.21333,3.67307,-5.50404,0,10.9069,7.32051,-41.6866
163,18097,0.664027,2.59424,-5.70884,0,20.2983,13.9929,-61.7745
164,20270,0.64365,2.41193,-5.74069,0,16.6274,9.14245,-47.1238
165,29619,0.549882,2.49959,-5.84478,0,18.6167,13.6027,-59.4321
166,30175,0.263572,3.41377,-5.69095,0,14.184,8.78667,-48.5346
167,5409,-0.419253,3.39567,-5.78469,0,0,0,0
168,23086,-0.195468,3.4491,-5.77881,0,13.0424,7.45466,-44.6178
169,15301,-0.188361,3.30697,-5.82767,0,17.1322,13.3403,-59.7662
170,31174,-0.289164,3.33764,-5.65457,0,14.8732,11.5994,-48.5881
171,28953,-0.012979,2.9971,-6.6845,0,17.2672,8.63207,-67.3582
172,28978,0.0632654,3.00598,-6.53773,0,16.5223,11.1821,-66.9312
173,23896,0.0342731,2.83692,-6.58175,0,18.7489,12.3773,-63.1337
174,30011,-0.0867924,2.92962,-6.50183,0,14.0053,9.60815,-54.4701
175,24185,0.125653,3.63409,-5.81924,0,12.2689,9.13243,-50.3601
176,43238,0.354178,3.73882,-5.73333,0,6.73052,3.78665,-34.7137
177,37858,0.300778,2.7529,-6.32486,0,15.192,9.99151,-57.1771
178,41103,0.308951,2.84196,-6.18266,0,15.5209,10.1629,-52.8695
179,20409,0.327466,2.9849,-6.3849,0,16.104,8.62205,-55.8055
180,44991,0.429015,2.84681,-6.25684,0,14.9881,9.8641,-54.8164
181,22387,0.340479,2.93643,-5.95069,0,15.6468,10.5164,-52.7063
182,14307,0.33298,2.75212,-6.05342,0,16.9337,11.6346,-53.0486
183,42412,0.287487,2.71402,-5.93082,0,16.1123,10.7561,-51.2362
184,31172,0.106648,2.44657,-6.04768,0,20.2219,12.1618,-51.5193
185,32084,-0.0248696,2.56484,-6.1722,0,19.1275,10.6396,-46.0346
186,25801,0.396474,3.31929,-6.71766,0,13.5657,4.23955,-57.6067
187,30445,0.431535,3.41755,-6.62688,0,13.6665,4.10374,-57.3515
188,5631,-0.127151,2.85241,-6.77179,0,0,0,0
189,5553,-0.152637,2.81,-6.60667,0,0,0,0
190,16319,0.770629,3.4499,-6.10332,0,14.5014,7.10742,-55.2701
191,37805,0.621383,3.49475,-6.15301,0,13.8688,5.2632,-55.6333
192,31735,0.594985,3.4829,-5.98384,0,14.6779,6.33392,-56.2898
193,39256,0.629786,3.35328,-5.9787,0,12.4997,6.18747,-52.0924
194,5589,-0.058627,3.73106,-6.26621,0,0,0,0
195,5529,-0.179796,3.62086,-6.24835,0,0,0,0
196,5528,-0.0799298,3.72192,-6.12043,0,0,0,0
197,22042,0.0126663,3.58173,-6.15159,0,13.5363,7.50295,-59.5061
198,21458,0.0728371,3.5964,-5.36715,0,12.6064,9.74702,-48.0432
199,40655,0.217381,3.59821,-5.3798,0,14.5296,9.52831,-52.8487
200,29763,0.845685,3.12529,-6.49535,0,12.2312,7.21543,-59.2796
201,35364,0.770333,3.21351,-6.39612,0,12.8143,5.273,-54.2801
202,25854,0.828663,2.99828,-6.37948,0,12.917,8.47896,-57.3445
203,41179,0.719457,3.08326,-6.40002,0,13.0299,6.6708,-54.0367
204,22471,0.0936172,3.05661,-5.46135,0,14.2161,12.0457,-48.5939
205,30511,-0.10629,2.97152,-5.45063,0,14.3377,12.6692,-47.5564
206,29462,0.00958716,2.87227,-5.54901,0,15.1517,12.3307,-48.4446
207,41499,0.0234166,2.94621,-5.43981,0,14.7393,12.5953,-48.8456
208,25521,0.764068,2.62696,-6.02989,0,16.3153,10.8689,-57.222
209,30305,0.678273,2.67297,-5.91551,0,17.9426,11.8087,-57.992
210,18538,0.613467,2.65714,-6.04247,0,16.0883,11.2569,-56.0874
211,40424,0.723985,2.79663,-6.01816,0,17.364,11.1681,-57.7922
212,19484,0.899015,2.63924,-5.95648,0,15.2396,9.14168,-55.4072
213,23268,0.798281,2.7188,-5.85173,0,19.1216,12.5454,-60.6497
214,41198,0.829238,2.51461,-5.92011,0,12.5901,7.0435,-46.344
215,5511,0.0420357,3.77895,-6.00974,0,0,0,0
216,25589,-0.0999306,3.09654,-5.78671,0,17.0737,12.7479,-53.0759
217,38240,0.0986385,3.1829,-5.83298,0,14.7467,10.4363,-49.835
218,28960,-0.0362158,3.24546,-5.90218,0,16.6651,11.6269,-55.5085
219,46217,0.0296024,3.11396,-5.92898,0,15.0168,10.9233,-51.628
220,22003,0.631157,3.34395,-5.5612,0,15.173,11.6915,-55.8692
221,16992,-0.223231,2.80491,-5.64249,0,16.703,16.565,-53.669
222,24710,-0.312293,2.8399,-5.7653,0,20.0846,16.406,-54.7593
223,18115,-0.133365,3.01039,-5.64501,0,15.9125,13.5385,-50.865
224,32435,-0.267702,3.01736,-5.60687,0,16.468,14.9219,-53.2629
225,5406,-0.135034,3.67576,-5.57323,0,0,0,0
226,30193,0.739726,3.17936,-6.25051,0,12.9076,6.32903,-51.4563
227,38611,0.80835,3.30122,-6.28754,0,11.9948,6.0855,-59.5223
228,35805,0.651866,3.3446,-6.2103,0,12.5424,6.18363,-52.185
229,41693,0.634467,3.38628,-6.34433,0,11.9415,4.97817,-52.732
230,26071,0.42595,2.67562,-6.48267,0,16.1473,10.3006,-61.7637
231,36178,0.365977,2.78658,-6.61805,0,18.0327,9.63317,-67.5142
232,14498,0.318784,2.76013,-6.47869,0,15.4654,10.0818,-60.0353
233,38910,0.24677,2.72237,-6.59042,0,18.7999,11.3854,-70.9949
234,19065,-0.327331,3.27245,-5.48751,0,14.0902,12.3751,-51.9863
235,21929,-0.191575,3.40612,-5.47713,0,14.2224,10.598,-51.8312
236,5368,-0.42715,3.43685,-5.45417,0,0,0,0
237,26491,0.283214,3.03941,-6.06539,0,16.0316,10.0312,-53.703
238,20330,0.402106,2.96776,-6.15355,0,14.8442,9.18929,-54.4509
239,27137,0.426709,3.03586,-6.02235,0,15.4596,9.39458,-54.2198
240,15741,0.797825,2.62083,-6.64392,0,13.1265,11.2286,-65.7288
241,16066,0.635206,2.62329,-6.58141,0,16.2968,11.042,-65.4958
242,14269,0.603479,2.73594,-6.71049,0,16.1287,9.06003,-62.6955
243,28715,0.659282,2.78284,-6.56568,0,15.4351,9.23387,-59.7813
244,20344,0.210079,3.42441,-6.62044,0,15.1266,5.95758,-60.3511
245,26577,0.0837482,3.41232,-6.45802,0,14.0967,8.49337,-57.0062
246,42645,0.239435,3.35502,-6.50308,0,14.4528,6.47188,-57.8005
247,5405,0.0890464,3.77188,-5.47777,0,0,0,0
248,19732,0.794388,3.13768,-6.03905,0,13.7957,8.43164,-52.2424
249,41779,0.686388,2.99833,-6.11082,0,13.1369,7.21027,-50.8671
250,17235,0.564682,2.46572,-6.465,0,11.5315,8.55534,-57.241
251,17307,0.580401,2.4735,-6.64162,0,9.31017,9.13814,-53.4562
252,15020,0.467228,2.5786,-6.56942,0,17.1083,10.2056,-63.817
253,31323,0.432583,2.44313,-6.52482,0,9.54112,7.07891,-49.4312
254,19171,-0.032538,2.44696,-5.82645,0,21.5547,14.8778,-54.7605
255,44716,-0.00631549,2.59988,-5.74411,0,18.4016,16.2686,-57.3988
256,16866,-0.371064,2.95204,-5.67469,0,19.0441,15.8528,-52.3392
257,29154,-0.387822,3.07328,-5.78791,0,16.5984,11.13,-49.9782
258,45460,-0.0479973,3.1472,-6.11749,0,17.0747,12.3903,-57.1038
259,41715,0.226119,2.70421,-5.61507,0,15.8034,12.2106,-49.5926
260,42403,0.374995,2.57792,-5.54422,0,15.6757,13.7016,-53.6179
261,44963,0.224268,2.53895,-5.51242,0,15.2143,13.7279,-51.2684
262,36108,0.161099,2.83667,-6.31483,0,16.1236,11.1042,-59.7978
263,42509,0.206832,2.92102,-6.22047,0,16.817,10.2917,-54.394
264,15734,0.710768,2.6008,-6.42603,0,14.2,10.4447,-61.1525
265,26755,0.711535,2.4841,-6.54099,0,9.5453,7.98341,-57.1114
266,32448,0.163764,2.97302,-5.83688,0,15.6888,10.6373,-51.1896
267,21064,0.106848,2.71878,-5.70811,0,16.294,12.7706,-50.2744
268,30874,0.0825455,2.73798,-5.84293,0,16.6249,13.8294,-52.7938
269,26508,0.473495,2.81525,-6.12658,0,15.7021,9.65289,-53.6131
270,27652,0.590933,2.72666,-6.18142,0,14.7454,9.53444,-54.8493
271,47221,0.369639,2.50375,-5.7379,0,17.3551,13.5168,-58.2053
272,27375,0.481617,3.16372,-5.6037,0,14.9922,9.01858,-46.129
273,16696,0.762425,3.64065,-6.34299,0,12.0112,1.96565,-61.8303
274,33526,0.65489,3.52755,-6.50038,0,14.5166,2.63264,-59.5105
275,14024,0.580025,3.51036,-6.38489,0,13.9324,4.71548,-57.9045
276,34106,0.768037,3.43184,-6.33492,0,13.1315,3.33078,-58.346
277,19350,0.457641,2.34726,-5.98915,0,11.1709,8.8521,-43.9411
278,5337,0.534781,2.19936,-5.84987,0,0,0,0
279,24374,0.57559,2.35465,-5.8771,0,13.8428,9.72714,-45.0546
280,17518,0.232291,3.09049,-5.85509,0,15.0601,10.0059,-51.1622
281,27839,0.347036,3.1358,-5.72209,0,15.4431,10.0598,-50.6362
282,45832,0.418519,3.20076,-5.81691,0,15.0821,8.41904,-50.5822
283,5416,0.634976,2.28201,-6.23228,0,0,0,0
284,14872,0.548865,2.41968,-6.11352,0,14.4218,12.6145,-55.1424
285,5432,0.471995,2.27739,-6.257,0,0,0,0
286,33976,0.230232,3.39992,-5.55571,0,14.6068,8.62816,-49.7712
287,26118,0.324867,3.49802,-5.39091,0,16.7279,11.515,-56.3184
288,5395,0.443266,2.2485,-6.10938,0,0,0,0
289,5377,0.561843,2.23773,-6.02868,0,0,0,0
290,21690,0.20482,3.24832,-5.72651,0,14.1764,9.84294,-48.7736
291,18995,-0.125279,3.44254,-5.95918,0,14.434,10.7562,-56.8254
292,5471,-0.261244,3.57735,-5.90445,0,0,0,0
293,18151,0.381517,2.57994,-6.36393,0,18.5644,11.9931,-63.7287
294,17813,0.275344,2.59078,-6.55934,0,16.9217,10.9526,-65.9537
295,26462,-0.0302858,3.39586,-5.47702,0,14.9187,11.6496,-52.8463
296,16606,0.133871,3.31666,-5.49758,0,13.8829,9.93964,-48.2819
297,36047,0.0621948,3.43964,-5.58544,0,15.5734,11.3064,-51.8577
298,14647,-0.196787,2.60235,-5.69547,0,19.3289,17.3721,-57.4418
299,14060,0.334188,3.59224,-5.48987,0,16.4,9.7934,-57.2645
300,24757,-0.0243622,2.70412,-6.28456,0,20.4829,15.5309,-60.8416
301,37928,-0.114498,2.8262,-6.32019,0,15.7,10.1414,-53.5613
302,5495,-0.0985887,2.62707,-6.42585,0,0,0,0
303,42986,-0.0257003,2.76262,-6.45905,0,17.0504,10.2971,-52.7684
304,25506,0.486345,2.81717,-5.52819,0,15.5494,12.0439,-50.4283
305,26639,0.504909,2.97285,-5.65508,0,15.0979,10.4987,-50.7699
306,13714,0.63262,2.85066,-5.60238,0,15.5556,9.96734,-48.3003
307,34165,0.55987,2.95481,-5.50887,0,14.645,11.1281,-49.5808
308,18675,0.539083,2.63245,-6.41957,0,18.8877,12.2186,-67.1419
309,42528,0.955329,2.9188,-6.35852,0,13.7937,11.7305,-63.0465
310,39603,0.73459,2.89806,-6.34183,0,13.5265,8.36784,-56.6921
311,43169,0.889144,3.00574,-6.26168,0,13.6165,9.29008,-58.801
312,21689,-0.455873,3.07473,-5.62358,0,13.3428,11.5115,-42.4765
313,24247,-0.354016,3.09906,-5.46974,0,15.2973,15.2442,-52.4401
314,5302,0.732662,2.27599,-5.62236,0,0,0,0
315,14263,0.739083,2.44571,-5.52875,0,13.001,5.89433,-36.2468
316,5279,0.76248,2.30822,-5.46316,0,0,0,0
317,19638,0.605255,2.37369,-5.4509,0,14.2546,12.7386,-44.7213
318,24150,-0.0600099,3.55449,-5.46849,0,11.6518,8.43596,-47.6725
319,16092,0.26134,2.26271,-5.46115,0,19.2544,18.0219,-55.5977
320,20788,0.133414,2.28403,-5.52942,0,18.1908,17.8483,-54.7403
321,5300,0.21582,2.13837,-5.65086,0,0,0,0
322,23173,0.131495,3.27588,-6.46386,0,15.1308,8.45758,-58.8489
323,42646,0.199238,3.3337,-6.36222,0,15.5128,7.39387,-57.7457
324,17332,0.307176,2.52807,-6.16056,0,19.455,11.9353,-59.7412
325,42362,0.338363,2.46116,-6.28811,0,17.7162,12.4132,-60.9972
326,28673,0.391658,2.39818,-6.12463,0,15.0069,11.601,-53.7919
327,45727,0.429759,2.49932,-6.20063,0,18.1148,12.0011,-60.0293
328,14336,0.450174,2.50016,-5.95779,0,21.583,14.2065,-64.076
329,36585,0.35575,2.40641,-5.91251,0,21.9717,15.0413,-63.3856
330,33653,0.285524,2.58063,-5.90337,0,16.3788,13.0189,-56.2674
331,45389,0.416864,2.58819,-5.85294,0,16.6177,11.3027,-55.6044
332,30162,0.775777,2.96438,-6.20665,0,13.7714,7.88375,-54.1571
333,31979,0.639269,3.00164,-6.31954,0,13.7037,7.26246,-54.5887
334,41086,0.771842,3.08825,-6.15986,0,12.9801,6.91799,-51.8427
335,5369,-0.450692,3.38863,-5.5844,0,0,0,0
336,5389,-0.367493,3.49765,-5.52632,0,0,0,0
337,5476,0.512599,2.33138,-6.57627,0,0,0,0
338,5518,0.699314,2.35029,-6.64844,0,0,0,0
339,5477,0.676436,2.32797,-6.50595,0,0,0,0
340,5374,0.121647,2.23693,-5.92453,0,0,0,0
341,17243,0.223776,2.44625,-5.93989,0,22.3564,15.8427,-62.8795
342,5414,0.157978,2.28569,-6.09601,0,0,0,0
343,45095,0.279052,2.37526,-6.04609,0,16.2143,9.24244,-49.5268
344,25460,0.886342,2.5341,-6.07376,0,10.4602,5.59283,-42.3266
345,21091,0.483472,2.44615,-6.309,0,14.9488,10.0754,-58.8643
346,18170,0.572871,2.58856,-6.25388,0,18.9816,12.2773,-63.9546
347,36027,0.684365,3.5057,-5.83258,0,15.6821,8.16054,-56.2394
348,22486,0.671025,3.33022,-5.85298,0,13.6747,8.70877,-53.9401
349,46210,0.737217,3.50815,-5.96794,0,15.7212,7.07883,-55.6047
350,45427,0.163978,2.99352,-5.98162,0,16.899,11.0242,-53.0309
351,28147,0.123063,2.72844,-6.65171,0,13.1956,6.88025,-54.6531
352,47307,0.141113,2.63181,-6.51691,0,14.3068,8.3951,-49.1928
353,18216,0.41511,2.48842,-6.67529,0,8.9832,10.0198,-52.1713
354,22040,0.570895,2.58138,-6.77207,0,14.386,12.3159,-72.0833
355,5394,0.0120406,2.32062,-6.0248,0,0,0,0
356,5498,0.236779,2.40216,-6.55736,0,0,0,0
357,5496,0.101069,2.46354,-6.47852,0,0,0,0
358,5535,0.148959,2.49401,-6.66764,0,0,0,0
359,5627,0.0137218,3.77,-6.34903,0,0,0,0
360,5590,-0.109296,3.67123,-6.41172,0,0,0,0
361,18691,0.045565,3.60201,-6.31803,0,12.66,4.0428,-58.8153
362,5338,0.780872,2.30067,-5.79948,0,0,0,0
363,33324,0.742564,2.40374,-5.65378,0,11.2076,3.83332,-31.4696
364,36053,0.776127,2.44268,-5.80294,0,10.7883,5.29348,-36.7308
365,32927,-0.13769,3.08225,-6.50112,0,16.7075,7.50419,-61.1432
