vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
366,36934,-0.0262561,3.03612,-6.44265,0,20.6343,13.6852,-69.6341
367,25060,0.462832,2.68824,-6.67546,0,16.955,8.39788,-63.6138
368,27048,0.426849,2.74939,-6.82254,0,15.4714,7.87982,-65.0117
369,38686,0.46308,2.82836,-6.71143,0,15.3275,8.50766,-63.5842
370,16510,0.48408,3.66689,-5.99183,0,15.162,6.89333,-56.3327
371,40833,0.385459,3.75595,-5.95918,0,9.76753,3.57779,-39.8298
372,24733,0.463207,3.7573,-6.14034,0,8.98137,2.64369,-46.0941
373,42854,0.590317,3.7522,-6.05807,0,8.18857,2.59915,-40.0306
374,33844,0.184787,3.13755,-5.99554,0,14.4485,9.6571,-51.2927
375,19158,0.498418,2.76902,-6.55098,0,14.6104,10.1207,-62.0781
376,44278,0.643923,2.72315,-6.43986,0,15.7533,10.44,-60.06
377,16227,0.508051,3.08576,-5.9068,0,15.2114,8.85554,-51.9456
378,42968,0.537306,3.04332,-5.77427,0,15.0905,9.43899,-50.3294
379,22246,0.238087,2.75497,-6.75473,0,15.8238,11.5531,-69.6399
380,26061,0.144522,2.75729,-6.8626,0,10.5192,6.30325,-48.7687
381,24693,0.0811416,2.83965,-6.75379,0,13.9406,6.5906,-57.5827
382,14303,-0.0391961,3.37023,-6.40126,0,16.089,10.3521,-62.8948
383,20729,-0.157495,3.44715,-6.42593,0,7.95099,1.79486,-43.2541
384,16294,-0.156508,3.25574,-6.46797,0,16.2959,6.16943,-60.6812
385,17991,0.444046,3.55155,-6.59507,0,14.1162,5.31271,-57.7947
386,14904,0.420149,3.66496,-6.47094,0,12.4152,3.39998,-57.4501
387,31666,0.473882,3.54083,-6.46336,0,14.7826,3.76016,-58.6114
388,25316,0.258869,3.46067,-5.86377,0,15.1856,7.64292,-53.4858
389,5445,0.301656,3.83288,-5.55099,0,0,0,0
390,5469,0.367768,3.84867,-5.64239,0,0,0,0
391,5487,0.251181,3.83637,-5.71345,0,0,0,0
392,44916,-0.206479,3.291,-5.55327,0,15.3959,12.1019,-53.4376
393,28835,0.0604741,2.9477,-6.35441,0,18.0156,13.283,-63.9261
394,45613,0.0870407,2.45819,-5.64526,0,18.8244,17.7287,-59.4853
395,40578,-0.0874608,2.85538,-5.65607,0,16.5947,13.7642,-50.1465
396,15948,0.0362575,3.54386,-6.48151,0,14.6182,5.37944,-65.2867
397,26650,-0.0801205,3.52185,-6.30102,0,10.9062,4.74052,-51.4197
398,14289,0.934362,2.78274,-6.42056,0,14.4591,10.8288,-60.9138
399,37909,0.924397,2.67413,-6.51082,0,8.55695,10.312,-67.4656
400,30790,0.868322,2.77806,-6.5889,0,14.1301,11.4962,-65.2667
401,40074,0.767496,2.69755,-6.52696,0,16.6284,10.2022,-61.106
402,22079,0.458713,3.45601,-5.46924,0,16.0251,11.5535,-53.5737
403,18456,0.575043,3.57084,-5.55739,0,16.6348,7.8412,-52.2823
404,37600,0.449848,3.58897,-5.68577,0,17.9159,8.38318,-65.6559
405,23330,0.413663,2.6765,-6.20566,0,17.7389,11.4486,-60.4032
406,27825,0.36051,2.60074,-6.03444,0,18.24,13.4314,-60.6843
407,5354,0.396048,2.21177,-5.94157,0,0,0,0
408,41263,0.0493388,3.49265,-5.88658,0,15.2665,9.03471,-54.5456
409,40696,0.0446201,3.64235,-5.92865,0,9.90383,4.96022,-45.97
410,17662,0.104956,3.08351,-6.39743,0,15.8673,10.0655,-56.5859
411,30196,0.193985,2.99056,-6.33994,0,15.9275,9.07176,-55.3273
412,5448,-0.329886,3.5127,-5.80173,0,0,0,0
413,24148,0.813599,2.51986,-5.68963,0,13.6981,7.01025,-43.3493
414,28935,0.727009,2.67825,-5.53573,0,19.6241,15.1668,-62.7722
415,6936,0.157775,3.80248,-5.58068,0,0,0,0
416,5537,0.452545,2.36194,-6.74354,0,0,0,0
417,24052,0.468193,2.51036,-6.87223,0,8.11286,6.40681,-47.0115
418,31895,0.460938,2.97737,-6.30017,0,14.4816,9.11805,-55.7594
419,20911,0.366998,2.7129,-5.58212,0,15.3189,12.3947,-50.5181
420,19389,0.900335,2.59533,-6.39468,0,9.43309,7.60452,-56.9338
421,5461,0.99662,2.44259,-6.32873,0,0,0,0
422,23825,0.0309565,2.99143,-5.80769,0,15.8711,11.3294,-50.5582
423,26852,0.591871,3.09244,-6.109,0,14.4837,7.87079,-53.1761
424,38773,0.367838,2.86225,-5.45802,0,15.2942,12.0935,-49.8824
425,41274,0.318038,2.86401,-5.61172,0,15.7619,11.976,-51.0018
426,33927,0.357803,3.13464,-5.43265,0,15.0635,10.8499,-49.8342
427,45819,0.231628,3.09555,-5.48716,0,14.3485,11.1078,-48.0058
428,28128,0.292588,3.21977,-5.55513,0,14.1015,9.55246,-48.9371
429,46928,0.265534,3.23696,-5.42059,0,14.4299,9.95354,-47.2744
430,23271,0.484051,3.36568,-6.38683,0,13.0791,4.86126,-53.9957
431,20449,0.160766,2.90103,-6.45459,0,16.8208,11.543,-64.7224
432,27719,0.644836,3.77539,-6.41313,0,6.00721,-0.587057,-41.0802
433,27726,0.640366,3.59405,-6.28726,0,15.0259,4.22139,-61.1553
434,22127,0.552379,3.69889,-6.32524,0,13.1605,4.23245,-61.5238
435,31674,0.683243,3.74455,-6.27369,0,9.38596,1.72225,-44.0988
436,38274,0.938901,3.06776,-6.41592,0,12.5993,9.89413,-60.6323
437,39151,0.759131,2.99712,-6.50922,0,13.3294,7.49698,-56.8649
438,26902,0.0828429,3.30477,-5.6455,0,14.5061,10.7976,-48.9028
439,37612,0.387481,3.46761,-5.65292,0,14.7939,10.3259,-52.4836
440,33328,0.449327,3.7227,-5.83919,0,10.9947,6.82645,-42.7165
441,5509,0.427463,3.87404,-5.9043,0,0,0,0
442,16576,0.323995,3.71138,-6.07302,0,10.9634,4.57869,-49.6909
443,15942,0.412207,3.61964,-6.20719,0,14.2711,6.03213,-59.3129
444,29025,0.392866,3.58394,-6.06805,0,15.7866,6.49027,-61.3087
445,25759,0.599431,2.78977,-6.32492,0,13.3663,8.194,-54.3376
446,45775,0.713381,2.39518,-5.92099,0,11.1117,8.09502,-38.6599
447,30966,0.390662,3.01721,-5.82125,0,15.4754,10.7458,-52.3526
448,33090,0.497712,3.50769,-6.25928,0,13.9762,4.25852,-57.6529
449,37591,0.498517,3.41733,-6.07774,0,12.6848,6.12232,-52.0213
450,35179,0.624353,3.10954,-6.23925,0,13.6845,6.71817,-53.8175
451,46173,0.683724,3.21581,-6.11195,0,13.5133,7.37456,-50.8575
452,42144,0.0514454,3.45417,-6.31982,0,13.9611,9.15088,-56.5554
453,19022,0.388895,3.50891,-6.36281,0,14.9727,5.4585,-58.5445
454,31841,0.404163,3.74753,-6.29974,0,11.2887,2.82221,-52.3882
455,5490,-0.291071,3.52489,-6.03257,0,0,0,0
456,5492,-0.341671,3.44329,-6.08825,0,0,0,0
457,5449,-0.35885,3.45096,-5.94267,0,0,0,0
458,19450,-0.245225,3.35976,-5.95129,0,13.6398,10.3255,-50.6276
459,15056,-0.253416,3.00454,-5.83437,0,18.7012,16.0089,-57.2777
460,14826,0.693636,2.53867,-5.8676,0,19.2251,11.9788,-57.9527
461,20582,-0.0867359,2.74854,-5.9891,0,19.5009,16.2849,-58.9076
462,22746,-0.197801,2.68959,-6.06694,0,19.3926,12.0802,-44.9898
463,17081,-0.12786,2.90625,-6.12791,0,24.0763,17.5286,-66.7715
464,36475,-0.245456,2.83191,-6.04619,0,18.1752,15.5598,-49.4424
465,43513,0.525613,3.03191,-6.43375,0,15.0916,8.27293,-58.6347
466,42428,0.1947,2.47938,-6.28423,0,17.3014,9.39116,-52.4081
467,32919,0.14387,3.44928,-5.77089,0,16.1603,9.03758,-56.1193
468,43417,0.169542,3.32786,-5.83696,0,14.3968,9.02633,-50.696
469,26826,0.307671,2.89674,-6.70058,0,16.6318,9.35299,-65.9417
470,31082,0.204584,2.8934,-6.79755,0,16.6471,10.1843,-71.5245
471,20210,0.173493,2.94907,-6.64748,0,16.9699,11.1482,-67.6599
472,45394,0.246567,2.85443,-6.59141,0,19.2613,11.4158,-69.7561
473,5355,0.696379,2.25432,-5.92031,0,0,0,0
474,5489,-0.196408,3.62881,-6.04578,0,0,0,0
475,21388,-0.155481,3.49746,-6.08908,0,11.0758,7.14119,-43.2625
476,5670,-0.0958158,3.65858,-6.58956,0,0,0,0
477,5628,-0.19832,3.55046,-6.51639,0,0,0,0
478,18258,-0.3248,2.89469,-5.9105,0,16.8813,13.611,-46.2816
479,31996,-0.100949,3.46622,-6.59411,0,9.61972,2.31971,-48.2958
480,5459,0.576589,2.30272,-6.38481,0,0,0,0
481,5458,0.404505,2.30187,-6.37906,0,0,0,0
482,44571,0.470065,2.39135,-5.45503,0,19.3795,15.774,-58.9429
483,23550,0.759317,2.78944,-5.62165,0,18.7453,13.7995,-61.0144
484,21187,0.559327,2.69558,-5.61714,0,16.24,11.0716,-51.2436
485,20703,0.0363041,3.4048,-6.59144,0,15.3794,8.98578,-62.8329
486,22783,0.0328556,3.31221,-6.69457,0,16.0885,9.40323,-67.3096
487,17291,-0.100024,3.35162,-6.69149,0,12.8627,0.704759,-57.3072
488,17602,0.644646,2.74109,-5.79386,0,16.6337,11.4492,-55.0136
489,32253,0.510333,2.69325,-5.84429,0,15.3355,10.9284,-53.7012
490,29312,0.483016,3.04293,-6.58562,0,14.777,7.86041,-59.9424
491,30780,0.649338,3.03605,-6.59921,0,14.672,6.16523,-56.6844
492,18853,0.618404,2.91057,-6.47458,0,13.0137,7.12759,-55.3979
493,43004,0.64659,2.54183,-6.13444,0,19.0309,12.3123,-62.5053
494,35941,0.454021,2.73763,-6.34284,0,16.321,9.35642,-59.1571
495,22548,0.457098,2.87688,-6.42239,0,14.9855,8.30091,-55.9574
496,18549,0.994755,2.90456,-6.55099,0,15.3257,10.523,-63.4685
497,33724,0.777321,2.85609,-6.47115,0,14.0041,9.15272,-59.5951
498,14858,0.871022,2.85777,-5.90508,0,17.9592,12.7955,-60.7619
499,24892,0.964086,2.84722,-6.01737,0,15.8998,10.5814,-57.5402
500,30180,-0.0625429,2.71375,-5.63406,0,16.5662,14.461,-49.8926
501,23983,0.63622,3.66451,-6.51189,0,13.5295,1.49454,-68.2059
502,21848,0.379086,2.92726,-6.56818,0,12.6692,6.88166,-54.4163
503,28150,0.292608,2.89095,-6.47315,0,13.1078,8.71014,-56.4123
504,5555,0.222967,2.48891,-6.84506,0,0,0,0
505,5536,0.297029,2.41164,-6.72238,0,0,0,0
506,26444,0.278086,2.55819,-6.70455,0,9.34352,9.68299,-53.0984
507,29667,0.444942,2.73268,-5.71375,0,15.8598,11.2928,-50.7821
508,38423,-0.172723,3.08176,-5.51788,0,16.63,13.8366,-52.4528
509,27528,0.562092,3.6457,-6.18058,0,13.6523,5.20443,-60.0307
510,27141,0.694001,3.65016,-6.10037,0,12.1393,4.32073,-58.0137
511,42478,0.792159,3.70128,-6.19132,0,9.54593,1.20656,-40.0318
512,5353,0.263577,2.19978,-5.88222,0,0,0,0
513,42999,0.248164,2.3426,-5.81506,0,19.7581,14.5332,-53.4159
514,5352,-0.159978,2.29506,-5.79591,0,0,0,0
515,5335,-0.00242337,2.21032,-5.75329,0,0,0,0
516,5315,-0.156498,2.22333,-5.64931,0,0,0,0
517,14611,-0.0307763,2.41024,-5.65172,0,22.2897,17.015,-59.245
518,20902,0.595347,2.73526,-5.43107,0,16.6734,11.874,-52.3396
519,30640,0.478742,2.67729,-5.50075,0,15.4977,13.0399,-51.1867
520,15007,0.499323,3.15111,-6.69795,0,15.0477,6.66921,-60.4698
521,31324,0.535239,3.29432,-6.65908,0,13.2695,5.10048,-56.7975
522,5516,0.0112887,2.56732,-6.53899,0,0,0,0
523,5497,-0.0144437,2.52527,-6.40236,0,0,0,0
524,17394,0.109518,2.71733,-6.39712,0,23.5933,15.6971,-70.409
525,25184,-0.183955,3.31677,-6.2897,0,16.2799,7.6729,-56.3785
526,42242,-0.0592313,3.34603,-6.27634,0,16.9587,11.229,-62.6234
527,17844,-0.24744,2.99017,-6.18186,0,17.6041,12.7057,-48.1743
528,5517,0.358186,2.35825,-6.62216,0,0,0,0
529,29237,0.139681,3.63304,-6.02602,0,12.1107,4.572,-55.3998
530,25623,-0.0837104,3.39516,-5.83732,0,14.7008,11.2209,-54.3827
531,5457,0.205528,2.35708,-6.36111,0,0,0,0
532,18417,0.291046,2.46964,-6.42742,0,16.0096,8.16231,-50.0456
533,26130,0.594257,3.45402,-5.48859,0,17.327,11.5321,-56.5373
534,22000,0.87404,3.58384,-6.19614,0,10.9219,4.73407,-57.0923
535,5376,0.276834,2.23714,-6.029,0,0,0,0
536,22295,0.14631,3.45831,-6.00329,0,16.1907,8.8035,-55.8343
537,39600,0.26286,3.18338,-6.22001,0,13.5869,7.35737,-52.7469
538,39639,0.0925208,3.21711,-6.33257,0,15.8625,9.23574,-58.0581
539,16233,0.401965,2.59401,-6.7789,0,14.7804,11.2234,-63.0876
540,30831,0.805415,2.71184,-6.38969,0,16.9111,10.9229,-61.7198
541,35085,0.471292,2.70288,-6.01366,0,14.8421,9.86316,-54.0127
542,40635,0.497368,2.57174,-6.1132,0,20.0841,12.9484,-63.8502
543,18522,0.77932,2.87717,-5.73154,0,17.4815,12.1999,-57.4476
544,15359,0.834619,2.69194,-5.69233,0,18.804,12.7893,-60.4388
545,26447,0.193561,2.89828,-6.0885,0,15.0876,10.0455,-52.23
546,46689,-0.0776967,2.61259,-6.03953,0,24.5584,16.2583,-56.5624
547,33286,0.178,3.29003,-6.02557,0,14.3943,8.51942,-52.2813
548,43980,0.688785,2.44401,-6.41253,0,8.40454,7.02894,-49.8848
549,24682,-0.0898243,3.27134,-6.06134,0,16.6664,12.0655,-57.9783
550,27005,-0.0291002,3.22854,-6.23299,0,17.7656,12.8439,-61.7247
551,33434,-0.267813,3.25774,-6.13413,0,13.9252,8.42956,-52.4142
552,21768,0.792347,3.52804,-6.51891,0,13.1045,3.7573,-61.6909
553,35819,0.0711779,2.57253,-5.59144,0,15.9006,15.289,-52.7792
554,39478,0.553141,3.09828,-5.49706,0,15.6604,9.63341,-46.4407
555,17457,-0.176658,3.12876,-6.17596,0,20.2323,14.1895,-67.1105
556,20437,-0.0654282,3.43268,-6.18125,0,14.9793,9.2159,-57.8876
557,5336,0.167537,2.1758,-5.76501,0,0,0,0
558,22131,0.317149,2.43857,-5.50424,0,18.3087,16.5211,-58.9633
559,16615,0.745567,2.47403,-6.03447,0,13.9029,8.39537,-52.9734
560,5475,0.337746,2.33578,-6.49287,0,0,0,0
561,17752,0.174783,3.57469,-6.20511,0,14.8161,5.7798,-57.0699
562,43863,0.118195,3.14354,-6.58571,0,14.9384,9.13365,-60.9677
563,46436,0.204762,3.03721,-6.49927,0,14.3267,7.8426,-55.8637
564,42765,0.0321116,3.28945,-5.3871,0,14.0578,11.1325,-49.0082
565,42915,0.134964,3.19136,-5.42198,0,13.9427,10.877,-47.1845
566,5591,-0.193574,3.58418,-6.37688,0,0,0,0
567,5456,0.190527,2.31265,-6.20884,0,0,0,0
568,5431,0.0831291,2.35701,-6.19142,0,0,0,0
569,5427,-0.452881,3.29002,-5.92056,0,0,0,0
570,20677,0.408152,2.99507,-5.49964,0,15.1875,11.3949,-50.4422
571,33761,0.399108,3.05515,-5.62328,0,15.2434,10.5607,-51.0793
572,5501,1.03797,2.47879,-6.46119,0,0,0,0
573,5500,0.901312,2.39111,-6.41678,0,0,0,0
574,26694,0.868891,2.54593,-6.5338,0,7.73752,7.60517,-54.362
575,20742,0.677597,3.16357,-6.50663,0,14.0398,5.84922,-56.0253
576,44015,0.805534,3.24314,-6.55322,0,13.5931,5.89452,-57.8714
577,44560,0.744331,3.34489,-6.44572,0,12.8803,3.88919,-56.5714
578,39867,0.392292,3.6671,-5.37843,0,12.7883,7.68643,-45.4891
579,37345,0.599364,2.50953,-5.99802,0,20.6997,12.9047,-60.3422
580,19704,0.552078,2.92809,-6.66641,0,12.7852,7.54953,-57.1616
581,42077,0.506746,2.901,-6.54503,0,12.6619,7.85364,-56.186
582,37386,0.250722,3.53483,-6.08091,0,15.9771,7.43694,-57.5831
583,14123,0.853674,3.00759,-6.62157,0,12.8169,9.13235,-60.6845
584,36916,0.638536,3.70693,-5.9118,0,9.37275,3.41134,-40.6157
585,5508,0.577071,3.87244,-5.93816,0,0,0,0
586,40450,-0.0437932,3.57082,-6.00396,0,12.0552,7.21739,-51.6337
587,5512,-0.077061,3.72464,-5.98565,0,0,0,0
588,22867,-0.173472,2.44342,-5.72316,0,19.61,12.6486,-48.9999
589,26723,0.0462649,2.88014,-6.2221,0,19.9167,15.0841,-62.6858
590,30668,-0.0578199,2.79327,-6.17877,0,26.2601,18.0984,-71.083
591,44073,0.465507,3.16488,-6.08335,0,14.5864,8.11601,-53.7245
592,17305,-0.326579,2.685,-5.77187,0,19.53,12.8408,-44.9232
593,5472,-0.397827,3.34674,-6.06444,0,0,0,0
594,5386,0.107043,3.76897,-5.35401,0,0,0,0
595,5384,0.386719,3.81315,-5.38432,0,0,0,0
596,24482,0.470144,3.68489,-5.50099,0,12.715,3.72803,-42.6844
597,37248,0.796447,3.57448,-6.09545,0,13.5662,4.22264,-59.2343
598,13755,0.443089,3.27299,-5.44187,0,13.2029,11.2788,-48.1243
599,26189,0.617036,3.25354,-5.36297,0,15.3247,14.6777,-56.4864
600,29585,0.653361,3.20165,-5.50338,0,14.544,12.3972,-52.8279
601,23682,0.144906,2.63798,-5.91536,0,17.1931,13.7447,-55.6538
602,33400,0.302902,2.71435,-5.42742,0,15.2565,12.9025,-49.3358
603,5388,-0.263269,3.59253,-5.53782,0,0,0,0
604,13761,0.0189821,3.16862,-5.69036,0,14.8108,11.1562,-49.8505
605,23685,0.0359801,3.34914,-5.78855,0,14.7294,10.1005,-52.0622
606,5597,0.371484,2.40792,-6.88802,0,0,0,0
607,45551,0.0276955,2.58321,-6.29169,0,17.0092,10.0192,-42.7709
608,5596,0.116363,2.5635,-6.79799,0,0,0,0
609,5554,0.0401048,2.60292,-6.69539,0,0,0,0
610,5375,-0.0330602,2.27885,-5.88661,0,0,0,0
611,45774,0.022223,3.46037,-5.71293,0,15.9752,10.5146,-53.3312
612,5373,-0.141717,2.36221,-5.93949,0,0,0,0
613,18328,-0.340562,2.85169,-5.58163,0,16.4749,16.9416,-54.3553
614,15517,-0.279955,3.2201,-5.97561,0,18.043,13.029,-57.5831
615,21906,-0.217012,3.1107,-6.04091,0,22.7874,14.9156,-65.9868
616,18274,-0.331303,3.08473,-5.93496,0,18.0761,11.806,-51.8271
617,43689,-0.213745,3.16314,-5.85532,0,15.2808,14.0238,-52.7462
618,5549,0.556081,3.88768,-6.12049,0,0,0,0
619,34646,0.562829,2.98437,-6.19911,0,14.8695,8.3086,-54.0912
620,5765,-0.0734324,3.65402,-6.75604,0,0,0,0
621,5708,-0.169048,3.55097,-6.69802,0,0,0,0
622,19868,0.0481587,3.61009,-6.62138,0,8.13513,2.64766,-51.7867
623,5460,0.743406,2.32256,-6.38264,0,0,0,0
624,24746,0.0558292,3.35001,-6.09682,0,15.8473,9.81086,-55.5834
625,5538,0.593575,2.3607,-6.76879,0,0,0,0
626,19648,0.74208,2.48885,-6.70186,0,5.65134,9.77542,-53.2345
627,30254,0.405852,3.22083,-6.23225,0,14.3054,7.55192,-54.4747
628,45054,0.365102,3.07992,-6.25282,0,14.5117,8.57431,-55.2146
629,20682,0.244361,2.63849,-6.41301,0,22.5358,14.0091,-72.7726
630,45277,0.543772,3.26328,-6.15663,0,13.4611,6.15316,-51.2974
631,5499,0.821239,2.36237,-6.53238,0,0,0,0
632,33871,0.310058,3.74022,-6.41884,0,7.18704,2.22336,-42.8684
633,5387,-0.0282904,3.72136,-5.43982,0,0,0,0
634,5705,0.288118,3.86264,-6.48976,0,0,0,0
635,5626,0.165788,3.82737,-6.37113,0,0,0,0
636,23508,0.8803,3.30202,-6.45426,0,12.8342,7.73129,-59.8699
637,5366,-0.188241,3.63513,-5.38646,0,0,0,0
638,26677,-0.076627,3.55463,-5.30825,0,11.4691,9.14046,-43.8909
639,25498,0.555469,3.44841,-5.72539,0,14.5461,9.31729,-51.3278
640,32167,0.541817,3.62402,-5.374,0,14.3815,7.28237,-40.9007
641,5434,0.983076,2.4296,-6.19916,0,0,0,0
642,5417,0.906991,2.37887,-6.09493,0,0,0,0
643,5299,-0.0466074,2.16255,-5.59887,0,0,0,0
644,18838,0.46204,3.36879,-6.21462,0,12.7048,4.94478,-50.8851
645,15109,-0.280496,2.94019,-5.49097,0,17.049,16.1075,-54.3581
646,41588,-0.164601,2.84393,-5.50819,0,16.2333,14.0493,-49.71
647,5413,-0.084256,2.43658,-6.13781,0,0,0,0
648,33548,0.0709038,3.34652,-5.9354,0,15.7328,10.2594,-54.4369
649,38235,0.0898869,2.34993,-5.82133,0,16.6413,11.5034,-45.7703
650,17093,0.423568,3.54313,-5.30735,0,17.0498,10.8743,-54.0378
651,5447,0.0898856,3.78671,-5.71469,0,0,0,0
652,5488,-0.0135742,3.75064,-5.86957,0,0,0,0
653,38194,0.597626,3.59587,-5.8618,0,14.7434,6.31977,-56.4339
654,43325,0.607171,3.61495,-6.00432,0,15.5474,6.02085,-58.1715
655,5424,0.459034,3.83736,-5.56279,0,0,0,0
656,5468,0.453499,3.86214,-5.74885,0,0,0,0
657,32799,0.203998,2.43604,-6.14632,0,17.556,11.2012,-51.5492
658,5624,0.567995,3.89389,-6.28528,0,0,0,0
659,44212,0.502039,3.77839,-6.43488,0,9.13431,2.37667,-49.2652
660,37199,0.234881,2.90976,-5.42539,0,15.148,12.7268,-50.8377
661,44954,0.333827,2.97944,-5.70879,0,15.5164,11.232,-51.7582
662,25580,0.292875,3.37191,-5.4337,0,14.0961,9.77455,-49.1903
663,24467,0.272911,2.64097,-6.86305,0,12.0035,9.14835,-55.7101
664,22194,0.703959,3.08923,-5.41102,0,16.781,13.5548,-53.2626
665,23638,0.525419,3.04314,-5.36683,0,14.5278,10.8468,-46.4932
666,17074,0.666626,2.92957,-5.39621,0,16.7329,14.4444,-56.1309
667,5668,0.311824,3.86997,-6.33805,0,0,0,0
668,5667,0.421094,3.88877,-6.38866,0,0,0,0
669,42217,0.682868,2.3985,-6.12946,0,7.17841,7.22544,-38.5411
670,39373,0.610072,3.37594,-6.48327,0,12.7916,4.43883,-55.0334
671,46406,0.505375,3.30351,-6.52786,0,13.145,5.17475,-55.5635
672,32697,0.916429,2.59295,-5.79782,0,10.4107,5.14049,-41.9669
673,5408,-0.345399,3.51202,-5.64784,0,0,0,0
674,5430,-0.209856,2.57414,-6.15857,0,0,0,0
675,5415,0.306334,2.27786,-6.20764,0,0,0,0
676,15588,-0.0465608,3.39943,-5.31627,0,15.3562,12.654,-54.3821
677,29745,0.0909438,3.44629,-5.35901,0,15.6173,11.8126,-52.0879
678,5356,0.662026,2.23,-5.77572,0,0,0,0
679,24737,0.465268,3.40925,-5.33445,0,13.8142,11.544,-50.0307
680,15707,0.602474,3.44468,-5.35222,0,18.0149,10.4065,-55.7436
681,36824,0.643031,3.17314,-5.96654,0,14.0339,7.38562,-49.7631
682,5393,-0.247562,2.48595,-5.99687,0,0,0,0
683,18287,-0.103788,3.09907,-5.95582,0,16.2171,14.6327,-55.4624
684,45400,0.799056,2.89008,-6.59677,0,13.3385,9.38238,-60.9617
685,5343,-0.0378393,3.70554,-5.28035,0,0,0,0
686,40747,0.226214,3.10688,-5.34482,0,14.3655,11.4816,-46.8271
687,32375,0.724197,2.97445,-5.62357,0,17.0117,12.4427,-55.6291
688,31926,0.0491373,3.20643,-6.02799,0,15.384,9.78198,-53.6112
689,44063,0.211546,3.58158,-5.91701,0,14.0574,8.70368,-54.5349
690,42123,0.983254,2.92762,-6.21039,0,15.7114,11.0663,-61.7431
691,40447,0.0922562,3.19328,-6.73095,0,14.731,8.72893,-63.7855
692,31342,0.22406,3.18752,-6.69107,0,13.5412,6.98725,-59.022
693,14433,0.15146,3.58938,-6.73537,0,14.2956,3.67258,-67.5352
694,19913,-0.00708829,3.49251,-6.73925,0,12.8785,4.07662,-60.6173
695,14493,0.247548,3.63574,-5.24292,0,13.0776,7.5864,-43.8942
696,45091,0.141704,3.30074,-6.60362,0,15.0848,7.845,-59.957
697,38052,-0.211824,3.38794,-6.16614,0,13.0136,6.29256,-46.3763
698,5526,0.396821,3.87851,-6.042,0,0,0,0
699,46337,0.142672,2.77843,-6.51743,0,22.6686,14.0302,-73.2136
700,5519,0.956192,2.43691,-6.59106,0,0,0,0
701,16433,0.953216,2.59951,-6.64696,0,7.09164,9.21693,-54.4059
702,24027,0.520722,3.28348,-6.01437,0,13.392,6.63386,-48.8517
703,21203,0.313527,3.72768,-6.57484,0,9.84126,3.42635,-51.7983
704,37381,-0.41609,2.76913,-5.7159,0,14.4029,10.4414,-39.3924
705,26187,-0.181444,3.12488,-6.35228,0,17.7112,9.4287,-61.0668
706,5455,0.0303387,2.44183,-6.30836,0,0,0,0
707,17170,-0.269136,2.97973,-6.02286,0,18.5431,11.3187,-56.5924
708,34399,0.613076,3.64043,-5.74229,0,16.9792,6.61603,-51.2969
709,26127,0.720582,2.92956,-6.69521,0,13.3922,7.28215,-58.4075
710,46388,0.17609,3.33101,-5.36136,0,13.7589,10.1901,-48.4425
711,33673,0.831262,3.22277,-5.8691,0,15.5455,10.4658,-56.3767
712,37914,0.751886,3.30476,-6.00657,0,13.8612,9.20206,-55.6484
713,5548,0.695289,3.86132,-6.06299,0,0,0,0
714,5625,0.712231,3.86841,-6.19828,0,0,0,0
715,35563,0.364162,3.45794,-6.14416,0,14.9334,6.40257,-55.1243
716,5491,-0.27879,3.51678,-6.16135,0,0,0,0
717,5317,0.332406,2.16531,-5.75435,0,0,0,0
718,25099,0.957174,2.74973,-6.28522,0,12.7644,8.77925,-56.182
719,22306,0.144959,3.34104,-6.77087,0,14.5245,8.07889,-62.6269
720,30734,0.114765,3.00276,-6.8013,0,16.3853,8.78269,-69.3379
721,31634,0.92443,3.15948,-6.3175,0,12.7964,7.28313,-61.1798
722,33079,-0.185808,3.49006,-5.36602,0,9.9346,9.41799,-42.0565
723,35978,0.304019,3.33156,-5.27889,0,13.8192,10.7947,-48.5651
724,27102,0.454807,3.75138,-6.57993,0,10.9687,0.181572,-54.8671
725,43376,0.344257,3.33321,-5.61369,0,14.2268,8.72859,-48.8366
726,5540,0.871781,2.40483,-6.70161,0,0,0,0
727,5485,0.689346,3.82167,-5.78484,0,0,0,0
728,47275,0.712182,3.02191,-5.85721,0,14.7832,9.12269,-51.0616
729,5316,0.0855917,2.14432,-5.63141,0,0,0,0
730,41235,0.829108,3.53923,-6.30608,0,12.5194,3.85632,-60.2321
731,5396,0.761689,2.29571,-6.08608,0,0,0,0
732,5378,0.83919,2.33657,-5.95044,0,0,0,0
733,22335,0.37686,3.09944,-5.27486,0,14.1467,11.5879,-48.0502
734,5277,0.330873,2.11746,-5.57847,0,0,0,0
735,5404,0.585341,3.76926,-5.41851,0,0,0,0
736,36488,-0.0862979,2.54812,-5.59421,0,17.568,17.1198,-56.6001
737,5278,0.632296,2.20885,-5.48629,0,0,0,0
738,5587,0.419265,3.88661,-6.22617,0,0,0,0
739,14054,0.227487,3.47112,-5.29843,0,15.5233,13.0425,-57.0121
740,41854,0.401279,3.65917,-5.23042,0,10.25,6.16429,-34.3233
741,5474,-0.268425,2.80353,-6.31066,0,0,0,0
742,5595,-0.0496755,2.72072,-6.73041,0,0,0,0
743,5301,0.530789,2.16297,-5.65964,0,0,0,0
744,17627,0.349093,2.55455,-5.40819,0,14.9389,14.5007,-52.9646
