vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
353,15981,0.495423,2.75547,-3.92066,0,8.7868,16.5261,-45.9818
354,17314,0.57442,2.53215,-3.8745,0,6.91982,16.2204,-41.6516
355,4998,0.684496,2.61817,-3.75813,0,0,0,0
356,27704,0.586574,2.6439,-3.98554,0,7.89116,15.1018,-39.9583
357,20883,0.00945552,2.50359,-3.51398,0,6.98707,18.385,-47.074
358,39520,-0.0504108,2.63973,-3.43507,0,6.67668,20.2222,-49.8009
359,29387,-0.182776,2.56148,-3.44078,0,6.20152,17.848,-46.6839
360,41428,-0.163886,2.54082,-3.5686,0,6.89981,17.5063,-45.9695
361,4548,-0.224349,2.44538,-1.40262,0,0,0,0
362,4569,-0.0673803,2.44902,-1.49553,0,0,0,0
363,19753,-0.693954,2.04279,-1.5797,0,-0.483946,18.7932,-56.9148
364,41474,-0.79461,2.03539,-1.48591,0,1.24919,17.7189,-53.5296
365,15241,-0.88848,2.05815,-1.58416,0,-0.346102,14.7012,-38.8486
366,42747,-0.753849,2.16837,-1.51353,0,0.345058,14.7951,-41.3494
367,39201,-0.68181,1.91087,-2.31397,0,1.54419,17.6651,-50.5752
368,19556,-0.715037,2.05324,-2.29443,0,1.29074,18.347,-52.8429
369,46376,-0.583026,1.94512,-2.40658,0,1.60061,16.8188,-48.6659
370,4463,0.492984,1.10514,-1.51283,0,0,0,0
371,16909,0.298662,1.13745,-1.48542,0,-4.33835,18.4507,-42.6732
372,4462,0.398325,1.06879,-1.64325,0,0,0,0
373,32616,0.403362,1.22176,-1.53155,0,-4.36391,15.7607,-31.6862
374,29084,0.464403,2.01778,-3.66554,0,7.56612,18.0262,-39.5896
375,35387,0.374268,1.8777,-3.60155,0,7.44979,19.0778,-43.2239
376,43021,0.438766,1.93165,-3.48913,0,5.70018,15.7985,-36.5083
377,4873,-0.0114213,1.46388,-3.67968,0,0,0,0
378,4910,-0.132013,1.46819,-3.78796,0,0,0,0
379,21289,-0.038687,1.63271,-3.71428,0,5.97684,14.2568,-43.3971
380,4710,-0.948615,2.48342,-2.41943,0,0,0,0
381,16536,-0.756529,2.38145,-2.47235,0,1.65818,20.6486,-55.9035
382,4709,-0.841085,2.57477,-2.39769,0,0,0,0
383,32596,-0.867208,2.43784,-2.55884,0,0.988658,11.5434,-31.6171
384,4465,0.512813,1.84095,-1.23433,0,0,0,0
385,30689,0.374201,1.77937,-1.1109,0,-2.20782,14.6116,-43.2052
386,4446,0.536381,1.77442,-1.11684,0,0,0,0
387,44834,0.437749,1.7073,-1.2304,0,-1.59497,15.0645,-40.835
388,23665,-0.0846545,2.2404,-2.59342,0,1.62151,18.0292,-51.151
389,38215,-0.137857,2.37553,-2.71322,0,2.59104,18.4678,-52.4945
390,14083,-0.278624,2.36017,-2.61869,0,1.50083,18.0211,-53.7942
391,42066,-0.216373,2.2378,-2.63558,0,2.30294,17.2486,-50.4278
392,29020,-0.813425,2.26355,-2.00701,0,0.306194,15.5361,-42.4169
393,18083,-0.819882,2.12599,-2.09024,0,1.1008,18.961,-56.8671
394,36379,-0.671941,2.1656,-2.0285,0,-0.586744,18.9961,-56.9664
395,35572,0.0504133,2.21838,-1.48362,0,-0.985674,12.7835,-36.5561
396,4529,0.2415,2.22062,-1.36973,0,0,0,0
397,4546,0.24875,2.26299,-1.5062,0,0,0,0
398,45708,0.169862,2.15108,-1.4938,0,-2.41349,14.5972,-39.3446
399,33190,-0.17741,2.58883,-2.79891,0,3.0891,21.2562,-59.0899
400,17849,-0.0774105,2.53225,-2.68549,0,2.42705,20.2232,-57.7527
401,40030,-0.0800494,2.41524,-2.85544,0,2.61557,19.5966,-52.7867
402,18222,0.116883,2.36235,-3.60086,0,7.19835,18.2145,-47.5472
403,36617,0.116642,2.25442,-3.50801,0,6.67542,17.7997,-48.4222
404,24816,0.0678158,2.34639,-3.41092,0,6.33423,18.3879,-48.6631
405,45475,0.126002,2.44795,-3.50408,0,7.10098,19.3689,-49.5708
406,20257,0.157358,1.67534,-1.47955,0,-0.702185,16.5698,-50.986
407,27813,0.333154,1.77547,-1.37981,0,-3.35133,18.8062,-54.206
408,18491,0.242567,1.87063,-1.39028,0,-3.06267,19.1101,-54.0275
409,39075,0.177375,1.81487,-1.50498,0,-3.06046,19.1229,-56.1599
410,4677,0.253272,1.30364,-2.57522,0,0,0,0
411,4639,0.205893,1.22156,-2.42027,0,0,0,0
412,4658,0.11645,1.18442,-2.54103,0,0,0,0
413,22498,0.179699,1.39633,-2.49355,0,2.68373,12.1658,-38.5901
414,4401,0.578735,1.65907,-1.01205,0,0,0,0
415,4422,0.526966,1.77142,-1.0207,0,0,0,0
416,18711,0.39984,1.6394,-1.08584,0,-2.72457,16.5103,-50.2543
417,36336,0.0282746,1.94575,-2.93896,0,3.53446,16.3857,-48.8795
418,38600,0.135336,2.02783,-2.87685,0,2.69815,19.6264,-54.9105
419,46201,0.119922,1.99008,-3.0287,0,3.90547,18.1486,-52.2826
420,4651,-0.980936,2.32849,-2.10324,0,0,0,0
421,23205,-0.915238,2.12705,-1.96634,0,0.817594,16.5158,-45.783
422,4627,-0.981824,2.25903,-1.91546,0,0,0,0
423,16296,-0.801065,2.59262,-4.19998,0,9.23236,14.1902,-41.1081
424,23585,-0.803044,2.72244,-4.1039,0,9.88602,12.6587,-39.971
425,39499,-0.729767,2.75089,-4.23746,0,12.4384,16.8798,-48.4662
426,27646,0.167506,1.60244,-2.34983,0,0.0808695,20.3991,-60.4225
427,32031,0.270194,1.49211,-2.28212,0,-0.0984858,17.2519,-52.9561
428,18418,0.345023,1.60971,-2.37085,0,-0.207265,16.1462,-53.3036
429,45078,0.297464,1.47293,-2.41385,0,1.59324,12.0688,-39.5688
430,21792,-0.627231,2.74478,-3.91203,0,9.13511,17.8061,-50.7286
431,14654,-0.654022,2.57406,-3.91637,0,7.6077,17.4169,-49.6848
432,41652,-0.482487,2.67508,-3.91506,0,8.48916,15.5224,-44.9456
433,26781,-0.491391,1.15667,-1.72407,0,-1.92512,17.4047,-49.3037
434,31842,-0.591779,1.23187,-1.5873,0,-1.30944,18.4399,-50.4494
435,26028,-0.712946,1.17992,-1.71791,0,0.0326267,19.5082,-53.1926
436,38028,-0.58652,1.26479,-1.72743,0,-0.919472,17.6996,-50.2918
437,4887,-1.08152,2.36216,-3.50634,0,0,0,0
438,35736,-0.955348,2.35361,-3.4091,0,2.81477,11.2793,-34.7291
439,4902,-1.05783,2.53582,-3.53175,0,0,0,0
440,41297,-0.954652,2.43144,-3.58538,0,3.8759,10.7977,-28.0202
441,25528,-0.0260875,1.4014,-2.25852,0,-0.121639,20.6476,-60.0664
442,30848,0.00639164,1.28311,-2.06138,0,-2.25784,23.7554,-63.6161
443,16738,0.071252,1.44992,-2.13459,0,-1.51675,21.6005,-60.6906
444,39245,0.101281,1.30655,-2.17928,0,-0.363463,18.1193,-51.0886
445,23980,0.42682,2.08652,-2.76533,0,1.87619,16.1486,-51.1313
446,26066,0.386925,2.26538,-2.69992,0,1.25711,13.124,-44.8208
447,4786,0.534008,2.209,-2.72514,0,0,0,0
448,30701,0.403375,2.15023,-2.63882,0,2.88627,15.5526,-48.0824
449,21837,-0.0815551,2.95294,-4.03239,0,8.9819,18.8409,-49.0353
450,21715,0.116705,2.94792,-3.94546,0,9.64735,20.7422,-49.8255
451,14101,0.0815154,3.0337,-4.12652,0,10.0093,19.997,-49.8531
452,19028,-0.481921,2.01755,-2.34303,0,1.29533,16.7141,-48.4625
453,41691,-0.514538,2.20336,-2.38583,0,1.12484,17.181,-49.4365
454,38945,-0.377485,2.15362,-2.34573,0,1.25293,16.8181,-48.1083
455,46756,-0.584597,2.19585,-2.26586,0,0.397659,17.541,-52.5028
456,4827,-0.924231,2.6678,-2.89884,0,0,0,0
457,16141,-0.157713,1.37322,-1.18583,0,-2.55902,16.1529,-47.5353
458,20946,-0.144792,1.27085,-1.29477,0,-2.10375,15.3084,-44.8682
459,18685,-0.0258912,1.31501,-1.37493,0,-2.20604,15.6213,-44.9357
460,27170,-0.107561,1.48163,-1.31091,0,-2.14289,16.812,-48.536
461,4630,-1.13532,1.69466,-2.34256,0,0,0,0
462,30409,-0.938593,1.77056,-2.20721,0,2.04037,20.0249,-53.3624
463,22468,-0.961122,1.6463,-2.33777,0,1.97759,18.1149,-48.142
464,38300,-1.01838,1.67279,-2.15849,0,0.0776985,14.1254,-42.0706
465,4924,-0.948067,2.77589,-3.42791,0,0,0,0
466,40272,-0.892033,2.57718,-3.32326,0,4.97984,14.8924,-39.3307
467,30915,-0.772264,2.69845,-3.3038,0,7.09212,17.4969,-42.3622
468,42799,-0.855699,2.67573,-3.47786,0,5.29059,15.7475,-36.9551
469,4436,-0.581706,0.81676,-1.7463,0,0,0,0
470,27447,-0.579523,1.06747,-1.80784,0,-0.934875,21.223,-52.3987
471,4458,-0.529243,0.874007,-1.91875,0,0,0,0
472,28072,-0.452164,0.945051,-1.70656,0,-0.837848,19.7585,-46.5407
473,4763,0.53127,2.17087,-2.6169,0,0,0,0
474,22563,0.227818,2.90287,-3.54749,0,9.76618,15.8237,-40.3986
475,35590,0.315451,2.75807,-3.37744,0,7.52902,13.9625,-35.2858
476,4939,0.324292,2.93505,-3.37339,0,0,0,0
477,41101,0.357779,2.7693,-3.52205,0,7.62416,14.557,-38.2013
478,13726,-0.36371,2.34933,-3.96812,0,7.47047,15.6599,-44.0341
479,29175,-0.565337,2.23115,-3.92847,0,6.9416,16.4406,-47.3759
480,5011,-0.328408,1.66624,-4.3097,0,0,0,0
481,4989,-0.169134,1.60062,-4.22363,0,0,0,0
482,4971,-0.377536,1.61189,-4.13661,0,0,0,0
483,19304,-0.25875,1.75737,-4.15926,0,8.93846,13.1669,-36.688
484,22460,-0.265339,3.06289,-3.46936,0,9.04523,16.4125,-34.1371
485,18580,0.241068,2.21232,-3.56293,0,7.47657,17.8997,-52.4058
486,20259,0.285771,2.39555,-3.60229,0,9.10235,19.5897,-52.685
487,36743,0.214767,2.39366,-3.42694,0,7.64583,19.8222,-53.581
488,19922,-0.363877,1.31914,-2.67088,0,3.38205,17.3933,-54.8703
489,37599,0.0443597,1.78605,-3.33175,0,4.64896,19.3605,-57.253
490,15696,0.127594,1.78811,-3.18131,0,4.65854,18.9845,-57.6767
491,41954,0.1269,1.66211,-3.20801,0,5.31298,18.7452,-53.777
492,18550,0.0699836,2.45122,-2.42362,0,4.1436,16.5079,-54.3638
493,47040,0.204516,2.42236,-2.45877,0,2.17017,15.4345,-43.1989
494,15043,-0.560809,2.17842,-1.62412,0,-2.45706,19.152,-55.247
495,42477,-0.501542,2.2166,-1.74043,0,-1.86653,18.4752,-54.9342
496,17669,0.0131925,1.68278,-2.39153,0,1.21831,16.863,-50.6705
497,28037,0.0137199,1.53017,-2.34428,0,0.428126,18.6262,-57.0298
498,25080,-0.117938,1.64099,-2.22347,0,0.602366,17.1494,-48.9924
499,32207,0.0661862,1.62744,-2.19336,0,-0.580551,17.7056,-52.3555
500,23981,-0.0717774,1.23293,-1.7784,0,-3.79571,19.7582,-51.2355
501,26946,-0.0107507,1.36163,-1.93548,0,-2.52681,19.0054,-53.1445
502,16847,0.0300875,1.15784,-1.98358,0,-1.26137,20.6538,-52.857
503,36680,0.0969422,1.25736,-1.87538,0,-4.009,25.3735,-61.7311
504,4562,0.234957,1.16993,-2.1533,0,0,0,0
505,18583,0.152155,1.30208,-2.0349,0,-0.437532,21.8752,-56.8035
506,23287,-0.458169,2.60419,-3.77293,0,7.20963,16.7655,-44.3428
507,38072,-0.109394,2.73216,-3.7132,0,7.69098,18.0177,-46.1118
508,43672,-0.044036,2.85786,-3.7042,0,7.90618,20.93,-52.0614
509,5057,0.0275521,3.23167,-3.60008,0,0,0,0
510,34687,0.00531817,3.04124,-3.70534,0,10.9868,19.4071,-48.21
511,28481,-0.110014,3.13587,-3.72183,0,9.7049,16.8166,-41.3984
512,37999,-0.100937,3.1016,-3.57064,0,9.87892,13.8218,-34.5183
513,34458,0.0753322,2.27671,-3.25521,0,5.45284,18.5221,-50.2246
514,29949,-0.0837679,2.26162,-3.30816,0,5.56039,17.3858,-48.0182
515,34659,-0.0606378,2.31116,-3.19447,0,5.15767,17.5193,-48.1604
516,29706,-0.706788,2.97532,-4.13881,0,9.70101,12.5656,-33.6891
517,26728,-0.583287,2.88675,-4.17153,0,12.219,18.0615,-52.5086
518,35462,-0.570338,3.06216,-4.21398,0,11.4074,18.4262,-47.0884
519,28345,-0.458164,1.33458,-1.50958,0,-1.81486,15.9304,-44.4409
520,32201,-0.426035,1.25094,-1.38095,0,-2.00664,15.7897,-44.5913
521,17563,0.113459,1.75927,-1.69804,0,-1.78304,17.5453,-52.2879
522,35398,0.111424,1.73468,-1.84002,0,-0.99525,17.9194,-51.8567
523,41014,0.295283,1.70767,-1.76926,0,-0.931969,19.8007,-55.5975
524,25634,-0.60068,1.37052,-2.71095,0,2.37422,16.0973,-46.8706
525,29059,-0.580225,1.38223,-2.85743,0,3.08466,13.6635,-41.4022
526,17636,-0.481646,1.47822,-2.72557,0,2.26296,18.7992,-55.0221
527,35289,-0.607765,1.50434,-2.76183,0,3.21294,19.1963,-57.7723
528,32520,-0.635154,1.89135,-1.9247,0,-0.0431266,16.9884,-48.5578
529,4731,-1.09185,2.33993,-2.66599,0,0,0,0
530,4732,-1.0183,2.44505,-2.55346,0,0,0,0
531,4730,-1.0121,2.5007,-2.69195,0,0,0,0
532,15853,-0.937089,2.35191,-2.74964,0,1.05673,16.0275,-41.1267
533,30854,0.322497,1.59204,-2.61263,0,2.52137,14.7735,-42.9577
534,32856,0.206154,1.6678,-2.56527,0,0.961467,18.7057,-58.1864
535,30252,0.319243,1.66467,-2.76769,0,1.92908,15.3559,-48.8434
536,34179,0.392371,1.7064,-2.6551,0,1.31142,15.3236,-48.7274
537,4969,-0.928794,2.02397,-4.07717,0,0,0,0
538,5009,-0.861095,2.01684,-4.24523,0,0,0,0
539,4985,-0.847886,1.93903,-4.14691,0,0,0,0
540,22107,-0.694305,2.04285,-4.10416,0,8.44451,13.6707,-44.3894
541,26084,-0.0257827,2.10804,-3.65725,0,6.22077,17.4118,-48.1436
542,40199,-0.102654,2.03162,-3.73832,0,6.04818,16.3306,-47.2543
543,19517,-0.0646458,1.92169,-3.6691,0,5.58825,17.1788,-52.0557
544,43808,0.030729,1.99724,-3.63515,0,5.89984,17.6021,-51.9213
545,4606,0.509716,2.0249,-1.93874,0,0,0,0
546,4642,0.565783,1.86474,-2.04239,0,0,0,0
547,23190,0.427068,1.89196,-1.97654,0,-1.81222,15.5694,-43.7752
548,22165,-0.45552,1.71208,-2.12948,0,0.415513,16.6726,-47.9479
549,26626,-0.504574,1.7864,-1.98882,0,-0.159956,17.0044,-48.0469
550,20372,-0.491322,1.62552,-1.94811,0,-0.101739,17.2426,-47.8567
551,41864,-0.540228,1.6374,-2.06697,0,0.496041,16.2494,-46.331
552,30050,-0.713283,2.47635,-4.13341,0,9.38808,16.6401,-49.1783
553,27960,-0.747679,2.49829,-4.27416,0,11.7061,15.9177,-49.4805
554,43775,-0.866606,2.48728,-4.15425,0,7.51712,12.0786,-34.9292
555,23292,-0.350759,1.85732,-3.83208,0,6.06149,19.5806,-56.5886
556,25476,-0.247737,1.89547,-3.66421,0,5.3417,17.0124,-49.8436
557,14203,-0.196038,1.94751,-3.8255,0,5.99109,16.5884,-49.4619
558,31080,-0.258041,1.79344,-3.75458,0,5.41769,17.8335,-55.486
559,4793,-1.11193,1.94981,-3.04611,0,0,0,0
560,23399,-0.924066,1.89805,-3.0453,0,2.39014,16.4132,-48.7599
561,4776,-1.12254,1.94149,-2.89912,0,0,0,0
562,35646,-0.95727,2.01234,-2.95067,0,2.78546,17.4946,-50.2384
563,4598,-0.685745,1.1217,-2.39859,0,0,0,0
564,21925,-0.615514,1.26143,-2.29712,0,1.53283,19.3347,-55.2006
565,4580,-0.55793,1.03665,-2.31841,0,0,0,0
566,46397,-0.584331,1.12481,-2.20396,0,-0.117135,14.5179,-40.3427
567,14827,0.508386,2.30748,-3.95919,0,8.58601,19.7264,-49.2165
568,18655,0.615214,2.354,-4.06405,0,7.58052,14.4983,-37.863
569,14146,0.56686,2.50275,-4.05375,0,9.31201,18.3894,-49.7112
570,31349,0.441838,2.45129,-4.08395,0,9.78157,20.4684,-53.8249
571,14401,-0.121571,1.52665,-2.6407,0,1.51396,18.5746,-56.0828
572,18645,-0.0803163,1.33477,-2.69054,0,3.88936,19.2692,-55.3149
573,16002,0.0632594,1.42067,-2.57432,0,2.02661,17.0622,-55.1419
574,24459,0.00690693,1.57964,-2.72831,0,1.61824,19.955,-60.0907
575,4722,0.560462,1.89784,-2.49206,0,0,0,0
576,26532,0.406793,1.82891,-2.58767,0,-0.108074,17.7331,-54.9654
577,24401,-0.158697,3.07384,-3.95345,0,9.8103,19.9023,-50.0763
578,14806,-0.0406863,3.03216,-3.84792,0,11.0288,20.6184,-50.8157
579,19172,-0.88958,2.34547,-3.23236,0,4.01421,17.8872,-50.4719
580,29185,-0.706469,2.33029,-3.21496,0,4.24288,18.3993,-52.2638
581,16231,-0.768816,2.27941,-3.04887,0,3.22225,19.105,-56.5365
582,43876,-0.796169,2.41816,-3.17315,0,5.17685,20.4036,-54.1642
583,24265,0.305404,1.82211,-2.71485,0,2.21006,18.4805,-57.6819
584,38799,0.159875,1.75702,-2.69685,0,1.70908,18.79,-58.2009
585,26711,0.114943,2.0466,-2.08608,0,0.64751,18.0616,-54.9299
586,28951,0.0427945,2.19926,-2.10317,0,-0.541867,19.7712,-57.2279
587,20848,-0.0620891,2.24361,-1.57057,0,-0.0669985,17.2509,-50.0947
588,22517,-0.0158891,2.3216,-1.70876,0,-0.986038,12.8127,-41.393
589,25691,-0.372212,2.75519,-3.53578,0,5.83162,20.2317,-50.7822
590,25733,-0.471997,2.58981,-3.56411,0,6.23636,17.2615,-46.85
591,14355,-0.525704,2.76777,-3.62374,0,5.9745,19.5255,-50.5801
592,44536,-0.577888,2.64549,-3.48244,0,5.96326,18.6619,-50.1775
593,19792,-0.370861,1.34772,-2.45442,0,0.561232,19.2023,-55.532
594,28380,-0.215537,1.3812,-2.37711,0,0.868769,18.7669,-55.1035
595,19682,-0.292027,1.25853,-2.35172,0,1.94353,20.488,-58.5583
596,35585,-0.337337,1.42745,-2.31225,0,0.0983801,17.2925,-49.9179
597,19392,-0.0536167,1.64717,-1.56936,0,-1.37437,16.9907,-47.5
598,27344,-0.185948,1.71012,-1.62762,0,-1.43267,17.0677,-49.5279
599,20619,0.00287083,1.61088,-1.74926,0,-1.04473,17.3725,-47.964
600,33002,-0.0432128,1.75849,-1.71747,0,-1.03535,16.4622,-46.2311
601,24363,-0.116142,1.80846,-3.38922,0,4.19639,17.8159,-52.9162
602,35464,-0.052245,2.00194,-3.31466,0,4.98196,17.353,-48.8374
603,20966,-0.16067,1.97731,-3.43176,0,4.92611,16.6412,-47.2525
604,46121,-0.00659244,1.8991,-3.4026,0,4.60719,18.1416,-53.0813
605,4481,0.487752,1.20591,-1.64479,0,0,0,0
606,4962,-0.76766,2.98629,-3.49509,0,0,0,0
607,4961,-0.619127,3.09751,-3.46437,0,0,0,0
608,4982,-0.697995,3.07126,-3.59133,0,0,0,0
609,18334,-0.592634,2.92271,-3.53537,0,9.41742,16.8671,-37.4667
610,34030,-0.512379,2.03741,-4.18603,0,8.99822,17.5827,-54.4177
611,25871,-0.41804,2.68117,-3.65961,0,7.04776,17.6846,-47.1201
612,20551,-0.814443,2.05921,-3.2869,0,3.79308,18.8201,-54.6159
613,30870,-0.96986,2.07055,-3.25577,0,3.48922,12.8965,-43.1561
614,20809,-0.916827,2.16199,-3.13712,0,3.85437,17.2021,-47.9296
615,36586,-0.818673,2.00661,-3.12014,0,3.26538,19.2049,-55.0662
616,4943,-0.526816,3.11137,-3.34557,0,0,0,0
617,22598,-0.467689,2.93149,-3.43027,0,9.0716,21.5059,-46.3201
618,28370,-0.475897,3.04029,-3.5568,0,7.89216,17.2369,-34.491
619,25862,-0.796303,1.47207,-2.13477,0,0.429906,18.7542,-55.1244
620,43321,-0.799651,1.43628,-1.99097,0,0.0189505,19.775,-56.2326
621,43750,-0.655287,1.4576,-2.06896,0,0.374095,20.4214,-54.2358
622,36724,-0.254838,2.31691,-2.17137,0,-0.0200083,18.3983,-57.7373
623,28590,-0.15207,2.20735,-2.25051,0,0.396845,17.0505,-51.6756
624,46452,-0.175053,2.18248,-2.12204,0,-0.0601821,17.2151,-50.883
625,32321,-0.311661,1.39037,-1.80369,0,-0.732737,17.4074,-47.6849
626,18854,-0.152207,1.38088,-1.79553,0,-0.888451,17.9868,-47.2694
627,4528,0.348494,2.15016,-1.45701,0,0,0,0
628,19749,0.22058,2.06044,-1.40372,0,-0.360918,16.3893,-44.7677
629,4504,0.346759,2.10506,-1.30709,0,0,0,0
630,24144,0.330252,1.97066,-1.48605,0,-1.29825,13.6566,-42.6395
631,22801,0.0350271,1.56447,-1.45453,0,-2.13791,16.4506,-46.8013
632,16753,0.0599038,1.52183,-1.29501,0,-2.13531,15.9808,-45.9598
633,27501,0.0366985,1.42029,-1.45109,0,-2.27839,16.1538,-45.8052
634,23226,0.264584,2.58577,-3.06522,0,6.21889,17.6658,-45.258
635,14477,-0.148887,1.17836,-1.91885,0,-1.88279,20.8158,-54.2871
636,24511,-0.210026,1.26488,-1.83459,0,-2.19173,19.0439,-49.1624
637,23478,-0.923809,2.20358,-3.36501,0,4.33618,14.0358,-41.8212
638,42016,-0.81986,2.20609,-3.24624,0,3.62058,19.2892,-56.368
639,27265,-0.746181,1.84793,-3.08154,0,3.24999,19.3908,-56.3476
640,28678,-0.694232,1.85384,-2.89337,0,2.20239,18.1483,-51.9605
641,14127,-0.54221,1.76878,-2.98166,0,3.52513,18.4289,-52.5041
642,39064,-0.721861,1.74726,-2.99787,0,3.40661,19.857,-56.1213
643,22262,0.0712935,2.68141,-3.30956,0,7.24693,22.2695,-55.044
644,14723,0.147025,2.52264,-3.37344,0,6.79551,22.015,-54.3354
645,4704,0.25936,2.48239,-2.23565,0,0,0,0
646,4725,0.254962,2.53483,-2.38826,0,0,0,0
647,4726,0.141651,2.58616,-2.28537,0,0,0,0
648,30582,-0.757924,2.46085,-3.82821,0,7.44604,18.2675,-52.0747
649,35908,-0.905941,2.45539,-3.81639,0,4.41237,11.3972,-32.8784
650,30169,-0.84904,2.46441,-3.67943,0,6.12349,16.9843,-48.5575
651,39260,-0.908827,2.32487,-3.71954,0,4.60473,12.8208,-38.7305
652,20225,0.368674,2.65311,-3.44781,0,7.67885,16.9262,-44.1128
653,43263,0.209188,1.71209,-2.43018,0,0.455819,19.4055,-59.5627
654,14381,0.29741,1.81711,-2.46768,0,0.901241,19.8504,-59.942
655,45552,0.268133,1.83492,-2.31655,0,0.0453573,19.4225,-59.0792
656,18292,-0.955954,1.57095,-1.44707,0,-1.0427,18.4358,-50.3113
657,23239,-1.02784,1.70999,-1.49814,0,-0.97186,14.8466,-37.5777
658,14561,-0.809697,1.69901,-1.51784,0,-1.69387,18.536,-54.1261
659,45969,-0.857273,1.656,-1.3916,0,-1.64505,17.5494,-54.0144
660,4679,0.552152,1.67471,-2.31718,0,0,0,0
661,4698,0.512794,1.60425,-2.43735,0,0,0,0
662,4817,0.202575,1.44454,-3.28938,0,0,0,0
663,4781,0.154582,1.36917,-3.13899,0,0,0,0
664,4799,0.0314648,1.33689,-3.25518,0,0,0,0
665,20465,0.0320212,1.46065,-3.16235,0,5.05618,13.6637,-38.4996
666,4983,-0.950256,2.8191,-3.86402,0,0,0,0
667,16995,-0.794976,2.71646,-3.94269,0,8.5079,16.5462,-45.5181
668,29117,-0.856732,2.74396,-3.77637,0,6.48647,11.5553,-32.4355
669,4417,-0.14856,0.709999,-1.64256,0,0,0,0
670,28781,-0.187617,0.854159,-1.48556,0,-2.64029,16.452,-46.6249
671,20418,-0.332743,0.898877,-1.57082,0,-2.59987,18.9157,-50.2713
672,38118,-0.137689,0.89373,-1.65469,0,-3.87483,19.7695,-44.6041
673,17189,0.156691,1.27711,-1.5224,0,-2.60007,18.0624,-51.1093
674,41242,0.213666,1.40062,-1.52944,0,-2.65549,18.6314,-52.2772
675,44741,0.0390427,1.34009,-1.56647,0,-2.07981,17.7217,-47.2995
676,29758,-0.0836503,1.88423,-3.20868,0,4.23993,17.4602,-49.9402
677,44390,-0.0747252,1.76568,-3.26963,0,3.90677,18.8832,-56.0751
678,22570,0.189339,2.81095,-3.38743,0,8.4705,19.2406,-46.0321
679,4895,0.309472,2.85544,-3.22024,0,0,0,0
680,20714,-0.264616,2.96716,-3.733,0,9.06405,20.0786,-50.7523
681,21124,-0.350207,2.93098,-3.54399,0,9.42761,21.4285,-50.9224
682,14252,-0.190886,2.87033,-3.63862,0,7.38936,20.9372,-51.7951
683,21483,-0.3561,2.80098,-3.70636,0,6.67051,18.5582,-49.8444
684,45476,0.319189,2.4882,-3.4857,0,8.31224,22.4194,-58.1179
685,21318,0.299017,1.47843,-1.98469,0,-2.11588,22.7409,-60.9888
686,13752,0.292223,1.66545,-1.94609,0,-0.975277,20.5136,-57.151
687,22765,-0.659453,1.04192,-1.68254,0,-1.13487,19.2856,-47.4963
688,40968,-0.531945,1.04221,-1.68511,0,-1.85685,17.3345,-48.5805
689,21790,-0.278484,2.83301,-3.01288,0,6.25286,19.1084,-47.2369
690,16278,-0.354303,2.73314,-3.11648,0,4.49411,21.708,-55.9676
691,25785,-0.2204,2.78327,-3.18721,0,5.61294,22.2494,-55.868
692,21551,-0.943293,2.24496,-2.5862,0,1.1109,16.7975,-46.0735
693,4711,-1.07328,2.32148,-2.46495,0,0,0,0
694,28774,-0.90915,2.32774,-2.44952,0,-0.409548,12.7555,-35.9683
695,30684,0.0286124,1.43974,-2.44444,0,0.826174,20.1381,-61.2442
696,44261,0.0940648,1.55948,-2.45728,0,-0.197024,20.1077,-61.3794
697,4578,-0.91205,1.29406,-2.35902,0,0,0,0
698,17400,-0.732909,1.45284,-2.38903,0,2.75503,20.0399,-56.6116
699,4635,-0.879919,1.32826,-2.5342,0,0,0,0
700,42652,-0.724058,1.3097,-2.3782,0,2.74829,17.9014,-46.0719
701,35691,-0.0416817,2.40539,-2.57594,0,2.59077,20.2784,-55.7967
702,41932,-0.173761,2.47443,-2.55719,0,1.44124,19.5706,-58.8527
703,4909,-0.268424,1.4975,-3.87194,0,0,0,0
704,42949,-0.23695,1.59828,-3.79429,0,4.49773,10.7244,-32.8676
705,4908,-0.457689,1.51832,-3.79713,0,0,0,0
706,44269,-0.306625,1.68316,-3.9071,0,6.03966,12.4626,-40.2799
707,33774,0.0561806,2.52481,-3.27001,0,6.06616,21.0357,-52.7717
708,5021,-0.565399,3.21166,-3.75673,0,0,0,0
709,5037,-0.409673,3.31855,-3.81051,0,0,0,0
710,5059,-0.553343,3.25081,-3.92902,0,0,0,0
711,17512,-0.403973,3.21436,-3.92356,0,8.74418,9.56522,-30.5051
712,25287,0.0676985,1.36363,-1.2476,0,-2.3992,15.5007,-45.8158
713,31242,0.00504692,1.23516,-1.2473,0,-2.13951,15.0219,-44.318
714,29057,-0.88357,1.4728,-2.2826,0,1.47931,18.7117,-48.2215
715,30930,-0.910781,1.39912,-2.06964,0,-0.485709,16.1257,-43.4065
716,4577,-1.0285,1.39519,-2.23319,0,0,0,0
717,35340,-0.971545,1.56467,-2.22492,0,0.331806,15.3028,-43.0744
718,22790,-0.33165,1.67829,-3.75174,0,5.86023,15.5757,-47.8442
719,18699,-0.50895,1.6749,-3.75696,0,3.94578,10.3043,-36.1883
720,25065,-0.463727,1.69093,-3.90032,0,5.29572,8.99462,-30.774
