vtkOriginalIndices,vtkOriginalPointIds,Points:0,Points:1,Points:2,__vtkIsSelected__,velocity:0,velocity:1,velocity:2
721,36595,-0.249942,2.00168,-2.70725,0,2.23639,17.6458,-50.9668
722,39989,-0.359789,2.02059,-2.79806,0,2.73452,17.6829,-50.8313
723,27634,-0.281825,1.90701,-2.8392,0,2.87213,17.5316,-50.5922
724,42226,-0.166945,2.04721,-2.84375,0,2.77058,17.3826,-50.2175
725,19767,-0.940991,1.45871,-1.63611,0,0.0519259,19.2387,-52.7845
726,44211,-0.989495,1.43811,-1.7825,0,-1.15353,17.1882,-42.6644
727,20143,-0.314199,2.03059,-3.87075,0,5.86621,15.3548,-46.03
728,34918,-0.211512,2.11726,-3.88194,0,6.64856,15.8131,-44.8446
729,17516,-0.226734,2.12849,-4.01545,0,7.5403,14.9549,-44.137
730,40996,-0.208259,1.98475,-3.97172,0,7.14429,16.8565,-49.8421
731,37964,-0.46559,2.27446,-2.26167,0,0.602008,17.282,-50.8617
732,28052,-0.314673,1.95032,-2.41848,0,1.5721,17.5621,-50.8127
733,29183,-0.258973,1.78283,-2.36517,0,1.331,17.8309,-51.0153
734,28709,-0.404422,1.89608,-2.31605,0,1.20984,17.0892,-49.5768
735,16351,0.0586477,2.93485,-3.3503,0,7.80702,14.6339,-35.1626
736,22564,0.0765679,2.79243,-3.18023,0,6.69482,18.619,-45.1351
737,4919,0.169475,2.97739,-3.25098,0,0,0,0
738,4537,-1.056,1.36666,-2.04669,0,0,0,0
739,23903,-0.923377,1.43182,-1.92321,0,0.823779,19.7516,-50.4992
740,4515,-1.12854,1.47121,-1.89992,0,0,0,0
741,33084,-1.0204,1.59816,-1.98507,0,0.954624,15.5828,-40.6189
742,16070,-0.4045,3.15803,-3.756,0,11.0568,15.1226,-33.5368
743,5020,-0.284298,3.29601,-3.65881,0,0,0,0
744,27330,-0.282914,3.17156,-3.7047,0,9.36403,12.4473,-31.387
745,24087,-0.404108,1.9566,-3.72084,0,4.99877,15.8304,-48.1514
746,38875,-0.598638,1.91265,-3.56101,0,5.23963,19.0049,-56.3845
747,31453,-0.55917,1.89475,-3.75089,0,6.01112,18.1024,-56.2777
748,40768,-0.601029,2.04504,-3.61385,0,4.13081,17.9567,-51.2258
749,13909,-0.248758,1.76131,-1.49233,0,-1.59628,16.4052,-48.599
750,33944,-0.349508,1.73935,-1.68224,0,-1.12155,16.9963,-49.1822
751,30355,-0.225949,1.92524,-1.6001,0,-0.821311,16.117,-48.1414
752,40133,-0.368063,1.85053,-1.51345,0,-1.04047,16.0067,-47.4985
753,4926,-1.03734,2.58308,-3.71706,0,0,0,0
754,4946,-1.04611,2.41498,-3.84466,0,0,0,0
755,4903,-1.06571,2.40136,-3.67397,0,0,0,0
756,34052,-0.793884,1.37837,-1.42687,0,-1.74803,16.4552,-50.487
757,35952,-0.830201,1.5201,-1.3625,0,-1.51452,17.2996,-53.1645
758,15181,-0.201732,1.59098,-3.66825,0,6.0844,13.2363,-41.2721
759,14718,-0.165786,1.70756,-3.80748,0,5.68923,16.7635,-51.2807
760,4586,0.554017,1.88162,-1.88656,0,0,0,0
761,22751,0.00919274,1.99092,-3.51084,0,5.44495,17.7455,-51.6096
762,24373,-0.0077071,1.8077,-3.63398,0,5.97114,18.9782,-56.7353
763,36857,-0.148844,1.87926,-3.54861,0,5.22675,17.4626,-51.0239
764,4697,0.36734,1.42083,-2.5797,0,0,0,0
765,31787,-0.389321,2.13009,-3.13605,0,3.81213,17.4376,-49.8581
766,37240,-0.162408,2.11384,-3.12085,0,3.93946,17.5781,-49.8466
767,24614,-0.247078,1.97509,-3.19213,0,4.29634,16.6011,-48.2311
768,32818,-0.968002,2.10581,-3.46942,0,2.75533,12.0083,-35.5603
769,25664,-0.838947,2.07445,-3.53851,0,5.14426,17.5239,-55.0397
770,44400,-0.833032,2.22643,-3.46581,0,4.69685,18.6407,-54.2655
771,15971,0.326804,2.77157,-3.82254,0,9.31221,22.1065,-54.6827
772,25207,0.456405,2.84649,-3.80738,0,8.0145,10.9363,-35.0342
773,17268,0.327628,2.96139,-3.84207,0,9.19979,15.3699,-44.5459
774,44187,0.348938,2.82454,-3.95833,0,10.8502,21.5888,-54.395
775,30861,-0.0154478,1.92268,-1.4884,0,-1.12844,17.2232,-52.6993
776,25122,0.108273,1.95314,-1.37035,0,-1.269,18.804,-55.5625
777,47129,-0.0587976,2.01632,-1.40002,0,-1.5321,18.6694,-56.2677
778,25012,0.0950772,2.02966,-3.80165,0,6.84015,17.601,-52.0237
779,18098,0.00254613,1.92823,-3.86361,0,6.47819,18.4875,-54.4121
780,25094,0.108076,1.88724,-3.79379,0,7.59256,20.2582,-58.9388
781,21424,0.328611,1.85537,-3.13567,0,2.8887,19.0737,-55.1553
782,26459,0.402881,1.99804,-3.04236,0,2.21828,21.2207,-57.444
783,37680,0.43971,1.8893,-2.97533,0,0.854186,15.4095,-44.877
784,19933,0.375136,1.7491,-1.50193,0,-5.29513,19.1293,-54.0753
785,21854,0.456387,1.67819,-1.39498,0,-3.06718,13.8772,-42.2853
786,4524,0.575673,1.69555,-1.52018,0,0,0,0
787,32637,-0.710529,2.35152,-3.65077,0,6.61562,17.9744,-52.0992
788,42145,-0.748628,2.54892,-3.69889,0,7.0571,18.6412,-51.2068
789,4959,-0.193337,3.18586,-3.40522,0,0,0,0
790,21452,0.0186254,2.11565,-4.0218,0,7.96526,16.5258,-47.0761
791,29650,0.158643,2.15016,-4.01027,0,8.30025,17.2314,-51.7699
792,26279,-0.377633,2.39278,-4.13328,0,8.33934,14.5954,-43.1603
793,31433,-0.368012,2.55109,-4.17403,0,8.93245,15.2489,-43.8266
794,16201,-0.34301,2.44498,-4.29276,0,9.27076,14.7605,-43.4202
795,35877,-0.25305,2.31961,-4.1971,0,8.9568,15.0344,-43.6006
796,20033,-0.693389,1.91394,-3.90801,0,5.28538,11.9993,-42.7035
797,20643,-0.641317,1.77711,-3.84135,0,3.50535,8.3485,-31.8977
798,4906,-0.855443,1.80942,-3.8525,0,0,0,0
799,24544,-0.747483,1.83543,-3.74192,0,3.17009,8.69684,-32.4338
800,4916,0.626152,2.43559,-3.41123,0,0,0,0
801,24068,-0.548546,2.23769,-3.23838,0,4.01486,17.2122,-46.7578
802,41543,-0.545766,2.1503,-3.06161,0,3.65048,16.9803,-47.8862
803,25163,-0.541568,2.31989,-3.02101,0,3.49725,17.4156,-46.7549
804,46762,-0.448113,2.27657,-3.1457,0,4.52288,16.9132,-47.324
805,16394,0.210967,1.96439,-2.02261,0,0.412186,18.5529,-56.3369
806,35742,0.100691,1.95377,-1.89837,0,-0.857721,18.2475,-54.2884
807,39249,0.18127,2.03365,-1.82345,0,-1.66104,18.9512,-56.1298
808,4749,-0.617736,2.68924,-2.33636,0,0,0,0
809,4708,-0.465586,2.69994,-2.21886,0,0,0,0
810,4748,-0.482642,2.75115,-2.39456,0,0,0,0
811,42804,-0.469966,2.62381,-2.36282,0,2.52561,13.39,-39.7911
812,30230,0.226159,1.88896,-3.24898,0,4.67447,19.0587,-58.6415
813,35136,0.322655,1.7253,-3.33095,0,4.64259,15.1383,-38.2475
814,47177,0.395976,1.82756,-3.26025,0,5.10195,15.2762,-38.6794
815,25991,-0.107646,2.09202,-4.09666,0,7.95977,16.5553,-45.9746
816,16480,-0.0311286,1.87761,-4.05742,0,7.41372,19.4672,-57.7636
817,18357,0.00326885,3.1919,-3.99386,0,12.8246,17.67,-47.497
818,19443,-0.167125,3.23652,-3.93713,0,13.6096,14.7597,-40.6105
819,33589,-0.00626753,3.18882,-3.83309,0,10.7991,12.4824,-36.0889
820,4605,0.457479,2.11753,-1.86982,0,0,0,0
821,23515,0.309899,1.9971,-1.79886,0,-2.09428,16.6258,-52.9168
822,4567,0.507665,1.98595,-1.77761,0,0,0,0
823,27483,0.409934,1.91161,-1.84088,0,-1.14071,14.9933,-43.3139
824,16703,-0.118891,1.6922,-3.98946,0,8.0867,12.4744,-38.4914
825,46816,0.0200976,1.71925,-4.05877,0,7.82934,11.7435,-36.0788
826,15426,0.280795,1.34479,-1.33001,0,-2.85912,17.1556,-53.0608
827,26654,0.268793,1.35052,-1.16559,0,-3.36829,17.4843,-53.9411
828,46333,0.458697,1.23942,-1.22368,0,-1.33342,14.9838,-41.1978
829,4736,-0.772705,1.41989,-3.01848,0,0,0,0
830,27443,-0.755967,1.57668,-2.95995,0,3.49245,14.0112,-43.1389
831,4778,-0.741785,1.45871,-3.18224,0,0,0,0
832,34047,-0.637738,1.48554,-3.0387,0,2.31927,13.4503,-38.0493
833,4501,0.582802,1.5525,-1.56031,0,0,0,0
834,20193,0.401665,1.52881,-1.46273,0,-2.25872,18.7086,-53.3469
835,29027,-0.364459,1.6845,-3.47231,0,4.36601,18.7035,-55.5168
836,17416,-0.37627,1.82857,-3.42605,0,4.07986,16.4861,-50.7914
837,44146,-0.488108,1.75998,-3.52889,0,3.95886,18.9868,-56.9176
838,8946,-0.956577,2.30393,-4.2977,0,0,0,0
839,15927,-0.801364,2.39202,-4.21869,0,9.49616,14.1607,-45.9132
840,5041,-0.956891,2.43587,-4.32815,0,0,0,0
841,30163,-0.837389,2.34332,-4.3347,0,7.33832,9.54987,-32.6305
842,15715,-0.790101,2.4279,-2.6887,0,1.68486,19.5491,-52.5603
843,24097,-0.742304,2.36766,-2.87237,0,2.85943,19.3255,-57.5762
844,27231,-0.795265,2.24548,-2.75516,0,1.85312,19.2963,-55.9622
845,15135,-0.660081,1.27555,-1.42036,0,-1.19727,17.6368,-49.3758
846,39424,-0.592647,1.34535,-1.51419,0,-1.09755,16.8134,-46.7051
847,42615,-0.762204,2.09201,-2.42781,0,1.16941,18.9536,-53.7747
848,25704,-0.995024,1.7317,-2.03899,0,0.676136,16.3044,-44.01
849,16370,-0.82259,1.75442,-2.06837,0,0.489778,18.6286,-54.2118
850,32830,-0.895753,1.87849,-2.11164,0,-0.52248,18.0839,-52.8435
851,29300,-0.813992,1.88995,-1.93852,0,0.447334,19.1833,-57.5232
852,20246,0.219299,1.53392,-2.50677,0,1.25487,17.5802,-53.4668
853,15593,0.195535,1.97885,-3.90172,0,8.61017,18.4178,-56.4749
854,19117,0.13884,1.95075,-3.68105,0,6.30509,17.5049,-55.3409
855,18682,0.221404,1.82049,-3.81359,0,9.64512,18.0572,-47.0182
856,38209,-0.698477,2.14947,-3.17333,0,4.3816,17.5263,-49.685
857,47119,-0.798334,2.13227,-3.09094,0,3.4172,19.6284,-55.6875
858,23536,0.152134,1.45261,-2.0073,0,-2.31651,21.4173,-58.4211
859,17561,-0.700644,1.65162,-1.68354,0,-0.204262,16.7363,-48.5465
860,33015,-0.266539,1.59932,-1.5312,0,-1.66791,16.9101,-49.7348
861,37464,-0.0536162,1.48986,-1.56124,0,-1.65075,16.5263,-46.6453
862,17502,-0.179176,1.47111,-1.46798,0,-2.0048,17.0611,-47.9017
863,39937,-0.09815,1.57793,-1.46344,0,-1.67587,17.1819,-48.3528
864,24701,0.371064,1.87146,-1.29784,0,-4.36004,14.7881,-37.7668
865,24741,-0.0533376,1.06903,-1.38107,0,-3.40092,18.5338,-51.291
866,16973,-0.171915,0.942924,-1.33654,0,-3.86055,17.4478,-49.911
867,31380,-0.247083,1.01261,-1.4719,0,-3.40759,17.6608,-49.3289
868,24781,-0.610652,1.36411,-1.95194,0,-0.297096,20.4744,-52.8012
869,18069,-0.781304,1.30381,-1.94584,0,1.03443,19.0655,-54.2265
870,14484,-0.156335,1.07255,-2.05979,0,-0.67396,21.1691,-54.5191
871,37634,-0.197894,1.21335,-2.07626,0,-0.343613,20.7274,-54.783
872,31630,-0.249582,1.15402,-2.20129,0,1.69991,20.5583,-55.5041
873,39878,-0.121981,1.09601,-2.22235,0,0.895933,16.5736,-44.5337
874,4543,0.41419,1.26759,-1.89617,0,0,0,0
875,4522,0.492813,1.31885,-1.77626,0,0,0,0
876,4499,0.399026,1.1667,-1.76805,0,0,0,0
877,19843,0.299016,1.33512,-1.73901,0,-3.49671,24.8103,-54.7942
878,43053,-0.339692,1.73224,-3.13485,0,2.93015,17.6752,-51.5214
879,22975,-0.452017,1.72378,-3.21123,0,3.31385,17.8356,-53.7696
880,46012,-0.440077,1.68176,-3.0407,0,2.96182,18.3073,-51.5331
881,4829,-1.10427,2.28021,-3.15173,0,0,0,0
882,29203,-0.993957,2.2357,-3.23915,0,2.28053,10.4122,-28.2558
883,24994,-0.695132,1.87098,-2.55186,0,1.70907,17.4125,-49.3367
884,31086,-0.695287,2.00094,-2.62167,0,1.93753,17.4387,-48.5977
885,4911,0.162341,1.55519,-3.73005,0,0,0,0
886,19429,-0.137743,2.37894,-3.47116,0,6.46577,17.7436,-47.5863
887,26961,-0.0407846,2.45544,-3.37104,0,5.8117,18.1803,-47.5456
888,4607,0.405427,2.16137,-1.73906,0,0,0,0
889,4945,-0.990523,2.74461,-3.71176,0,0,0,0
890,26237,-0.853357,2.70736,-3.61947,0,4.92262,13.762,-36.8545
891,4964,-0.902713,2.87789,-3.72408,0,0,0,0
892,19237,0.468826,2.49912,-3.51367,0,7.5218,16.3011,-45.8905
893,25479,0.427208,2.41448,-3.62268,0,10.1081,21.8029,-55.1474
894,15166,0.35533,2.33509,-3.45691,0,8.62824,22.1984,-57.7484
895,36712,0.519939,2.35372,-3.51559,0,8.50488,13.0848,-39.7729
896,15774,-0.335317,2.59275,-2.81395,0,2.4886,21.2183,-57.7557
897,18095,-0.252569,2.52456,-2.67483,0,1.964,20.4818,-58.421
898,16812,-0.376048,2.63006,-2.60793,0,4.03299,18.5499,-55.368
899,30316,-0.247711,2.69539,-2.70468,0,3.68156,17.3244,-55.1536
900,31978,0.394652,1.87343,-1.56442,0,0.300903,15.6757,-43.3395
901,34279,0.145475,1.73684,-2.27253,0,0.827353,17.7877,-52.7523
902,44527,0.049364,1.8287,-2.39653,0,0.852135,16.9025,-49.5037
903,19554,-0.0127853,2.21779,-3.12442,0,4.52751,17.4683,-48.0396
904,39580,0.0226314,2.10696,-3.05597,0,3.96364,17.0779,-49.6747
905,30143,0.134009,2.08161,-3.12791,0,4.50181,19.0085,-52.816
906,45682,0.0177794,2.10608,-3.22568,0,4.90747,17.5947,-48.8426
907,32642,0.236237,2.53875,-3.27333,0,6.7156,23.2108,-58.8083
908,4880,0.412262,2.70617,-3.16215,0,0,0,0
909,4918,0.43168,2.77397,-3.30646,0,0,0,0
910,14942,0.257011,2.6713,-3.28881,0,7.73765,20.4195,-51.9285
911,4844,-0.548102,2.90253,-2.88945,0,0,0,0
912,4863,-0.4061,2.9671,-2.95511,0,0,0,0
913,4864,-0.545887,2.97015,-3.04926,0,0,0,0
914,27906,0.187543,1.14625,-1.78338,0,-4.36968,21.79,-43.0713
915,32946,0.25561,1.2859,-1.88497,0,-2.64857,21.7194,-46.587
916,4869,-0.905517,1.7933,-3.65725,0,0,0,0
917,31024,-0.756911,1.92294,-3.54072,0,4.56019,15.518,-49.894
918,44199,-0.751426,1.77757,-3.55497,0,3.06861,10.5893,-35.439
919,15228,-0.109937,1.58802,-1.90297,0,-0.431209,17.2074,-48.396
920,22427,-0.109021,1.51926,-1.77347,0,-1.38785,17.4538,-48.0252
921,30332,0.0699441,1.52305,-1.84288,0,-2.28854,18.4219,-49.6186
922,39536,-0.639325,1.79187,-1.39919,0,-0.917724,15.6114,-50.2881
923,43628,-0.708941,1.90043,-1.29564,0,-2.62703,16.8973,-56.9396
924,25304,-0.792669,1.90251,-1.44955,0,-2.69621,17.3747,-53.3364
925,25220,0.413856,2.55134,-3.83029,0,10.1004,21.6847,-56.8366
926,30117,0.349412,2.6579,-3.9603,0,9.84651,21.1176,-53.7113
927,28027,0.454141,2.69316,-3.78611,0,8.69071,18.3514,-48.6258
928,45468,0.318625,2.64069,-3.81701,0,9.5691,22.3886,-55.5693
929,15450,0.0587383,1.77451,-3.74331,0,7.3646,20.4837,-56.9399
930,22908,-0.0607464,1.80636,-3.81829,0,6.3923,19.0132,-57.6067
931,15467,-0.662988,2.79671,-4.07298,0,11.1159,17.7444,-50.3383
932,32323,-0.496022,2.77345,-4.13958,0,10.6816,16.7222,-46.9181
933,25902,-0.408799,2.05652,-4.28291,0,9.51058,19.3025,-54.0962
934,31497,-0.286019,2.10304,-4.27649,0,7.80362,17.2574,-47.9335
935,18602,-0.326125,2.16597,-4.38471,0,9.54837,18.324,-49.4633
936,35854,-0.328123,2.04046,-4.436,0,9.25132,18.6746,-55.458
937,17935,-0.649373,1.30963,-2.12025,0,1.20925,19.2489,-52.4472
938,39280,-0.533671,1.23195,-2.11725,0,-0.088213,18.6363,-53.0304
939,24593,-0.653998,2.67258,-3.1419,0,5.49782,19.1964,-48.9967
940,14871,-0.548317,2.55193,-3.03395,0,4.31118,21.0798,-57.5144
941,25014,-0.510129,2.72538,-3.11236,0,4.64834,21.6271,-52.1849
942,28135,-0.5135,2.27088,-3.40847,0,5.04371,16.4323,-46.2004
943,39945,-0.412029,2.23196,-3.30326,0,4.63873,17.3645,-48.2799
944,45342,-0.47964,2.34688,-3.27239,0,4.68362,16.9328,-46.0874
945,19848,0.0521454,2.30564,-1.97127,0,0.189995,17.9357,-52.618
946,23853,0.0467636,2.42148,-2.08176,0,1.33169,13.045,-40.4817
947,42270,0.205896,2.31378,-2.10785,0,0.245537,11.9651,-41.7832
948,24605,0.119071,2.2858,-4.04132,0,8.34977,16.7548,-46.0209
949,26990,0.265689,2.34759,-3.99589,0,9.08173,17.9699,-51.0841
950,20024,0.144848,2.37442,-3.86553,0,8.43745,16.7483,-45.5188
951,36896,0.187757,2.47572,-3.95958,0,8.33692,16.6446,-45.2694
952,21180,-0.590379,2.61721,-2.87849,0,4.75607,22.0345,-59.785
953,18267,-0.810467,1.64179,-2.77753,0,3.68967,18.1328,-51.3665
954,22456,-0.918761,1.6565,-2.66278,0,2.10763,14.7315,-44.3613
955,4691,-1.02067,1.59718,-2.78078,0,0,0,0
956,25002,-0.893694,1.68292,-2.87955,0,2.00287,13.0197,-36.318
957,27904,-0.495668,1.90676,-3.28369,0,4.12444,18.0879,-50.8655
958,39620,-0.567037,1.89514,-3.17897,0,3.46536,18.6615,-52.288
959,26442,0.27109,1.23102,-1.62241,0,-6.26902,24.4155,-51.7868
960,4461,0.15888,0.896685,-1.72632,0,0,0,0
961,17678,0.135747,0.967307,-1.5278,0,-3.50119,16.7211,-35.4844
962,4418,0.146614,0.799992,-1.57246,0,0,0,0
963,21274,-0.775345,1.34403,-2.24829,0,1.84165,17.4457,-46.5534
964,25150,0.0544986,1.27178,-2.32091,0,2.71165,15.8104,-45.5499
965,19815,-0.536506,1.93543,-4.08858,0,7.50712,16.0091,-52.6075
966,17706,-0.50914,1.83459,-3.91279,0,5.35244,15.3447,-50.2435
967,28606,-0.412209,1.80409,-4.07465,0,6.70367,13.651,-42.1807
968,31954,-0.238361,1.41607,-2.64392,0,1.50849,19.5103,-56.7537
969,19034,-0.574707,2.47255,-2.84881,0,2.07562,19.9839,-53.6704
970,26534,-0.650109,2.4351,-2.98708,0,3.06004,19.4119,-53.0309
971,39322,-0.704954,2.48824,-2.8335,0,2.44841,19.7552,-54.9016
972,31363,-0.616905,2.79048,-3.52726,0,7.66404,21.0781,-49.9175
973,19934,-0.533431,2.77013,-3.42353,0,6.94036,20.9354,-52.7027
974,44749,-0.0222999,1.42878,-1.82033,0,-1.00141,16.4932,-47.5426
975,29427,-0.392931,1.07029,-1.6572,0,-1.61687,20.6773,-51.3632
976,27409,0.171241,1.454,-1.41153,0,-3.12105,17.4909,-50.4685
977,22029,0.134726,1.25449,-1.35215,0,-3.20436,17.0255,-48.3781
978,14631,-0.771297,2.31682,-2.25857,0,1.5054,19.196,-54.1825
979,22806,0.226361,2.53237,-2.9251,0,5.29541,18.199,-50.5718
980,22408,0.346198,2.39777,-2.86952,0,3.14722,16.5421,-49.5074
981,26660,0.213736,2.37097,-2.96879,0,4.68874,22.4817,-62.9177
982,20881,-0.555183,1.982,-2.07188,0,0.38709,16.5661,-47.1157
983,35294,-0.57223,2.06809,-2.21217,0,0.732517,16.6757,-47.8125
984,22055,-0.369155,1.9255,-2.17683,0,0.789699,17.3025,-49.6492
985,39935,-0.384137,2.02819,-2.07102,0,0.510749,16.9016,-48.8075
986,19046,0.328742,2.14369,-2.24519,0,1.20707,15.7489,-47.4245
987,28265,0.326627,2.24153,-2.35796,0,0.981854,12.8123,-44.5547
988,4682,0.427823,2.29268,-2.2608,0,0,0,0
989,34820,0.245638,2.27196,-2.22914,0,1.73908,15.194,-51.9453
990,4416,-0.467545,0.733643,-1.65167,0,0,0,0
991,42950,-0.604692,0.916068,-1.64818,0,-1.37841,14.054,-32.6948
992,36264,-0.13146,1.77262,-2.90422,0,2.80347,16.3944,-47.9833
993,37063,0.0932649,1.73154,-2.84057,0,2.4629,20.3375,-61.0966
994,20961,-0.0737898,1.75851,-3.02698,0,3.23075,18.1836,-52.8794
995,44936,-0.0753181,1.63347,-2.8298,0,2.05314,18.9473,-56.4523
996,47108,-0.718889,1.41038,-1.88608,0,-0.921483,18.6297,-52.5239
997,21936,-0.664848,2.84616,-3.31944,0,6.11027,14.5373,-33.4226
998,19393,-0.715585,2.7135,-3.47747,0,7.07365,20.6885,-52.2666
999,29176,-0.72883,2.85475,-3.44894,0,5.66595,13.4874,-28.475
1000,15778,-0.350564,2.83071,-3.37678,0,7.24282,21.3215,-52.2579
1001,21090,-0.49215,1.26409,-2.65731,0,2.20724,13.7959,-43.1994
1002,4848,-1.10088,2.1511,-3.29576,0,0,0,0
1003,4867,-1.09362,2.32451,-3.33506,0,0,0,0
1004,4512,-1.08947,2.19329,-3.47156,0,0,0,0
1005,17891,-0.35396,1.91376,-4.20683,0,7.75327,18.0073,-51.9503
1006,40774,-0.506941,1.82816,-4.18305,0,7.04739,10.0772,-31.677
1007,4645,0.280303,2.37115,-1.93345,0,0,0,0
1008,4608,0.285172,2.31822,-1.77032,0,0,0,0
1009,4621,0.374652,2.25178,-1.8867,0,0,0,0
1010,23813,0.167233,2.29033,-1.87519,0,-0.0956354,10.4816,-33.6497
1011,42012,0.442933,2.92863,-4.00375,0,9.42891,16.1893,-44.5612
1012,31651,0.274612,2.97905,-4.00393,0,9.37228,20.2988,-50.2614
1013,22770,-0.489834,2.615,-3.22624,0,3.93073,20.1747,-53.3883
1014,45789,-0.600686,2.52467,-3.1742,0,4.32135,19.1962,-53.7143
1015,26931,0.221916,1.59594,-2.09462,0,-1.63555,21.5497,-60.4283
1016,25667,-0.398858,2.0695,-1.35972,0,-2.5659,17.2765,-55.3847
1017,26569,-0.500608,1.95942,-1.30895,0,-2.00681,16.7701,-50.3784
1018,19104,-0.493712,2.11476,-1.46538,0,-1.78326,19.3066,-58.0707
1019,16915,0.253074,1.02519,-1.23151,0,-1.74837,15.855,-46.5924
1020,20664,0.0911473,0.896623,-1.33701,0,-2.20854,16.2319,-44.7432
1021,15773,0.122288,1.09053,-1.40639,0,-3.28569,17.8463,-52.6182
1022,42316,0.124274,0.956898,-1.19477,0,-2.17428,17.3739,-50.7581
1023,23076,-0.766607,1.9534,-2.74175,0,2.80437,19.7281,-54.4747
2.73659,15.2287,-46.1825,33220,-0.984071,1.93425,-2.82298,1024,0
2.72569,19.7511,-55.3197,31844,-0.816794,1.97525,-2.90582,1025,0
2.6911,18.6201,-55.4469,41351,-0.905422,1.99064,-2.71287,1026,0
-0.223188,14.0357,-43.4595,40399,-1.00586,1.85515,-2.38236,1027,0
2.13793,16.0589,-46.891,44055,-1.00211,1.90649,-2.21392,1028,0
0,0,0,4609,0.0296672,2.48,-1.72092,1029,0
-0.100434,16.1497,-52.8985,16361,-0.104129,2.35631,-1.84412,1030,0
2.04516,16.2452,-48.0023,21304,-0.316426,1.61433,-2.62374,1031,0
1.77423,16.045,-49.7041,24294,-0.20268,1.6247,-2.72499,1032,0
2.42799,16.8009,-48.9262,23870,-0.262627,1.75845,-2.68236,1033,0
2.51203,17.3468,-48.5606,27229,-0.411746,1.64965,-2.74011,1034,0
2.74431,17.4534,-47.5175,22114,-0.490376,1.17829,-2.35597,1035,0
0.885163,22.6689,-59.4042,22110,-0.434262,1.18913,-2.20507,1036,0
1.72198,13.5882,-42.9555,35447,-0.369789,1.16979,-2.43525,1037,0
0,0,0,4641,0.569238,1.77401,-2.19316,1038,0
0.371338,18.4473,-54.8337,15895,0.403928,1.84459,-2.24252,1039,0
0,0,0,4533,-0.841921,2.30156,-1.59719,1040,0
3.01746,21.2929,-59.5942,21899,-0.59199,1.4924,-2.60583,1041,0
1.8866,18.6057,-55.4708,25028,-0.400883,1.45557,-2.57986,1042,0
0,0,0,4532,-0.296844,2.40197,-1.27159,1043,0
0,0,0,4506,-0.154339,2.36524,-1.22754,1044,0
-1.39308,18.4617,-47.3356,17443,-0.179729,2.25735,-1.38666,1045,0
0,0,0,5007,-0.990696,2.3769,-4.17377,1046,0
-1.93763,18.1335,-51.472,15846,0.325015,1.65748,-1.32163,1047,0
-1.16314,19.3239,-52.92,41615,0.295146,1.62529,-1.49602,1048,0
0,0,0,4455,-1.15132,1.52962,-1.58574,1049,0
0,0,0,4431,-1.14755,1.64873,-1.44054,1050,0
0,0,0,4473,-1.14999,1.69513,-1.6005,1051,0
0.325852,14.6184,-42.7016,21177,-1.00504,1.61034,-1.60277,1052,0
2.51926,16.7608,-47.8244,38485,-0.51695,2.18648,-2.75771,1053,0
3.07201,17.9233,-50.0071,31247,-0.579426,2.29026,-2.84507,1054,0
2.4745,18.0422,-50.1836,38941,-0.661452,2.19689,-2.77331,1055,0
4.55049,19.2844,-56.1403,17744,-0.455168,1.53601,-3.04511,1056,0
1.82187,18.0501,-54.049,27106,-0.418272,1.56682,-2.87039,1057,0
3.77299,20.1969,-55.799,23968,-0.61089,1.52262,-2.89434,1058,0
3.23404,20.5567,-58.6186,29631,-0.577996,1.62127,-3.00801,1059,0
-0.160819,18.5165,-52.7397,33164,-0.402136,2.30632,-2.08759,1060,0
-0.69129,17.3228,-51.295,33551,-0.490974,2.21314,-2.08379,1061,0
0.0691269,16.9334,-49.6723,29256,-0.428098,2.12897,-2.1583,1062,0
13.0381,18.1651,-46.5485,22440,0.183896,3.12357,-3.98958,1063,0
10.1356,19.8089,-50.682,28629,-0.0354847,3.07976,-4.06673,1064,0
12.366,19.1465,-51.545,41296,0.0725781,3.09556,-3.90578,1065,0
-1.11933,20.0311,-54.8265,25129,-0.700566,1.30283,-1.80677,1066,0
-0.274375,17.2239,-47.9177,20285,-0.602348,1.43827,-1.78694,1067,0
-0.512041,17.3223,-47.1376,27198,-0.479983,1.31108,-1.81261,1068,0
-2.37273,20.507,-52.5859,20774,0.277485,1.27207,-1.45042,1069,0
-3.99784,23.7242,-54.4564,17157,0.344087,1.35003,-1.54677,1070,0
3.32174,19.0567,-52.8441,27817,0.086569,2.1503,-2.94526,1071,0
0,0,0,4575,-1.14537,1.83997,-2.04128,1072,0
0,0,0,4556,-1.14752,1.78245,-1.9295,1073,0
-0.505411,16.4955,-43.0679,35589,-1.02419,1.85113,-1.97366,1074,0
0,0,0,4497,-0.0697663,0.878465,-1.95193,1075,0
0,0,0,4519,-0.0339493,0.949819,-2.09253,1076,0
0,0,0,4520,0.0726405,0.971253,-1.97916,1077,0
-2.35107,19.2568,-54.2993,18475,-0.066906,1.04383,-1.93257,1078,0
0.0593687,16.9049,-49.1353,22213,-0.0857388,1.79488,-2.07357,1079,0
-0.745852,16.8548,-48.7466,17491,-0.198306,1.79969,-1.75682,1080,0
-0.856011,17.0185,-48.9897,22469,-0.32878,1.67645,-1.84411,1081,0
-0.561482,16.9774,-49.6265,36599,-0.259547,1.78991,-1.87962,1082,0
0.869225,17.1316,-50.0002,40801,-0.14206,1.80754,-2.23186,1083,0
