vtkOriginalIndices,Points:0,Points:1,Points:2,vy mag (cm/s),velocity:0,velocity:1,velocity:2
-3.11663,8.22778,-25.2791,8.22778,0,1.48783,-0.848949,32583
18.0969,3.1435,-35.1884,3.1435,0,3.21512,-7.63662,32584
-2.7991,5.86178,-23.1908,5.86178,0,1.18881,0.608983,32585
1.05398,-7.85875,-6.45822,-7.85875,0,1.54183,-10.9361,32586
5.55322,30.5692,-24.7851,30.5692,0,-1.999,-15.8036,32587
0.534251,2.73538,-15.8341,2.73538,0,0.322287,4.56727,32588
6.66325,4.14602,-15.9248,4.14602,0,-0.242477,10.7161,32589
14.3732,84.481,21.8382,84.481,0,0.236528,-15.872,32590
19.6064,-13.8441,-39.0304,-13.8441,0,-1.33468,-14.1127,32591
10.6721,7.0912,-17.168,7.0912,0,-1.31804,12.4549,32592
2.77618,1.16418,-17.0033,1.16418,0,-0.83119,8.07693,32593
-5.19443,-15.3975,-7.08719,-15.3975,0,1.14027,-10.5696,32594
-23.6421,33.035,-50.0787,33.035,0,3.84706,-16.9057,32595
0.0435372,8.2492,-21.0091,8.2492,0,2.43784,-2.55884,32596
0.0648907,2.04767,-14.3469,2.04767,0,0.465446,5.31073,32597
1.59166,-5.61376,-5.31549,-5.61376,0,2.45026,-10.9162,32598
9.48663,8.13781,-16.8195,8.13781,0,-0.883851,12.3922,32599
8.29314,6.0936,-17.0911,6.0936,0,-1.60042,11.2809,32600
4.56431,3.2867,-16.7823,3.2867,0,-0.492107,9.75467,32601
6.62999,-49.0557,-47.3653,-49.0557,0,-0.138834,-12.8426,32602
-0.422609,2.10288,-14.9083,2.10288,0,0.726411,4.37029,32603
4.09311,-8.43434,-9.4391,-8.43434,0,0.989187,-11.3448,32604
-8.79882,-26.6419,-12.6323,-26.6419,0,1.85722,-10.0955,32605
-2.4707,6.95355,-24.8093,6.95355,0,1.42523,-0.357327,32606
0.326423,3.13176,-16.3695,3.13176,0,0.0816554,4.26585,32607
8.13141,5.98876,-16.7236,5.98876,0,-1.63171,11.5689,32608
10.0599,6.7295,-21.2361,6.7295,0,-2.028,11.3737,32609
4.78877,-6.34803,-7.24341,-6.34803,0,2.66624,-9.97409,32610
5.12773,-5.50528,-11.0711,-5.50528,0,3.32041,-10.1119,32611
-7.38596,-7.82129,-6.73585,-7.82129,0,-0.657239,-10.8918,32612
9.88653,7.01414,-21.675,7.01414,0,-0.628823,11.0197,32613
6.82601,4.88866,-16.7786,4.88866,0,-0.764997,10.778,32614
1.45088,11.3906,-32.0493,11.3906,0,1.45703,-2.13738,32615
-4.21476,9.44246,-20.9629,9.44246,0,1.22176,-1.53155,32616
-8.64462,-9.87276,-5.13461,-9.87276,0,0.321219,-11.0261,32617
1.36679,0.589653,-13.1339,0.589653,0,0.643313,6.15668,32618
-2.14372,4.32609,-23.7542,4.32609,0,0.826951,1.32071,32619
12.4085,3.52008,-45.1839,3.52008,0,3.52276,-7.17598,32620
5.90157,-7.25763,-9.91099,-7.25763,0,2.80897,-9.86679,32621
1.91849,-6.9775,-6.27718,-6.9775,0,1.77179,-10.8599,32622
1.81098,1.98063,-14.8555,1.98063,0,-0.889398,7.80911,32623
8.94017,9.07771,-31.6756,9.07771,0,2.55119,-5.11981,32624
-35.87,-25.7033,-37.4072,-25.7033,0,-1.7243,-13.0651,32625
7.90973,-18.9802,-19.5887,-18.9802,0,0.330511,-12.1311,32626
-0.48656,2.83782,-15.4175,2.83782,0,0.889674,4.48983,32627
12.9842,10.2331,-19.1006,10.2331,0,-1.20193,12.63,32628
-5.24001,-13.5898,-6.51699,-13.5898,0,0.906339,-10.8242,32629
12.0379,35.647,-26.4125,35.647,0,-1.47449,-15.5803,32630
-2.25647,4.84316,-22.384,4.84316,0,1.01765,0.723317,32631
6.11739,12.2454,-33.2499,12.2454,0,2.21604,-3.9178,32632
0.0283954,9.83599,-27.8218,9.83599,0,1.71237,-1.97769,32633
-7.9761,-7.84629,-4.669,-7.84629,0,0.10217,-10.8546,32634
-0.126885,3.65207,-15.0698,3.65207,0,-0.544459,4.54274,32635
-5.57084,-14.5456,-5.42505,-14.5456,0,0.897687,-10.1594,32636
4.85169,9.43712,-25.7745,9.43712,0,2.35152,-3.65077,32637
9.03493,6.0677,-16.9169,6.0677,0,-1.81129,11.8965,32638
34.5757,25.9005,-43.7455,25.9005,0,3.78583,-16.4538,32639
-17.0921,21.1817,-40.7172,21.1817,0,4.69345,-19.5368,32640
8.10293,4.90199,-31.2323,4.90199,0,3.34513,-5.8918,32641
4.70403,15.4066,-31.1681,15.4066,0,2.53875,-3.27333,32642
1.74657,2.7044,-16.0174,2.7044,0,0.689439,7.78225,32643
1.28127,2.16196,-15.4012,2.16196,0,-1.0129,6.3764,32644
3.75427,-9.05586,-8.25965,-9.05586,0,1.65501,-11.713,32645
0.684698,2.19878,-13.6941,2.19878,0,-0.60212,6.55923,32646
1.85358,58.7949,-2.8102,58.7949,0,0.00273834,-16.0755,32647
17.7058,12.6289,-50.4704,12.6289,0,4.70221,-18.3248,32648
0.539482,2.37622,-13.643,2.37622,0,-0.357742,5.67912,32649
-1.83178,-0.854749,-58.3501,-0.854749,0,-2.72087,-14.5108,32650
2.22951,1.7925,-15.4803,1.7925,0,0.539488,8.23812,32651
35.3952,44.364,-36.6523,44.364,0,3.40575,-15.7778,32652
9.28422,5.60305,-17.5511,5.60305,0,-2.09222,11.9402,32653
-4.79755,-13.8734,-5.12675,-13.8734,0,0.936109,-10.29,32654
4.86062,3.62337,-17.437,3.62337,0,-0.799707,9.74746,32655
-9.13647,-9.02523,-4.26353,-9.02523,0,0.189934,-10.7238,32656
7.64249,12.6292,-33.984,12.6292,0,2.09447,-4.51024,32657
-14.4944,42.8163,7.99697,42.8163,0,1.54822,-15.5984,32658
-20.1458,-18.62,-20.9152,-18.62,0,-1.33529,-12.9731,32659
-11.2706,-27.2189,-17.3666,-27.2189,0,2.00986,-10.539,32660
-7.43448,-10.8015,-5.1253,-10.8015,0,0.473232,-10.7932,32661
-1.24807,4.73267,-24.8229,4.73267,0,0.431652,2.22784,32662
-15.5897,-17.5247,-18.3104,-17.5247,0,-0.997369,-12.7101,32663
9.46649,6.65286,-17.6004,6.65286,0,-1.34962,12.0083,32664
0.0405429,2.22027,-12.9094,2.22027,0,0.33202,6.67893,32665
1.00005,7.89552,-23.9699,7.89552,0,2.17149,-1.84403,32666
2.9944,-6.36585,-5.85217,-6.36585,0,2.17814,-10.9334,32667
7.84838,5.59,-16.0114,5.59,0,-0.507998,11.5967,32668
4.0835,2.43355,-18.943,2.43355,0,0.415737,8.78194,32669
1.46705,2.51392,-16.4222,2.51392,0,0.311793,7.91395,32670
5.88664,10.2946,-28.3114,10.2946,0,2.24718,-4.2148,32671
6.83413,9.86265,-30.6832,9.86265,0,2.1179,-4.37629,32672
17.283,-4.26931,-16.4327,-4.26931,0,3.97126,-9.11709,32673
-1.45485,30.8106,-21.3543,30.8106,0,-1.351,-15.4494,32674
6.69124,4.45933,-16.6094,4.45933,0,-0.303174,10.7481,32675
5.03049,9.60133,-23.4977,9.60133,0,2.65299,-3.80117,32676
4.41015,3.27698,-16.967,3.27698,0,-0.881936,9.68651,32677
6.63668,4.76334,-16.588,4.76334,0,-1.26182,10.5054,32678
-17.7507,-15.3479,-24.4928,-15.3479,0,-1.67413,-12.8085,32679
3.67422,-8.84209,-6.76754,-8.84209,0,1.47895,-10.2691,32680
17.3558,17.4446,-49.3053,17.4446,0,4.77888,-19.4843,32681
2.84536,1.06396,-15.8196,1.06396,0,-1.37776,8.53785,32682
0.0263531,2.92075,-16.1389,2.92075,0,0.416606,4.21442,32683
9.68975,7.65479,-32.7112,7.65479,0,3.17137,-5.36495,32684
5.63067,-4.78748,-7.82945,-4.78748,0,3.30699,-9.942,32685
5.4098,4.70363,-17.196,4.70363,0,-1.5041,10.1313,32686
-2.64387,-34.7617,-27.3227,-34.7617,0,2.42018,-9.81128,32687
30.4981,22.2981,-42.3772,22.2981,0,4.01641,-16.6941,32688
2.45713,2.12367,-16.0032,2.12367,0,-0.283166,8.44489,32689
29.5508,23.961,-29.5337,23.961,0,3.51486,-15.8788,32690
-0.0526032,1.97156,-14.9372,1.97156,0,0.645569,5.20442,32691
5.51023,-7.5218,-7.89344,-7.5218,0,2.53489,-9.65482,32692
11.9523,2.32712,-37.1978,2.32712,0,3.29112,-7.40424,32693
0.203363,4.56171,-20.0821,4.56171,0,0.306745,2.27468,32694
4.71015,-15.7622,-18.1642,-15.7622,0,0.516698,-11.8975,32695
-7.99173,-9.06949,-7.4766,-9.06949,0,-0.295711,-10.8554,32696
10.7965,7.47505,-36.7293,7.47505,0,2.59295,-5.79782,32697
12.7852,-2.3515,-52.3054,-2.3515,0,3.671,-6.71546,32698
2.52399,-6.37753,-5.98095,-6.37753,0,1.05374,-10.5046,32699
7.57639,-3.80931,-8.28103,-3.80931,0,3.72325,-9.74951,32700
12.7645,62.6105,4.72369,62.6105,0,-0.232626,-16.1806,32701
0.589465,2.3829,-16.0839,2.3829,0,0.644732,4.98359,32702
-0.7229,2.23394,-15.9664,2.23394,0,-1.00871,6.80663,32703
7.55667,9.29126,-13.0996,9.29126,0,-0.399342,13.2104,32704
6.95297,6.19017,-16.6412,6.19017,0,-1.92679,11.1219,32705
-1.89673,4.9207,-23.7808,4.9207,0,0.48001,1.19322,32706
-37.0585,48.4537,-30.5659,48.4537,0,3.06369,-15.8635,32707
23.3744,33.7312,-14.496,33.7312,0,2.88527,-15.6,32708
3.22406,-7.64022,-7.50157,-7.64022,0,1.66494,-10.0119,32709
5.15226,3.38215,-15.0438,3.38215,0,-0.315057,10.2157,32710
0.833844,1.91897,-15.4275,1.91897,0,0.47395,5.19249,32711
-7.25145,-2.80779,-54.7591,-2.80779,0,-2.37385,-14.3825,32712
7.19447,2.37826,-38.2363,2.37826,0,3.31846,-7.13724,32713
0.115181,2.04859,-13.1309,2.04859,0,0.421282,5.77245,32714
16.4865,14.5603,-40.3611,14.5603,0,4.66265,-17.7206,32715
7.83995,5.53372,-17.8783,5.53372,0,-1.01007,10.7295,32716
-9.4117,-11.0802,-8.40519,-11.0802,0,-0.456322,-11.9169,32717
1.09132,2.23868,-13.9579,2.23868,0,-0.0390267,7.31559,32718
-0.165787,10.1781,-28.1498,10.1781,0,1.47027,-1.91201,32719
14.2748,8.1807,-33.2584,8.1807,0,-1.81915,12.5567,32720
4.03909,-7.52102,-9.11514,-7.52102,0,2.44993,-9.92259,32721
0.375133,2.22064,-15.2554,2.22064,0,0.462194,5.0696,32722
8.03312,5.97402,-16.0277,5.97402,0,-1.28765,11.9603,32723
10.8581,8.64912,-15.2915,8.64912,0,-0.478407,12.2479,32724
7.51857,5.37577,-16.6521,5.37577,0,-0.737252,11.1586,32725
-9.48988,-7.9438,-6.22423,-7.9438,0,-1.27061,-11.4506,32726
3.11445,2.15031,-14.8993,2.15031,0,0.0427301,8.79051,32727
7.79187,5.40906,-15.7441,5.40906,0,-0.372787,11.6795,32728
9.52133,5.86692,-15.9596,5.86692,0,-1.61644,12.2791,32729
2.31638,5.40265,-20.6063,5.40265,0,-1.79758,12.362,32730
6.19336,4.4906,-16.5738,4.4906,0,-0.909954,10.4529,32731
1.71587,-7.57081,-6.77007,-7.57081,0,1.5512,-11.1237,32732
9.56625,6.41227,-17.3636,6.41227,0,0.0180961,11.9089,32733
4.75479,3.22943,-15.904,3.22943,0,0.0696468,9.99773,32734
-15.7671,-12.932,-20.3713,-12.932,0,-1.65225,-12.5797,32735
-1.79976,4.95747,-23.893,4.95747,0,1.53876,0.0362886,32736
7.19688,4.33286,-16,4.33286,0,-0.027052,11.1448,32737
-8.22261,-15.3765,-5.1566,-15.3765,0,0.829057,-10.1132,32738
-4.0999,12.2085,-23.9383,12.2085,0,0.29615,-0.0101465,32739
0.60831,2.24237,-13.4248,2.24237,0,-0.787553,6.49268,32740
0.558617,2.18079,-13.9419,2.18079,0,-0.583506,6.76045,32741
-0.324165,3.02382,-16.6032,3.02382,0,0.499793,3.77078,32742
-4.64025,5.77182,-16.0903,5.77182,0,0.110113,1.74587,32743
-23.6709,37.1701,-6.62558,37.1701,0,2.03963,-15.6216,32744
7.2066,5.29958,-16.2786,5.29958,0,-1.50803,10.9086,32745
7.40399,3.14035,-18.2779,3.14035,0,0.493083,10.4166,32746
-14.2509,22.271,-39.324,22.271,0,4.10318,-17.3391,32747
0.150662,4.68452,-13.834,4.68452,0,-0.984898,5.02721,32748
12.5017,-1.72724,-14.5406,-1.72724,0,3.49215,-9.44203,32749
-3.51278,3.67373,-23.7013,3.67373,0,1.0905,1.3821,32750
-7.25906,-7.38542,-4.93352,-7.38542,0,-0.427423,-10.736,32751
10.9938,-43.2623,-34.0969,-43.2623,0,-0.742023,-13.1786,32752
1.20703,1.79545,-13.1158,1.79545,0,1.1501,6.52367,32753
-6.78705,-16.1617,-42.2894,-16.1617,0,3.32041,-9.12791,32754
2.78289,1.6516,-15.6097,1.6516,0,0.335306,8.44638,32755
10.9891,2.81062,-38.1475,2.81062,0,3.30225,-7.10471,32756
11.6152,1.9797,-36.8208,1.9797,0,2.79822,-7.61383,32757
0.609403,1.63825,-14.0009,1.63825,0,0.50856,5.66476,32758
-1.56187,8.02088,-31.1559,8.02088,0,1.47328,-0.109137,32759
2.96543,2.26579,-14.9023,2.26579,0,-0.288368,8.61362,32760
21.2076,9.96572,-21.3477,9.96572,0,-1.74134,13.0237,32761
7.44314,5.53974,-17.8706,5.53974,0,-0.928544,12.0017,32762
4.53949,2.99157,-14.4492,2.99157,0,0.150075,10.0801,32763
8.20764,7.54915,-20.2653,7.54915,0,-0.245055,11.3659,32764
1.91412,9.93552,-28.6663,9.93552,0,1.90648,-2.89153,32765
14.966,0.891218,-40.9181,0.891218,0,3.72715,-7.52699,32766
-9.62043,-9.45703,-6.20778,-9.45703,0,0.0632681,-11.7548,32767
0.0464036,3.49892,-16.1665,3.49892,0,-0.218069,4.04361,32768
2.67944,-6.59869,-6.05079,-6.59869,0,1.06257,-10.512,32769
-12.7664,-8.86077,-14.0489,-8.86077,0,-1.84736,-11.813,32770
9.77333,6.14524,-17.5686,6.14524,0,-1.72845,12.0876,32771
-0.503501,3.47111,-16.9048,3.47111,0,-0.44095,6.33111,32772
0.771793,2.87497,-14.3269,2.87497,0,0.415768,7.39747,32773
10.1208,2.95812,-38.1089,2.95812,0,3.19724,-7.06412,32774
2.48533,2.34628,-14.9624,2.34628,0,-0.526811,8.57553,32775
23.2215,21.4044,-75.9661,21.4044,0,5.02277,-19.1883,32776
3.21939,-9.07838,-7.22956,-9.07838,0,1.05868,-10.2703,32777
-11.145,-10.1176,-15.7538,-10.1176,0,-1.60046,-11.6482,32778
-9.57213,-9.52917,-5.12028,-9.52917,0,0.442872,-11.1784,32779
-10.2169,-9.18663,-13.2501,-9.18663,0,-1.50645,-11.3546,32780
-10.2587,-13.7662,-7.40545,-13.7662,0,1.11093,-11.1086,32781
5.45508,-9.09911,-9.46418,-9.09911,0,1.02803,-11.6911,32782
6.07127,3.80631,-14.7511,3.80631,0,-0.607072,10.6945,32783
-10.8421,-10.8765,-12.953,-10.8765,0,-1.01216,-11.9208,32784
-13.3636,-12.3745,-16.5661,-12.3745,0,-1.25802,-12.5415,32785
7.73645,5.56339,-16.2922,5.56339,0,-0.987285,11.4416,32786
0.401301,4.25839,-19.8307,4.25839,0,0.488939,7.45995,32787
-2.25392,7.25006,-29.2155,7.25006,0,1.08234,0.509011,32788
-8.50614,-7.93966,-9.60774,-7.93966,0,-1.2024,-11.3532,32789
1.6982,1.25703,-13.5418,1.25703,0,0.251114,5.87787,32790
2.8171,1.95048,-16.2031,1.95048,0,-0.0755029,8.85608,32791
-16.7809,-10.5286,-9.60706,-10.5286,0,-1.38994,-11.9565,32792
3.89113,-6.49395,-7.03176,-6.49395,0,2.43567,-10.232,32793
6.609,3.9958,-18.8928,3.9958,0,-1.58038,9.82856,32794
6.82362,-8.00878,-9.02398,-8.00878,0,2.64419,-9.51893,32795
-7.64614,-8.88111,-9.17452,-8.88111,0,-0.826896,-11.3633,32796
2.74531,-5.78585,-9.70465,-5.78585,0,0.69199,-10.5737,32797
20.0809,-59.5945,-48.7472,-59.5945,0,-0.438101,-13.0728,32798
13.7234,8.53837,-40.8708,8.53837,0,2.43604,-6.14632,32799
-31.3817,38.243,-40.2688,38.243,0,3.07271,-16.2658,32800
8.18868,4.03204,-20.5583,4.03204,0,0.0578152,10.6869,32801
1.89383,9.15695,-23.4386,9.15695,0,2.34525,-3.08914,32802
-0.0633648,11.309,-24.1034,11.309,0,0.940863,-1.86443,32803
12.3563,4.3724,-39.4258,4.3724,0,3.00332,-7.30172,32804
6.61838,4.79721,-16.4689,4.79721,0,-1.16415,10.755,32805
-0.386703,2.86612,-12.7418,2.86612,0,0.35611,6.93797,32806
-9.1099,-9.39407,-5.25227,-9.39407,0,0.256274,-11.3773,32807
8.66567,6.41223,-17.6404,6.41223,0,-1.19206,11.4942,32808
-2.01144,2.79637,-20.8154,2.79637,0,0.880736,3.44476,32809
2.32916,2.15695,-14.3991,2.15695,0,-0.538034,8.14038,32810
0.722595,2.26754,-13.7419,2.26754,0,0.414513,6.71444,32811
-0.916093,8.71872,-27.6915,8.71872,0,1.97093,-1.06187,32812
-8.66193,69.5622,21.9484,69.5622,0,1.22757,-16.0384,32813
0.280853,2.92272,-17.6058,2.92272,0,0.740579,3.41669,32814
-0.110209,12.3406,-30.8031,12.3406,0,1.30145,-2.26721,32815
7.22606,13.3672,-9.19278,13.3672,0,-0.61278,13.2567,32816
-0.576419,3.82536,-20.3131,3.82536,0,0.608123,2.27563,32817
1.78726,10.2941,-29.8022,10.2941,0,2.10581,-3.46942,32818
-14.327,-14.541,-27.9079,-14.541,0,-1.96774,-13.0579,32819
-0.410628,3.56084,-16.6649,3.56084,0,0.0764172,3.60777,32820
14.0253,9.44073,-22.757,9.44073,0,-1.74919,11.5742,32821
-0.893118,7.76271,-25.244,7.76271,0,1.3603,-0.542094,32822
-19.1774,18.6831,-47.8928,18.6831,0,5.32767,-19.2191,32823
2.61839,-6.88907,-6.12381,-6.88907,0,1.72945,-10.9006,32824
-1.24522,25.9644,-22.8166,25.9644,0,-1.24775,-15.1873,32825
-4.06856,-3.92554,-32.7518,-3.92554,0,3.14269,-8.66243,32826
2.04588,3.23624,-19.8565,3.23624,0,-0.465974,8.24217,32827
6.07269,52.0519,10.4301,52.0519,0,1.31325,-15.7051,32828
-7.80565,-27.4766,-30.9629,-27.4766,0,2.70455,-9.75228,32829
-0.690848,8.79159,-30.1533,8.79159,0,1.87849,-2.11164,32830
13.3774,-3.94747,-11.7017,-3.94747,0,3.36181,-8.93115,32831
1.33365,2.09464,-14.4229,2.09464,0,-0.997172,7.32509,32832
-0.517311,2.7156,-17.8933,2.7156,0,1.03311,3.29308,32833
-2.39925,-14.5465,-9.80809,-14.5465,0,1.23691,-11.878,32834
0.813701,2.25058,-14.1263,2.25058,0,-0.142712,5.47895,32835
-14.2284,-13.8337,-25.1886,-13.8337,0,-1.80741,-12.7365,32836
-11.499,-10.9705,-10.2318,-10.9705,0,-0.864575,-12.0459,32837
-2.83424,5.8299,-20.121,5.8299,0,1.7972,-0.0884839,32838
-3.05352,0.23472,-20.8837,0.23472,0,0.0980105,0.68898,32839
3.11215,2.63195,-19.2463,2.63195,0,-0.693471,9.06668,32840
-1.68134,6.54066,-23.5869,6.54066,0,1.21163,-0.0151386,32841
-3.88128,5.52612,-25.1172,5.52612,0,0.895874,0.855231,32842
7.22853,45.8483,10.555,45.8483,0,1.33491,-15.8327,32843
6.82592,4.6982,-26.8226,4.6982,0,-1.22571,9.52083,32844
7.56781,5.35792,-17.6673,5.35792,0,-0.849159,10.6946,32845
-1.52664,4.3973,-23.7552,4.3973,0,0.812201,1.41124,32846
-7.25659,-18.2597,-8.24805,-18.2597,0,1.42936,-10.4233,32847
8.12088,5.82836,-16.5581,5.82836,0,-1.6064,11.2837,32848
0.912663,2.20799,-13.3275,2.20799,0,0.215355,7.02655,32849
-11.0269,-10.5967,-7.06151,-10.5967,0,0.580405,-11.3581,32850
0.50682,2.28392,-13.357,2.28392,0,-0.476327,6.06177,32851
4.78675,3.0076,-20.0267,3.0076,0,0.427416,9.4274,32852
6.99719,-17.5163,-19.1446,-17.5163,0,0.499292,-12.0736,32853
1.05244,2.23859,-14.3518,2.23859,0,-0.649015,7.29562,32854
3.71834,-6.27819,-5.78681,-6.27819,0,2.21335,-10.289,32855
0.671417,9.15147,-31.5014,9.15147,0,1.6678,-2.56527,32856
0.731915,2.64023,-13.1064,2.64023,0,0.743725,7.0283,32857
19.7119,8.90887,-26.5605,8.90887,0,-1.96693,12.8489,32858
0.692362,2.90526,-17.9815,2.90526,0,0.729141,2.77624,32859
5.77303,3.90743,-15.9083,3.90743,0,-0.291082,10.4645,32860
9.92292,7.51927,-17.8149,7.51927,0,-1.16562,12.1961,32861
10.0662,5.34038,-16.0467,5.34038,0,-2.33022,12.3993,32862
6.30946,4.886,-16.8446,4.886,0,-1.35083,10.3902,32863
1.828,2.159,-14.5836,2.159,0,-0.500115,7.84499,32864
15.3038,6.78968,-16.8794,6.78968,0,-1.59929,12.7944,32865
-9.11055,-11.2539,-6.4133,-11.2539,0,0.113618,-11.9397,32866
-8.30692,-10.0403,-4.49495,-10.0403,0,0.155912,-10.6685,32867
12.595,3.02445,-39.5806,3.02445,0,3.11291,-7.19489,32868
-13.5675,-13.5728,-8.33269,-13.5728,0,-0.430585,-11.9398,32869
2.78829,-6.76802,-5.90568,-6.76802,0,1.1905,-10.147,32870
11.8057,-3.74909,-12.4061,-3.74909,0,3.72143,-9.45209,32871
4.04368,2.92665,-19.6652,2.92665,0,-0.830705,8.81231,32872
16.916,12.1442,-47.514,12.1442,0,4.35419,-18.0014,32873
13.1417,23.7084,-52.0137,23.7084,0,4.92759,-19.5694,32874
-2.11274,3.31338,-21.1611,3.31338,0,0.554723,4.90589,32875
2.31212,1.82284,-14.6924,1.82284,0,-1.06625,8.13925,32876
18.9024,11.2068,-49.6922,11.2068,0,4.25859,-17.7482,32877
1.06395,1.23848,-13.6721,1.23848,0,0.510667,5.95387,32878
-9.99696,-10.6385,-6.71001,-10.6385,0,-0.00807362,-11.4877,32879
1.15367,3.25197,-17.7779,3.25197,0,0.486242,3.47262,32880
-0.479426,-8.58168,-8.73048,-8.58168,0,1.03401,-10.6521,32881
3.93281,2.64746,-15.0471,2.64746,0,-0.119779,9.49336,32882
7.13142,46.0596,-24.3564,46.0596,0,-0.825237,-15.6304,32883
-9.81307,-11.8824,-20.6799,-11.8824,0,-1.56389,-11.9997,32884
2.96538,-6.94218,-5.86,-6.94218,0,2.00615,-11.1835,32885
3.85015,1.07891,-15.8998,1.07891,0,0.751294,8.41232,32886
-15.1833,-14.9009,-23.1717,-14.9009,0,-1.64722,-12.6216,32887
3.38753,-6.51592,-6.78269,-6.51592,0,2.09834,-10.3573,32888
4.47835,3.00926,-14.9339,3.00926,0,-0.0833791,9.83432,32889
1.09403,2.10243,-13.5256,2.10243,0,-0.069564,7.37071,32890
-1.54585,4.62942,-22.7301,4.62942,0,0.469165,1.62128,32891
-0.190995,1.76385,-15.8412,1.76385,0,0.921514,4.44293,32892
1.36099,-26.7641,-37.397,-26.7641,0,0.0775591,-12.0526,32893
-0.47825,3.71303,-15.7289,3.71303,0,-0.848922,4.52015,32894
4.2642,43.7228,-54.6153,43.7228,0,-2.01081,-15.3027,32895
3.48908,2.49502,-14.9498,2.49502,0,-0.56712,9.10753,32896
4.18535,2.71422,-14.8088,2.71422,0,0.124534,9.73163,32897
2.50019,-12.204,-10.7974,-12.204,0,1.08905,-11.7174,32898
1.1475,-31.2186,-24.9067,-31.2186,0,0.664331,-12.1892,32899
16.7489,38.0225,4.83298,38.0225,0,2.08634,-15.1968,32900
0.988434,2.0125,-13.4725,2.0125,0,-0.743034,6.9441,32901
7.1052,6.0109,-19.1099,6.0109,0,-1.43455,10.429,32902
-25.1975,51.6505,-6.30994,51.6505,0,2.12284,-15.4882,32903
3.59316,-7.69586,-6.91706,-7.69586,0,1.50079,-11.213,32904
-2.09188,3.32026,-21.6024,3.32026,0,1.34799,1.41439,32905
4.44084,3.25121,-16.0053,3.25121,0,0.157716,9.65124,32906
-7.03338,-8.97781,-7.80259,-8.97781,0,-0.621375,-11.0835,32907
6.63149,14.6931,-34.3331,14.6931,0,3.23494,-4.2402,32908
1.75184,3.11639,-18.7084,3.11639,0,0.283438,4.834,32909
3.43782,2.44899,-15.1952,2.44899,0,-0.708259,9.08429,32910
-9.65924,-8.79058,-5.14068,-8.79058,0,-0.20222,-10.6445,32911
6.51453,-5.75813,-10.6103,-5.75813,0,3.25436,-9.87547,32912
7.20842,-7.02082,-7.75052,-7.02082,0,2.81262,-9.30312,32913
8.65841,18.3159,-21.9179,18.3159,0,-0.997782,12.7855,32914
-11.6628,-10.1245,-6.3849,-10.1245,0,-0.440886,-11.6584,32915
4.60311,13.6218,-40.9427,13.6218,0,1.93141,-4.28022,32916
3.92651,-6.18,-5.99494,-6.18,0,2.35189,-10.223,32917
18.9824,14.9323,-34.6142,14.9323,0,-1.72642,12.7605,32918
9.51656,4.29189,-34.6898,4.29189,0,3.44928,-5.77089,32919
-2.54454,7.62181,-28.7329,7.62181,0,0.752824,0.011724,32920
11.7303,13.13,-18.2025,13.13,0,-0.941899,12.7597,32921
-8.77975,-10.6884,-5.63344,-10.6884,0,0.585052,-11.2492,32922
-0.0341993,2.75358,-13.4193,2.75358,0,-0.647864,5.50087,32923
-22.5154,21.3642,-49.5131,21.3642,0,4.87356,-18.3907,32924
15.7869,-47.4044,-34.8395,-47.4044,0,-0.0215627,-13.0566,32925
-4.79953,-14.5676,-5.13275,-14.5676,0,0.949755,-10.6475,32926
10.6209,5.87904,-44.0884,5.87904,0,3.08225,-6.50112,32927
-5.18268,-19.1331,-4.31555,-19.1331,0,0.959991,-9.88928,32928
3.53247,50.6766,-48.4548,50.6766,0,-1.1129,-15.2137,32929
-0.623227,3.42394,-16.6202,3.42394,0,0.193553,3.56296,32930
-18.7116,-11.5343,-30.1743,-11.5343,0,-2.24474,-12.5967,32931
2.89188,-5.70355,-5.44772,-5.70355,0,2.55591,-10.9394,32932
2.65431,1.88343,-19.3823,1.88343,0,0.029052,9.56578,32933
-9.43276,-7.23373,-5.36898,-7.23373,0,-0.387216,-10.3502,32934
0.610464,2.16635,-13.2196,2.16635,0,-0.214335,6.57148,32935
3.82373,2.39684,-14.5649,2.39684,0,0.0415175,9.39366,32936
6.75175,4.71104,-16.4018,4.71104,0,-0.626622,10.824,32937
-5.0219,-21.8131,-11.71,-21.8131,0,1.56446,-10.8964,32938
8.47299,6.7753,-15.3399,6.7753,0,-0.500576,12.0834,32939
-19.613,-19.3132,-51.0962,-19.3132,0,-2.37551,-13.2483,32940
24.1524,65.4147,7.55247,65.4147,0,2.03419,-15.7864,32941
14.8024,-4.6442,-15.4209,-4.6442,0,3.19618,-9.05242,32942
7.53801,7.00546,-17.336,7.00546,0,-0.0647874,11.4687,32943
8.48773,8.99315,-30.2773,8.99315,0,2.56059,-5.14494,32944
-16.9576,23.0739,-41.3549,23.0739,0,4.46151,-17.8882,32945
-0.238828,15.7045,-29.715,15.7045,0,1.2859,-1.88497,32946
5.79383,3.77811,-14.3315,3.77811,0,-0.881082,10.2235,32947
-0.0072541,3.03281,-14.5937,3.03281,0,-0.365544,4.89453,32948
30.2971,17.781,-47.1861,17.781,0,4.2815,-17.1295,32949
-8.06518,-18.8637,-8.14131,-18.8637,0,1.4733,-10.3048,32950
2.5654,9.80318,-27.4122,9.80318,0,2.08203,-3.28079,32951
-8.42737,-13.397,-8.0384,-13.397,0,0.861267,-11.4772,32952
